# z (m)           wake (V/pC)     z (m)          wake-log-term (V/pC)
1.218800e-01    2.679572e-02    1.218800e-01    2.679598e-02
1.218900e-01    2.678018e-02    1.218900e-01    2.678112e-02
1.219000e-01    2.675688e-02    1.219000e-01    2.675867e-02
1.219100e-01    2.672969e-02    1.219100e-01    2.673045e-02
1.219200e-01    2.669473e-02    1.219200e-01    2.669495e-02
1.219300e-01    2.665201e-02    1.219300e-01    2.665369e-02
1.219400e-01    2.660540e-02    1.219400e-01    2.660636e-02
1.219500e-01    2.655102e-02    1.219500e-01    2.655114e-02
1.219600e-01    2.648888e-02    1.219600e-01    2.648955e-02
1.219700e-01    2.642285e-02    1.219700e-01    2.642341e-02
1.219800e-01    2.635100e-02    1.219800e-01    2.635211e-02
1.219900e-01    2.627138e-02    1.219900e-01    2.627232e-02
1.220000e-01    2.618593e-02    1.220000e-01    2.618767e-02
1.220100e-01    2.609465e-02    1.220100e-01    2.609634e-02
1.220200e-01    2.599755e-02    1.220200e-01    2.599774e-02
1.220300e-01    2.589269e-02    1.220300e-01    2.589458e-02
1.220400e-01    2.578588e-02    1.220400e-01    2.578718e-02
1.220500e-01    2.567518e-02    1.220500e-01    2.567583e-02
1.220600e-01    2.555672e-02    1.220600e-01    2.555781e-02
1.220700e-01    2.543243e-02    1.220700e-01    2.543372e-02
1.220800e-01    2.530038e-02    1.220800e-01    2.530235e-02
1.220900e-01    2.516832e-02    1.220900e-01    2.516885e-02
1.221000e-01    2.503238e-02    1.221000e-01    2.503293e-02
1.221100e-01    2.489256e-02    1.221100e-01    2.489367e-02
1.221200e-01    2.474885e-02    1.221200e-01    2.474894e-02
1.221300e-01    2.459543e-02    1.221300e-01    2.459724e-02
1.221400e-01    2.444201e-02    1.221400e-01    2.444221e-02
1.221500e-01    2.428471e-02    1.221500e-01    2.428626e-02
1.221600e-01    2.412741e-02    1.221600e-01    2.412758e-02
1.221700e-01    2.396428e-02    1.221700e-01    2.396557e-02
1.221800e-01    2.379921e-02    1.221800e-01    2.379991e-02
1.221900e-01    2.363026e-02    1.221900e-01    2.363183e-02
1.222000e-01    2.346130e-02    1.222000e-01    2.346253e-02
1.222100e-01    2.328846e-02    1.222100e-01    2.328989e-02
1.222200e-01    2.311563e-02    1.222200e-01    2.311605e-02
1.222300e-01    2.293890e-02    1.222300e-01    2.294038e-02
1.222400e-01    2.276218e-02    1.222400e-01    2.276350e-02
1.222500e-01    2.258740e-02    1.222500e-01    2.258783e-02
1.222600e-01    2.240874e-02    1.222600e-01    2.240973e-02
1.222700e-01    2.223007e-02    1.222700e-01    2.223163e-02
1.222800e-01    2.205141e-02    1.222800e-01    2.205293e-02
1.222900e-01    2.187275e-02    1.222900e-01    2.187423e-02
1.223000e-01    2.169602e-02    1.223000e-01    2.169644e-02
1.223100e-01    2.151930e-02    1.223100e-01    2.152047e-02
1.223200e-01    2.134646e-02    1.223200e-01    2.134692e-02
1.223300e-01    2.116974e-02    1.223300e-01    2.117125e-02
1.223400e-01    2.099496e-02    1.223400e-01    2.099619e-02
1.223500e-01    2.082407e-02    1.223500e-01    2.082568e-02
1.223600e-01    2.065705e-02    1.223600e-01    2.065729e-02
1.223700e-01    2.049004e-02    1.223700e-01    2.049012e-02
1.223800e-01    2.032303e-02    1.223800e-01    2.032446e-02
1.223900e-01    2.016379e-02    1.223900e-01    2.016366e-02
1.224000e-01    2.000454e-02    1.224000e-01    2.000589e-02
1.224000e-01    2.000454e-02    1.224000e-01    2.000589e-02
1.224100e-01    1.984918e-02    1.224100e-01    1.985055e-02
1.224200e-01    1.969771e-02    1.224200e-01    1.969824e-02
1.224300e-01    1.955011e-02    1.224300e-01    1.955140e-02
1.224400e-01    1.940621e-02    1.224400e-01    1.940698e-02
1.224500e-01    1.926483e-02    1.224500e-01    1.926560e-02
1.224600e-01    1.913103e-02    1.224600e-01    1.913180e-02
1.224700e-01    1.900130e-02    1.224700e-01    1.900225e-02
1.224800e-01    1.887546e-02    1.224800e-01    1.887633e-02
1.224900e-01    1.875409e-02    1.224900e-01    1.875497e-02
1.225000e-01    1.863737e-02    1.225000e-01    1.863817e-02
1.225100e-01    1.852843e-02    1.225100e-01    1.852924e-02
1.225200e-01    1.842473e-02    1.225200e-01    1.842548e-02
1.225300e-01    1.832588e-02    1.225300e-01    1.832657e-02
1.225400e-01    1.823363e-02    1.225400e-01    1.823434e-02
1.225500e-01    1.814877e-02    1.225500e-01    1.814969e-02
1.225600e-01    1.806992e-02    1.225600e-01    1.807081e-02
1.225700e-01    1.799360e-02    1.225700e-01    1.799435e-02
1.225800e-01    1.792311e-02    1.225800e-01    1.792396e-02
1.225900e-01    1.786252e-02    1.225900e-01    1.786328e-02
1.226000e-01    1.780950e-02    1.226000e-01    1.781019e-02
1.226100e-01    1.776173e-02    1.226100e-01    1.776255e-02
1.226200e-01    1.771958e-02    1.226200e-01    1.772038e-02
1.226300e-01    1.768424e-02    1.226300e-01    1.768488e-02
1.226400e-01    1.765511e-02    1.226400e-01    1.765576e-02
1.226500e-01    1.763491e-02    1.226500e-01    1.763573e-02
1.226600e-01    1.762229e-02    1.226600e-01    1.762299e-02
1.226700e-01    1.761452e-02    1.226700e-01    1.761540e-02
1.226800e-01    1.761316e-02    1.226800e-01    1.761389e-02
1.226900e-01    1.761938e-02    1.226900e-01    1.762026e-02
1.227000e-01    1.763122e-02    1.227000e-01    1.763209e-02
1.227100e-01    1.765181e-02    1.227100e-01    1.765242e-02
1.227200e-01    1.767997e-02    1.227200e-01    1.768064e-02
1.227300e-01    1.771492e-02    1.227300e-01    1.771553e-02
1.227400e-01    1.775435e-02    1.227400e-01    1.775497e-02
1.227500e-01    1.780115e-02    1.227500e-01    1.780169e-02
1.227600e-01    1.785514e-02    1.227600e-01    1.785600e-02
1.227700e-01    1.791534e-02    1.227700e-01    1.791607e-02
1.227800e-01    1.798040e-02    1.227800e-01    1.798100e-02
1.227900e-01    1.805283e-02    1.227900e-01    1.805351e-02
1.228000e-01    1.813226e-02    1.228000e-01    1.813300e-02
1.228100e-01    1.821674e-02    1.228100e-01    1.821735e-02
1.228200e-01    1.830801e-02    1.228200e-01    1.830898e-02
1.228300e-01    1.840200e-02    1.228300e-01    1.840273e-02
1.228400e-01    1.850338e-02    1.228400e-01    1.850406e-02
1.228500e-01    1.861096e-02    1.228500e-01    1.861177e-02
1.228600e-01    1.872418e-02    1.228600e-01    1.872494e-02
1.228700e-01    1.884051e-02    1.228700e-01    1.884144e-02
1.228800e-01    1.896188e-02    1.228800e-01    1.896280e-02
1.228900e-01    1.908967e-02    1.228900e-01    1.909053e-02
1.229000e-01    1.922192e-02    1.229000e-01    1.922251e-02
1.229100e-01    1.935514e-02    1.229100e-01    1.935601e-02
1.229200e-01    1.949380e-02    1.229200e-01    1.949406e-02
1.229300e-01    1.963556e-02    1.229300e-01    1.963665e-02
1.229400e-01    1.978315e-02    1.229400e-01    1.978411e-02
1.229500e-01    1.993269e-02    1.229500e-01    1.993277e-02
1.229600e-01    2.008611e-02    1.229600e-01    2.008599e-02
1.229700e-01    2.023952e-02    1.229700e-01    2.024103e-02
1.229800e-01    2.039683e-02    1.229800e-01    2.039819e-02
1.229900e-01    2.055607e-02    1.229900e-01    2.055747e-02
1.230000e-01    2.071920e-02    1.230000e-01    2.071949e-02
1.230100e-01    2.088427e-02    1.230100e-01    2.088454e-02
1.230200e-01    2.105128e-02    1.230200e-01    2.105141e-02
1.230300e-01    2.121829e-02    1.230300e-01    2.121889e-02
1.230400e-01    2.138530e-02    1.230400e-01    2.138667e-02
1.230500e-01    2.155426e-02    1.230500e-01    2.155536e-02
1.230600e-01    2.172321e-02    1.230600e-01    2.172496e-02
1.230700e-01    2.189411e-02    1.230700e-01    2.189486e-02
1.230800e-01    2.206500e-02    1.230800e-01    2.206598e-02
1.230900e-01    2.223590e-02    1.230900e-01    2.223740e-02
1.231000e-01    2.240485e-02    1.231000e-01    2.240579e-02
1.231100e-01    2.257187e-02    1.231100e-01    2.257235e-02
1.231200e-01    2.273888e-02    1.231200e-01    2.273892e-02
1.231300e-01    2.290589e-02    1.231300e-01    2.290761e-02
1.231400e-01    2.307290e-02    1.231400e-01    2.307418e-02
1.231500e-01    2.323797e-02    1.231500e-01    2.323832e-02
1.231600e-01    2.339916e-02    1.231600e-01    2.339912e-02
1.231700e-01    2.355646e-02    1.231700e-01    2.355719e-02
1.231800e-01    2.371376e-02    1.231800e-01    2.371405e-02
1.231900e-01    2.386718e-02    1.231900e-01    2.386817e-02
1.232000e-01    2.402060e-02    1.232000e-01    2.402078e-02
1.232100e-01    2.416819e-02    1.232100e-01    2.416975e-02
1.232200e-01    2.431190e-02    1.232200e-01    2.431357e-02
1.232300e-01    2.445561e-02    1.232300e-01    2.445738e-02
1.232400e-01    2.459349e-02    1.232400e-01    2.459512e-02
1.232500e-01    2.472943e-02    1.232500e-01    2.473013e-02
1.232600e-01    2.485954e-02    1.232600e-01    2.485999e-02
1.232700e-01    2.498383e-02    1.232700e-01    2.498529e-02
1.232800e-01    2.510812e-02    1.232800e-01    2.510847e-02
1.232900e-01    2.522464e-02    1.232900e-01    2.522619e-02
1.233000e-01    2.533922e-02    1.233000e-01    2.533936e-02
1.233100e-01    2.544603e-02    1.233100e-01    2.544767e-02
1.233200e-01    2.554701e-02    1.233200e-01    2.554780e-02
1.233300e-01    2.564217e-02    1.233300e-01    2.564367e-02
1.233400e-01    2.573538e-02    1.233400e-01    2.573590e-02
1.233500e-01    2.582277e-02    1.233500e-01    2.582450e-02
1.233600e-01    2.590628e-02    1.233600e-01    2.590702e-02
1.233700e-01    2.598008e-02    1.233700e-01    2.598136e-02
1.233800e-01    2.604805e-02    1.233800e-01    2.604962e-02
1.233900e-01    2.610825e-02    1.233900e-01    2.611000e-02
1.234000e-01    2.616845e-02    1.234000e-01    2.616916e-02
1.234100e-01    2.622088e-02    1.234100e-01    2.622286e-02
1.234200e-01    2.626943e-02    1.234200e-01    2.626959e-02
1.234300e-01    2.630633e-02    1.234300e-01    2.630812e-02
1.234400e-01    2.633935e-02    1.234400e-01    2.633997e-02
1.234500e-01    2.636653e-02    1.234500e-01    2.636758e-02
1.234600e-01    2.638790e-02    1.234600e-01    2.638882e-02
1.234700e-01    2.640343e-02    1.234700e-01    2.640399e-02
1.234800e-01    2.641120e-02    1.234800e-01    2.641218e-02
1.234900e-01    2.641314e-02    1.234900e-01    2.641340e-02
1.235000e-01    2.640732e-02    1.235000e-01    2.640854e-02
1.235100e-01    2.639761e-02    1.235100e-01    2.639792e-02
1.235200e-01    2.638013e-02    1.235200e-01    2.638033e-02
1.235300e-01    2.635488e-02    1.235300e-01    2.635545e-02
1.235400e-01    2.632381e-02    1.235400e-01    2.632571e-02
1.235500e-01    2.629080e-02    1.235500e-01    2.629173e-02
1.235600e-01    2.625001e-02    1.235600e-01    2.625108e-02
1.235700e-01    2.620146e-02    1.235700e-01    2.620253e-02
1.235800e-01    2.614515e-02    1.235800e-01    2.614701e-02
1.235900e-01    2.608689e-02    1.235900e-01    2.608724e-02
1.236000e-01    2.602086e-02    1.236000e-01    2.602110e-02
1.236100e-01    2.594706e-02    1.236100e-01    2.594768e-02
1.236200e-01    2.586938e-02    1.236200e-01    2.586940e-02
1.236300e-01    2.578782e-02    1.236300e-01    2.578930e-02
1.236400e-01    2.570043e-02    1.236400e-01    2.570071e-02
1.236500e-01    2.560333e-02    1.236500e-01    2.560514e-02
1.236600e-01    2.550623e-02    1.236600e-01    2.550653e-02
1.236700e-01    2.540136e-02    1.236700e-01    2.540186e-02
1.236800e-01    2.529067e-02    1.236800e-01    2.529203e-02
1.236900e-01    2.517803e-02    1.236900e-01    2.517947e-02
1.237000e-01    2.506151e-02    1.237000e-01    2.506175e-02
1.237100e-01    2.493722e-02    1.237100e-01    2.493887e-02
1.237200e-01    2.480905e-02    1.237200e-01    2.480932e-02
1.237300e-01    2.467505e-02    1.237300e-01    2.467704e-02
1.237400e-01    2.454105e-02    1.237400e-01    2.454233e-02
1.237500e-01    2.440317e-02    1.237500e-01    2.440368e-02
1.237600e-01    2.425946e-02    1.237600e-01    2.426108e-02
1.237700e-01    2.411381e-02    1.237700e-01    2.411393e-02
1.237800e-01    2.396428e-02    1.237800e-01    2.396526e-02
1.237900e-01    2.381086e-02    1.237900e-01    2.381265e-02
1.238000e-01    2.365550e-02    1.238000e-01    2.365640e-02
1.238100e-01    2.349820e-02    1.238100e-01    2.349924e-02
1.238200e-01    2.333896e-02    1.238200e-01    2.333996e-02
1.238300e-01    2.317777e-02    1.238300e-01    2.317794e-02
1.238400e-01    2.301270e-02    1.238400e-01    2.301441e-02
1.238500e-01    2.284763e-02    1.238500e-01    2.284754e-02
1.238600e-01    2.267868e-02    1.238600e-01    2.268036e-02
1.238700e-01    2.250972e-02    1.238700e-01    2.251137e-02
1.238800e-01    2.234271e-02    1.238800e-01    2.234268e-02
1.238900e-01    2.217181e-02    1.238900e-01    2.217278e-02
1.239000e-01    2.200092e-02    1.239000e-01    2.200105e-02
1.239100e-01    2.183002e-02    1.239100e-01    2.183024e-02
1.239200e-01    2.165718e-02    1.239200e-01    2.165851e-02
1.239300e-01    2.148435e-02    1.239300e-01    2.148618e-02
1.239400e-01    2.131539e-02    1.239400e-01    2.131567e-02
1.239500e-01    2.114644e-02    1.239500e-01    2.114668e-02
1.239600e-01    2.097554e-02    1.239600e-01    2.097708e-02
1.239700e-01    2.080659e-02    1.239700e-01    2.080778e-02
1.239800e-01    2.064152e-02    1.239800e-01    2.064152e-02
1.239900e-01    2.047645e-02    1.239900e-01    2.047707e-02
1.240000e-01    2.031332e-02    1.240000e-01    2.031354e-02
1.240100e-01    2.015019e-02    1.240100e-01    2.015183e-02
1.240200e-01    1.999289e-02    1.240200e-01    1.999376e-02
1.240300e-01    1.983753e-02    1.240300e-01    1.983751e-02
1.240400e-01    1.968411e-02    1.240400e-01    1.968520e-02
1.240500e-01    1.953458e-02    1.240500e-01    1.953441e-02
1.240600e-01    1.938796e-02    1.240600e-01    1.938878e-02
1.240700e-01    1.924405e-02    1.240700e-01    1.924466e-02
1.240800e-01    1.910229e-02    1.240800e-01    1.910297e-02
1.240900e-01    1.896499e-02    1.240900e-01    1.896553e-02
1.241000e-01    1.883255e-02    1.241000e-01    1.883325e-02
1.241100e-01    1.870632e-02    1.241100e-01    1.870704e-02
1.241200e-01    1.858377e-02    1.241200e-01    1.858446e-02
1.241300e-01    1.846395e-02    1.241300e-01    1.846462e-02
1.241400e-01    1.834782e-02    1.241400e-01    1.834842e-02
1.241500e-01    1.823771e-02    1.241500e-01    1.823859e-02
1.241600e-01    1.813420e-02    1.241600e-01    1.813513e-02
1.241700e-01    1.803710e-02    1.241700e-01    1.803774e-02
1.241800e-01    1.794389e-02    1.241800e-01    1.794459e-02
1.241900e-01    1.785688e-02    1.241900e-01    1.785752e-02
1.242000e-01    1.777202e-02    1.242000e-01    1.777287e-02
1.242100e-01    1.769473e-02    1.242100e-01    1.769550e-02
1.242200e-01    1.762598e-02    1.242200e-01    1.762663e-02
1.242300e-01    1.756209e-02    1.242300e-01    1.756292e-02
1.242400e-01    1.750344e-02    1.242400e-01    1.750406e-02
1.242500e-01    1.745237e-02    1.242500e-01    1.745308e-02
1.242600e-01    1.740731e-02    1.242600e-01    1.740818e-02
1.242700e-01    1.736731e-02    1.242700e-01    1.736813e-02
1.242800e-01    1.733468e-02    1.242800e-01    1.733537e-02
1.242900e-01    1.730846e-02    1.242900e-01    1.730927e-02
1.243000e-01    1.728982e-02    1.243000e-01    1.729046e-02
1.243100e-01    1.727895e-02    1.243100e-01    1.727954e-02
1.243200e-01    1.727195e-02    1.243200e-01    1.727287e-02
1.243300e-01    1.727098e-02    1.243300e-01    1.727165e-02
1.243400e-01    1.727739e-02    1.243400e-01    1.727802e-02
1.243500e-01    1.729215e-02    1.243500e-01    1.729289e-02
1.243600e-01    1.731312e-02    1.243600e-01    1.731382e-02
1.243700e-01    1.734167e-02    1.243700e-01    1.734234e-02
1.243800e-01    1.737643e-02    1.243800e-01    1.737723e-02
1.243900e-01    1.741605e-02    1.243900e-01    1.741668e-02
1.244000e-01    1.746324e-02    1.244000e-01    1.746401e-02
1.244100e-01    1.751723e-02    1.244100e-01    1.751801e-02
1.244200e-01    1.757685e-02    1.244200e-01    1.757748e-02
1.244300e-01    1.764210e-02    1.244300e-01    1.764271e-02
1.244400e-01    1.771473e-02    1.244400e-01    1.771553e-02
1.244500e-01    1.779358e-02    1.244500e-01    1.779411e-02
1.244600e-01    1.787766e-02    1.244600e-01    1.787845e-02
1.244700e-01    1.796622e-02    1.244700e-01    1.796704e-02
1.244800e-01    1.806235e-02    1.244800e-01    1.806292e-02
1.244900e-01    1.816333e-02    1.244900e-01    1.816395e-02
1.245000e-01    1.827053e-02    1.245000e-01    1.827135e-02
1.245100e-01    1.838375e-02    1.245100e-01    1.838452e-02
1.245200e-01    1.850066e-02    1.245200e-01    1.850133e-02
1.245300e-01    1.862164e-02    1.245300e-01    1.862239e-02
1.245400e-01    1.874787e-02    1.245400e-01    1.874860e-02
1.245500e-01    1.887935e-02    1.245500e-01    1.888028e-02
1.245600e-01    1.901470e-02    1.245600e-01    1.901529e-02
1.245700e-01    1.915395e-02    1.245700e-01    1.915455e-02
1.245800e-01    1.929843e-02    1.245800e-01    1.929927e-02
1.245900e-01    1.944525e-02    1.245900e-01    1.944642e-02
1.246000e-01    1.959478e-02    1.246000e-01    1.959570e-02
1.246100e-01    1.974820e-02    1.246100e-01    1.974922e-02
1.246200e-01    1.990550e-02    1.246200e-01    1.990577e-02
1.246300e-01    2.006280e-02    1.246300e-01    2.006384e-02
1.246400e-01    2.022399e-02    1.246400e-01    2.022495e-02
1.246500e-01    2.038906e-02    1.246500e-01    2.038878e-02
1.246600e-01    2.055219e-02    1.246600e-01    2.055323e-02
1.246700e-01    2.071920e-02    1.246700e-01    2.072040e-02
1.246800e-01    2.088815e-02    1.246800e-01    2.088818e-02
1.246900e-01    2.105711e-02    1.246900e-01    2.105778e-02
1.247000e-01    2.122606e-02    1.247000e-01    2.122768e-02
1.247100e-01    2.139890e-02    1.247100e-01    2.139911e-02
1.247200e-01    2.156979e-02    1.247200e-01    2.157053e-02
1.247300e-01    2.174069e-02    1.247300e-01    2.174104e-02
1.247400e-01    2.190964e-02    1.247400e-01    2.191124e-02
1.247500e-01    2.208248e-02    1.247500e-01    2.208358e-02
1.247600e-01    2.225338e-02    1.247600e-01    2.225348e-02
1.247700e-01    2.241845e-02    1.247700e-01    2.241974e-02
1.247800e-01    2.258546e-02    1.247800e-01    2.258570e-02
1.247900e-01    2.275053e-02    1.247900e-01    2.275136e-02
1.248000e-01    2.291366e-02    1.248000e-01    2.291489e-02
1.248100e-01    2.307679e-02    1.248100e-01    2.307691e-02
1.248200e-01    2.323409e-02    1.248200e-01    2.323468e-02
1.248300e-01    2.338751e-02    1.248300e-01    2.338789e-02
1.248400e-01    2.354092e-02    1.248400e-01    2.354172e-02
1.248500e-01    2.369046e-02    1.248500e-01    2.369220e-02
1.248600e-01    2.383611e-02    1.248600e-01    2.383692e-02
1.248700e-01    2.397787e-02    1.248700e-01    2.397952e-02
1.248800e-01    2.411770e-02    1.248800e-01    2.411969e-02
1.248900e-01    2.425364e-02    1.248900e-01    2.425501e-02
1.249000e-01    2.438375e-02    1.249000e-01    2.438395e-02
1.249100e-01    2.450804e-02    1.249100e-01    2.450835e-02
1.249200e-01    2.462844e-02    1.249200e-01    2.462880e-02
1.249300e-01    2.474496e-02    1.249300e-01    2.474621e-02
1.249400e-01    2.485760e-02    1.249400e-01    2.485847e-02
1.249500e-01    2.496247e-02    1.249500e-01    2.496284e-02
1.249600e-01    2.505957e-02    1.249600e-01    2.506145e-02
1.249700e-01    2.515473e-02    1.249700e-01    2.515580e-02
1.249800e-01    2.524406e-02    1.249800e-01    2.524591e-02
1.249900e-01    2.532756e-02    1.249900e-01    2.532935e-02
1.250000e-01    2.540524e-02    1.250000e-01    2.540611e-02
1.250100e-01    2.547516e-02    1.250100e-01    2.547680e-02
1.250200e-01    2.553924e-02    1.250200e-01    2.554052e-02
1.250300e-01    2.559750e-02    1.250300e-01    2.559786e-02
1.250400e-01    2.564799e-02    1.250400e-01    2.565004e-02
1.250500e-01    2.569460e-02    1.250500e-01    2.569586e-02
1.250600e-01    2.573344e-02    1.250600e-01    2.573378e-02
1.250700e-01    2.576257e-02    1.250700e-01    2.576412e-02
1.250800e-01    2.578976e-02    1.250800e-01    2.578991e-02
1.250900e-01    2.580918e-02    1.250900e-01    2.581024e-02
1.251000e-01    2.582083e-02    1.251000e-01    2.582146e-02
1.251100e-01    2.582666e-02    1.251100e-01    2.582723e-02
1.251200e-01    2.582472e-02    1.251200e-01    2.582601e-02
1.251300e-01    2.581695e-02    1.251300e-01    2.581722e-02
1.251400e-01    2.580141e-02    1.251400e-01    2.580174e-02
1.251500e-01    2.578005e-02    1.251500e-01    2.578202e-02
1.251600e-01    2.575286e-02    1.251600e-01    2.575350e-02
1.251700e-01    2.571596e-02    1.251700e-01    2.571770e-02
1.251800e-01    2.567324e-02    1.251800e-01    2.567522e-02
1.251900e-01    2.562857e-02    1.251900e-01    2.562971e-02
1.252000e-01    2.557614e-02    1.252000e-01    2.557723e-02
1.252100e-01    2.551594e-02    1.252100e-01    2.551776e-02
1.252200e-01    2.545185e-02    1.252200e-01    2.545223e-02
1.252300e-01    2.537806e-02    1.252300e-01    2.538002e-02
1.252400e-01    2.530038e-02    1.252400e-01    2.530083e-02
1.252500e-01    2.521687e-02    1.252500e-01    2.521770e-02
1.252600e-01    2.512754e-02    1.252600e-01    2.512850e-02
1.252700e-01    2.503432e-02    1.252700e-01    2.503475e-02
1.252800e-01    2.493528e-02    1.252800e-01    2.493614e-02
1.252900e-01    2.482847e-02    1.252900e-01    2.482965e-02
1.253000e-01    2.471778e-02    1.253000e-01    2.471830e-02
1.253100e-01    2.460320e-02    1.253100e-01    2.460331e-02
1.253200e-01    2.448474e-02    1.253200e-01    2.448529e-02
1.253300e-01    2.436045e-02    1.253300e-01    2.436120e-02
1.253400e-01    2.423228e-02    1.253400e-01    2.423286e-02
1.253500e-01    2.410022e-02    1.253500e-01    2.410179e-02
1.253600e-01    2.396428e-02    1.253600e-01    2.396587e-02
1.253700e-01    2.382446e-02    1.253700e-01    2.382631e-02
1.253800e-01    2.368269e-02    1.253800e-01    2.368340e-02
1.253900e-01    2.353704e-02    1.253900e-01    2.353747e-02
1.254000e-01    2.338751e-02    1.254000e-01    2.338789e-02
1.254100e-01    2.323603e-02    1.254100e-01    2.323680e-02
1.254200e-01    2.308261e-02    1.254200e-01    2.308328e-02
1.254300e-01    2.292531e-02    1.254300e-01    2.292612e-02
1.254400e-01    2.276607e-02    1.254400e-01    2.276653e-02
1.254500e-01    2.260488e-02    1.254500e-01    2.260542e-02
1.254600e-01    2.244175e-02    1.254600e-01    2.244371e-02
1.254700e-01    2.227862e-02    1.254700e-01    2.228018e-02
1.254800e-01    2.211550e-02    1.254800e-01    2.211604e-02
1.254900e-01    2.195043e-02    1.254900e-01    2.195129e-02
1.255000e-01    2.178536e-02    1.255000e-01    2.178533e-02
1.255100e-01    2.161640e-02    1.255100e-01    2.161816e-02
1.255200e-01    2.145133e-02    1.255200e-01    2.145129e-02
1.255300e-01    2.128432e-02    1.255300e-01    2.128503e-02
1.255400e-01    2.111925e-02    1.255400e-01    2.111967e-02
1.255500e-01    2.095224e-02    1.255500e-01    2.095341e-02
1.255600e-01    2.078717e-02    1.255600e-01    2.078897e-02
1.255700e-01    2.062404e-02    1.255700e-01    2.062574e-02
1.255800e-01    2.046091e-02    1.255800e-01    2.046251e-02
1.255900e-01    2.029973e-02    1.255900e-01    2.029989e-02
1.256000e-01    2.013854e-02    1.256000e-01    2.014000e-02
1.256100e-01    1.998318e-02    1.256100e-01    1.998374e-02
1.256200e-01    1.982782e-02    1.256200e-01    1.982810e-02
1.256300e-01    1.967246e-02    1.256300e-01    1.967367e-02
1.256400e-01    1.952098e-02    1.256400e-01    1.952197e-02
1.256500e-01    1.937145e-02    1.256500e-01    1.937239e-02
1.256600e-01    1.922619e-02    1.256600e-01    1.922706e-02
1.256700e-01    1.908326e-02    1.256700e-01    1.908416e-02
1.256800e-01    1.894440e-02    1.256800e-01    1.894521e-02
1.256900e-01    1.880827e-02    1.256900e-01    1.880898e-02
1.257000e-01    1.867583e-02    1.257000e-01    1.867670e-02
1.257100e-01    1.854707e-02    1.257100e-01    1.854775e-02
1.257200e-01    1.842181e-02    1.257200e-01    1.842245e-02
1.257300e-01    1.830063e-02    1.257300e-01    1.830139e-02
1.257400e-01    1.818392e-02    1.257400e-01    1.818489e-02
1.257500e-01    1.807283e-02    1.257500e-01    1.807354e-02
1.257600e-01    1.796428e-02    1.257600e-01    1.796492e-02
1.257700e-01    1.786057e-02    1.257700e-01    1.786146e-02
1.257800e-01    1.776250e-02    1.257800e-01    1.776316e-02
1.257900e-01    1.766851e-02    1.257900e-01    1.766911e-02
1.258000e-01    1.757762e-02    1.258000e-01    1.757839e-02
1.258100e-01    1.749470e-02    1.258100e-01    1.749526e-02
1.258200e-01    1.741819e-02    1.258200e-01    1.741880e-02
1.258300e-01    1.734497e-02    1.258300e-01    1.734568e-02
1.258400e-01    1.727603e-02    1.258400e-01    1.727681e-02
1.258500e-01    1.721136e-02    1.258500e-01    1.721219e-02
1.258600e-01    1.715427e-02    1.258600e-01    1.715484e-02
1.258700e-01    1.710164e-02    1.258700e-01    1.710235e-02
1.258800e-01    1.705756e-02    1.258800e-01    1.705806e-02
1.258900e-01    1.701755e-02    1.258900e-01    1.701831e-02
1.259000e-01    1.698162e-02    1.259000e-01    1.698221e-02
1.259100e-01    1.695191e-02    1.259100e-01    1.695247e-02
1.259200e-01    1.692861e-02    1.259200e-01    1.692942e-02
1.259300e-01    1.691191e-02    1.259300e-01    1.691243e-02
1.259400e-01    1.690045e-02    1.259400e-01    1.690120e-02
1.259500e-01    1.689521e-02    1.259500e-01    1.689574e-02
1.259600e-01    1.689385e-02    1.259600e-01    1.689453e-02
1.259700e-01    1.689831e-02    1.259700e-01    1.689908e-02
1.259800e-01    1.690938e-02    1.259800e-01    1.691000e-02
1.259900e-01    1.692628e-02    1.259900e-01    1.692699e-02
1.260000e-01    1.694861e-02    1.260000e-01    1.694914e-02
1.260100e-01    1.697774e-02    1.260100e-01    1.697826e-02
1.260200e-01    1.701173e-02    1.260200e-01    1.701224e-02
1.260300e-01    1.704998e-02    1.260300e-01    1.705078e-02
1.260400e-01    1.709504e-02    1.260400e-01    1.709568e-02
1.260500e-01    1.714475e-02    1.260500e-01    1.714544e-02
1.260600e-01    1.719952e-02    1.260600e-01    1.720005e-02
1.260700e-01    1.726127e-02    1.260700e-01    1.726194e-02
1.260800e-01    1.732827e-02    1.260800e-01    1.732899e-02
1.260900e-01    1.740032e-02    1.260900e-01    1.740090e-02
1.261000e-01    1.747742e-02    1.261000e-01    1.747796e-02
1.261100e-01    1.755898e-02    1.261100e-01    1.755958e-02
1.261200e-01    1.764424e-02    1.261200e-01    1.764483e-02
1.261300e-01    1.773493e-02    1.261300e-01    1.773555e-02
1.261400e-01    1.783028e-02    1.261400e-01    1.783112e-02
1.261500e-01    1.792990e-02    1.261500e-01    1.793064e-02
1.261600e-01    1.803497e-02    1.261600e-01    1.803561e-02
1.261700e-01    1.814411e-02    1.261700e-01    1.814484e-02
1.261800e-01    1.825519e-02    1.261800e-01    1.825588e-02
1.261900e-01    1.837074e-02    1.261900e-01    1.837148e-02
1.262000e-01    1.849095e-02    1.262000e-01    1.849162e-02
1.262100e-01    1.861485e-02    1.262100e-01    1.861571e-02
1.262200e-01    1.874147e-02    1.262200e-01    1.874223e-02
