time [ns]	Wlong [V/pC]	Wxdip [V/(pC mm)]	Wydip [V/(pC mm)]	Wxquad [V/(pC mm)]	Wyquad [V/(pC mm)]
1.711999999999999966e+00	1.311853229095574285e-11	-4.110653336494116004e-16	8.329239777390722917e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.713000000000000078e+00	1.292308064854760198e-11	-4.186071083903729468e-16	8.435272581482459293e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.713999999999999968e+00	1.281376404856456904e-11	-4.264369247058239024e-16	8.492306869688971481e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.715000000000000080e+00	1.270444744998867695e-11	-4.342667410252148732e-16	8.549341157090589165e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.715999999999999970e+00	1.285468099910315091e-11	-4.428229775800033853e-16	8.457910935559139472e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.717000000000000082e+00	1.300491454821766849e-11	-4.513792141347940175e-16	8.366480714027672522e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.717999999999999972e+00	1.331343919531111075e-11	-4.600633663046056526e-16	8.212506194307404137e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.719000000000000083e+00	1.378025493695087849e-11	-4.688754340866680577e-16	7.995987377754621639e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.719999999999999973e+00	1.424707068042246677e-11	-4.776875018647141747e-16	7.779468561002327590e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.721000000000000085e+00	1.505179437971613323e-11	-4.857590582700582091e-16	7.526140096938820662e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.721999999999999975e+00	1.585651807900962682e-11	-4.938306146754004687e-16	7.272811632875366735e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.723000000000000087e+00	1.682211181098289455e-11	-5.009612887324537849e-16	7.054669294413518440e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.723999999999999977e+00	1.794857557214694352e-11	-5.071510804616184952e-16	6.871713080790326490e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.725000000000000089e+00	1.907503933477571286e-11	-5.133408721761341571e-16	6.688756867922963126e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.725999999999999979e+00	2.047162914990224405e-11	-5.168283917477045256e-16	6.645219638714445348e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.727000000000000091e+00	2.186821896502905312e-11	-5.203159113192756829e-16	6.601682409505917709e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.727999999999999980e+00	2.335916919903078591e-11	-5.223532609491144507e-16	6.625430937503105390e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.729000000000000092e+00	2.494447984986181183e-11	-5.229404406686691634e-16	6.716465221246902912e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.729999999999999982e+00	2.652979050115978444e-11	-5.235276203747031947e-16	6.807499505323815440e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.731000000000000094e+00	2.820129252646838688e-11	-5.216208208427276154e-16	6.959982655507993103e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.731999999999999984e+00	2.987279455177664358e-11	-5.197140213107525291e-16	7.112465805692136253e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.733000000000000096e+00	3.153095415940826487e-11	-5.169090885105719574e-16	7.246683834663059411e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.733999999999999986e+00	3.317577134965193678e-11	-5.132060224616635662e-16	7.362636742816795405e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.735000000000000098e+00	3.482058853914702962e-11	-5.095029564061058664e-16	7.478589650410734746e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.735999999999999988e+00	3.632727084240594424e-11	-5.045735426280666237e-16	7.491284053049501800e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.737000000000000099e+00	3.783395314566548570e-11	-4.996441288500252116e-16	7.503978455688272552e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.737999999999999989e+00	3.922233306158440183e-11	-4.941817824992884968e-16	7.465619245759194411e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.739000000000000101e+00	4.049241059272993167e-11	-4.881865035874071779e-16	7.376206424369359702e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.739999999999999991e+00	4.176248812218367683e-11	-4.821912246684749215e-16	7.286793602780688904e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.741000000000000103e+00	4.272061716026675063e-11	-4.748949558207510086e-16	7.160698395528201415e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.741999999999999993e+00	4.367874619834966288e-11	-4.675986869730285747e-16	7.034603188275739811e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.743000000000000105e+00	4.445864007240076438e-11	-4.594823578730736147e-16	6.934349669534125048e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.743999999999999995e+00	4.506029878628508238e-11	-4.505459685386736600e-16	6.859937838742979921e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.745000000000000107e+00	4.566195749818678416e-11	-4.416095791950786932e-16	6.785526008538230850e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.745999999999999996e+00	4.589790250326165593e-11	-4.309774981679348501e-16	6.819277497036768306e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.747000000000000108e+00	4.613384750833657939e-11	-4.203454171407888377e-16	6.853028985535310693e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.747999999999999998e+00	4.620033435712317556e-11	-4.091013652694153087e-16	6.934973791137173924e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.749000000000000110e+00	4.609736305329644634e-11	-3.972453425670808823e-16	7.065111912797261514e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.750000000000000000e+00	4.599439174795661637e-11	-3.853893198632136992e-16	7.195250034564167033e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.750999999999999890e+00	4.561233549968346016e-11	-3.732501037226142320e-16	7.345095508497859000e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.752000000000000002e+00	4.523027925141036211e-11	-3.611108875820173779e-16	7.494940982431520153e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.752999999999999892e+00	4.475188146587442897e-11	-3.493625775440161710e-16	7.604573507224800047e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.754000000000000004e+00	4.417714214516509311e-11	-3.380051736001385410e-16	7.673993083749703064e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.754999999999999893e+00	4.360240282397334940e-11	-3.266477696645096350e-16	7.743412659472011600e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.756000000000000005e+00	4.293870042245575181e-11	-3.168122803208206073e-16	7.664791797792770958e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.756999999999999895e+00	4.227499802093801204e-11	-3.069767909771295582e-16	7.586170936113515524e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.758000000000000007e+00	4.162178963999319375e-11	-2.979556162324662494e-16	7.435251011785981967e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.758999999999999897e+00	4.097907527939344745e-11	-2.897487560691676909e-16	7.212032026378006682e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.760000000000000009e+00	4.033636091947363715e-11	-2.815418959118496841e-16	6.988813040585125207e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.760999999999999899e+00	3.981903840543386437e-11	-2.744378564304961772e-16	6.694590388944140162e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.762000000000000011e+00	3.930171589139418207e-11	-2.673338169491441987e-16	6.400367737303215513e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.762999999999999901e+00	3.889089005854685269e-11	-2.603553582954285194e-16	6.122609924459382105e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.764000000000000012e+00	3.858656090458258184e-11	-2.535024804666289004e-16	5.861316950055697635e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.764999999999999902e+00	3.828223175210495488e-11	-2.466496026351878300e-16	5.600023976254813830e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.766000000000000014e+00	3.825212609441194893e-11	-2.393097907806983897e-16	5.449927392847866376e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.766999999999999904e+00	3.822202043671893005e-11	-2.319699789262074704e-16	5.299830809440888107e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.768000000000000016e+00	3.834300984621344274e-11	-2.242388825269544653e-16	5.211447199301768361e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.768999999999999906e+00	3.861509431961885011e-11	-2.161165015914216259e-16	5.184776561092153458e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.770000000000000018e+00	3.888717879461480301e-11	-2.079941206526808344e-16	5.158105923248874466e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.770999999999999908e+00	3.945265981542646033e-11	-1.992796903693587397e-16	5.199007159623044829e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.772000000000000020e+00	4.001814083623798840e-11	-1.905652600860384693e-16	5.239908395997208413e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.772999999999999909e+00	4.070767879327034145e-11	-1.817686192059518367e-16	5.271067481991096180e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.774000000000000021e+00	4.152127368383294653e-11	-1.728897677308850941e-16	5.292484417815961999e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.774999999999999911e+00	4.233486857531940250e-11	-1.640109162564684961e-16	5.313901353187312916e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.776000000000000023e+00	4.331883291312238068e-11	-1.552523078347455442e-16	5.251667103462541998e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.776999999999999913e+00	4.430279725092555920e-11	-1.464936994130206941e-16	5.189432853737758138e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.778000000000000025e+00	4.532053775377300360e-11	-1.377284341679985918e-16	5.084648944911152856e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.778999999999999915e+00	4.637205442093268490e-11	-1.289565120998198764e-16	4.937315377905424090e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.780000000000000027e+00	4.742357108781931905e-11	-1.201845900285913015e-16	4.789981810783899788e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.780999999999999917e+00	4.842476375758563182e-11	-1.108497884317898479e-16	4.621283966412524724e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.782000000000000028e+00	4.942595642735174427e-11	-1.015149868349902186e-16	4.452586122041183556e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.782999999999999918e+00	5.034133581363984605e-11	-9.156031891521345134e-17	4.319477777085973220e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.784000000000000030e+00	5.117090191831048607e-11	-8.098578468590598847e-17	4.221958930775166499e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.784999999999999920e+00	5.200046802144020494e-11	-7.041125044776166877e-17	4.124440085213995808e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.786000000000000032e+00	5.254576078457168340e-11	-5.820763710294824354e-17	4.165193300680487777e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.786999999999999922e+00	5.309105354770325879e-11	-4.600402375813229766e-17	4.205946516146987757e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.788000000000000034e+00	5.344787123403759608e-11	-3.308637712150222428e-17	4.316237349193866799e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.788999999999999924e+00	5.361621384766212425e-11	-1.945469720853735717e-17	4.496065798313165513e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.790000000000000036e+00	5.378455645889978399e-11	-5.823017292188822204e-18	4.675894247810935037e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.790999999999999925e+00	5.351264852844036144e-11	8.433296404511035005e-18	4.925538648538742591e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.792000000000000037e+00	5.324074059798100351e-11	2.268961010120794631e-17	5.175183049266500225e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.792999999999999927e+00	5.273502111054300036e-11	3.670302155794523604e-17	5.407932893668225022e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.794000000000000039e+00	5.199549007119713716e-11	5.047353077998482367e-17	5.623788182110210368e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.794999999999999929e+00	5.125595902937863077e-11	6.424403999413294263e-17	5.839643469919491058e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.796000000000000041e+00	5.006039760220853635e-11	7.655850330952944702e-17	5.938793062346742076e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.796999999999999931e+00	4.886483617503822220e-11	8.887296662492850289e-17	6.037942654774014049e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.798000000000000043e+00	4.746614817628299167e-11	1.002239963194679417e-16	6.069214322034973081e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.798999999999999932e+00	4.586433361034733595e-11	1.106115924140456625e-16	6.032608065601648413e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.800000000000000044e+00	4.426251904266188303e-11	1.209991884987819367e-16	5.996001808713329728e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.800999999999999934e+00	4.233789472109878818e-11	1.295719397708533595e-16	5.875470308053798443e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.802000000000000046e+00	4.041327039953611985e-11	1.381446910429230321e-16	5.754938807394293041e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.802999999999999936e+00	3.838189614888333693e-11	1.460462098068659394e-16	5.637446405789832964e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.804000000000000048e+00	3.624377197145633189e-11	1.532764960772355299e-16	5.522993103174561268e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.804999999999999938e+00	3.410564779354843119e-11	1.605067823427519988e-16	5.408539800998201302e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.806000000000000050e+00	3.187890444240323459e-11	1.668416467409798682e-16	5.375047685538687047e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.806999999999999940e+00	2.965216109125755978e-11	1.731765111392090936e-16	5.341555570079168478e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.808000000000000052e+00	2.744545466524665546e-11	1.791159263387105973e-16	5.356867979809383503e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.808999999999999941e+00	2.525878516393508858e-11	1.846598923480625760e-16	5.420984913670954423e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.810000000000000053e+00	2.307211566349431347e-11	1.902038583514983691e-16	5.485101847791564460e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.810999999999999943e+00	2.104598057177289528e-11	1.946567973074664921e-16	5.597000821968757728e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.812000000000000055e+00	1.901984548005189714e-11	1.991097362634337522e-16	5.708899796145931273e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.812999999999999945e+00	1.712452591819843553e-11	2.027782267572592187e-16	5.802095782658297091e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.814000000000000057e+00	1.536002188337635368e-11	2.056622688059532964e-16	5.876588781911424595e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.814999999999999947e+00	1.359551785036605588e-11	2.085463108446393176e-16	5.951081780591378091e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.816000000000000059e+00	1.216526109124855153e-11	2.095842788120336692e-16	5.919851023308909761e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.816999999999999948e+00	1.073500433213103588e-11	2.106222467794279715e-16	5.888620266026441431e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.818000000000000060e+00	9.490834477250742714e-12	2.108494247683861434e-16	5.800279661222910877e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.818999999999999950e+00	8.432751522572725392e-12	2.102658127964907114e-16	5.654829210136829720e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.820000000000000062e+00	7.374668569915116104e-12	2.096822008199353547e-16	5.509378758756502212e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.820999999999999952e+00	6.689287908784541040e-12	2.082390672409255583e-16	5.309660231344820503e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.822000000000000064e+00	6.003907247653826228e-12	2.067959336619155155e-16	5.109941703933096268e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.822999999999999954e+00	5.486957401904495302e-12	2.054396600156729686e-16	4.931790444788363642e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.824000000000000066e+00	5.138438367883850347e-12	2.041702463003136250e-16	4.775206453442854607e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.824999999999999956e+00	4.789919335323110511e-12	2.029008325906223948e-16	4.618622462774246160e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.826000000000000068e+00	4.710675152979985511e-12	2.026768625017130556e-16	4.586891214605492314e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.826999999999999957e+00	4.631430970636877475e-12	2.024528924128038890e-16	4.555159966436744014e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.828000000000000069e+00	4.641013484601805739e-12	2.029234535303401982e-16	4.596340963331646140e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.828999999999999959e+00	4.739422692948490415e-12	2.040885458392605084e-16	4.710434203709023150e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.830000000000000071e+00	4.837831901685435511e-12	2.052536381541502771e-16	4.824527444599649088e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.830999999999999961e+00	5.008223226841296858e-12	2.075197893091105962e-16	5.033288741717558345e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.832000000000000073e+00	5.178614551997194555e-12	2.097859404640714576e-16	5.242050038835511975e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.832999999999999963e+00	5.330745948912402255e-12	2.122475429955116341e-16	5.450825460508949803e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.834000000000000075e+00	5.464617417982980336e-12	2.149045968991941786e-16	5.659615006737693103e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.834999999999999964e+00	5.598488886313163915e-12	2.175616508010138033e-16	5.868404552500546861e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.836000000000000076e+00	5.595805060723720249e-12	2.198752779606518720e-16	5.991276986685939970e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.836999999999999966e+00	5.593121235134279007e-12	2.221889051202894722e-16	6.114149420871307194e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.838000000000000078e+00	5.481485874267484658e-12	2.241314882995528634e-16	6.178386646737260361e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.838999999999999968e+00	5.260898980486174583e-12	2.257030275064880324e-16	6.183988665555374224e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.840000000000000080e+00	5.040312085227705727e-12	2.272745667097252186e-16	6.189590683937456315e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.840999999999999970e+00	4.547272786587272699e-12	2.281639784585252310e-16	6.114767221496693390e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.842000000000000082e+00	4.054233487946737082e-12	2.290533902073254407e-16	6.039943759055910744e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.842999999999999972e+00	3.413688215901148116e-12	2.297752108748905583e-16	5.964422794188360080e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.844000000000000083e+00	2.625636973649081560e-12	2.303294404648552110e-16	5.888204326909136990e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.844999999999999973e+00	1.837585729858478048e-12	2.308836700545340989e-16	5.811985860007587221e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.846000000000000085e+00	7.657225870927661930e-13	2.313852188105145771e-16	5.805426343546207465e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.846999999999999975e+00	-3.061405556727240236e-13	2.318867675664950061e-16	5.798866827084828940e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.848000000000000087e+00	-1.498328455470902144e-12	2.323150736687288830e-16	5.836162115562863616e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.848999999999999977e+00	-2.810841109691937908e-12	2.326701371188046287e-16	5.917312208029270645e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.850000000000000089e+00	-4.123353764838512642e-12	2.330252005651239667e-16	5.998462300707578040e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.850999999999999979e+00	-5.606531174162800943e-12	2.326873751992841321e-16	6.118694121305841819e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.852000000000000091e+00	-7.089708583487397822e-12	2.323495498334442482e-16	6.238925941904131483e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.852999999999999980e+00	-8.613771698725766365e-12	2.312746584636450775e-16	6.333921077428977311e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.854000000000000092e+00	-1.017872051899187982e-11	2.294627011058704209e-16	6.403679528427705792e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.854999999999999982e+00	-1.174366933916985976e-11	2.276507437367531771e-16	6.473437978719130492e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.856000000000000094e+00	-1.329242202236857851e-11	2.237465872861109266e-16	6.412737164227822929e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.856999999999999984e+00	-1.484117470556698060e-11	2.198424308354694403e-16	6.352036349736531390e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.858000000000000096e+00	-1.633366193873198011e-11	2.148430898656662492e-16	6.214031855802584406e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.858999999999999986e+00	-1.776988372308315144e-11	2.087485644004532401e-16	5.998723684102437126e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.860000000000000098e+00	-1.920610550636771862e-11	2.026540389262615887e-16	5.783415511819502828e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.860999999999999988e+00	-2.044554042955469029e-11	1.949036425412088184e-16	5.460621488737117803e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.862000000000000099e+00	-2.168497535274192369e-11	1.871532461561542977e-16	5.137827465654666219e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.862999999999999989e+00	-2.279447004722863146e-11	1.790590375910679473e-16	4.808295278660415074e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.864000000000000101e+00	-2.377402451583256558e-11	1.706210168534073131e-16	4.472024927900558784e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.864999999999999991e+00	-2.475357898283696503e-11	1.621829961174263116e-16	4.135754577558185558e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.866000000000000103e+00	-2.543808760471539411e-11	1.540547853188292133e-16	3.876490867160149105e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.866999999999999993e+00	-2.612259622659354853e-11	1.459265745202354677e-16	3.617227156762223586e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.868000000000000105e+00	-2.665783216087251584e-11	1.382711942457740903e-16	3.416022589134541802e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.868999999999999995e+00	-2.704379541078946412e-11	1.310886444851912208e-16	3.272877163018025667e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.870000000000000107e+00	-2.742975865924237380e-11	1.239060947303031381e-16	3.129731737365548331e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.870999999999999996e+00	-2.754566001134599377e-11	1.177744477250085726e-16	3.072185584623380536e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.872000000000000108e+00	-2.766156136344962990e-11	1.116428007197140317e-16	3.014639431881213357e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.872999999999999998e+00	-2.767109626281203345e-11	1.058897004077076208e-16	2.960469669419641612e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.874000000000000110e+00	-2.757426471173985250e-11	1.005151467807779881e-16	2.909676297165425730e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.875000000000000000e+00	-2.747743315994757204e-11	9.514059315603545990e-17	2.858882924519496036e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.875999999999999890e+00	-2.724777850651024422e-11	9.016902498851367681e-17	2.735837160052493189e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.877000000000000002e+00	-2.701812385307292609e-11	8.519745682099189372e-17	2.612791395585490958e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.877999999999999892e+00	-2.676893431005246464e-11	8.038822377446193330e-17	2.437560880313926977e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.879000000000000004e+00	-2.650020987787269301e-11	7.574132584540744806e-17	2.210145615369589229e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.879999999999999893e+00	-2.623148544600861033e-11	7.109442791988480404e-17	1.982730350041283296e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.881000000000000005e+00	-2.602099225664340119e-11	6.709899631490542079e-17	1.684489714981620637e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.881999999999999895e+00	-2.581049906727810803e-11	6.310356470992439819e-17	1.386249079921835026e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.883000000000000007e+00	-2.567415803728350830e-11	5.972101397614485310e-17	1.092086564722714075e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.883999999999999897e+00	-2.561196916505144980e-11	5.695134410027406020e-17	8.020021692956961287e-18	0.000000000000000000e+00	0.000000000000000000e+00
1.885000000000000009e+00	-2.554978029401764965e-11	5.418167423358213847e-17	5.119177743304164199e-18	0.000000000000000000e+00	0.000000000000000000e+00
1.885999999999999899e+00	-2.570861717458974583e-11	5.310509918430810139e-17	3.070038725246404328e-18	0.000000000000000000e+00	0.000000000000000000e+00
1.887000000000000011e+00	-2.586745405516179354e-11	5.202852413503450804e-17	1.020899707189493022e-18	0.000000000000000000e+00	0.000000000000000000e+00
1.887999999999999901e+00	-2.616028669799721874e-11	5.180715408949223655e-17	-4.625611374053724268e-19	0.000000000000000000e+00	0.000000000000000000e+00
1.889000000000000012e+00	-2.658711510019020379e-11	5.244098902913513005e-17	-1.380343820805598860e-18	0.000000000000000000e+00	0.000000000000000000e+00
1.889999999999999902e+00	-2.701394350391994178e-11	5.307482397502524725e-17	-2.298126500267902528e-18	0.000000000000000000e+00	0.000000000000000000e+00
1.891000000000000014e+00	-2.772418226308221156e-11	5.486086049595733035e-17	-2.489520499499509097e-18	0.000000000000000000e+00	0.000000000000000000e+00
1.891999999999999904e+00	-2.843442102224447489e-11	5.664689701688942578e-17	-2.680914498731117977e-18	0.000000000000000000e+00	0.000000000000000000e+00
1.893000000000000016e+00	-2.927702459690030486e-11	5.853057564614099786e-17	-2.955308168469912153e-18	0.000000000000000000e+00	0.000000000000000000e+00
1.893999999999999906e+00	-3.025199298417958830e-11	6.051189638159536023e-17	-3.312701506916078508e-18	0.000000000000000000e+00	0.000000000000000000e+00
1.895000000000000018e+00	-3.122696137261283394e-11	6.249321711288792666e-17	-3.670094851147938713e-18	0.000000000000000000e+00	0.000000000000000000e+00
1.895999999999999908e+00	-3.241485858362331130e-11	6.370701579351632977e-17	-5.094721639743189373e-18	0.000000000000000000e+00	0.000000000000000000e+00
1.897000000000000020e+00	-3.360275579463378865e-11	6.492081447414473288e-17	-6.519348428338430788e-18	0.000000000000000000e+00	0.000000000000000000e+00
1.897999999999999909e+00	-3.485687781376122582e-11	6.546637801066722682e-17	-8.688306273291240576e-18	0.000000000000000000e+00	0.000000000000000000e+00
1.899000000000000021e+00	-3.617722463956846757e-11	6.534370641757432361e-17	-1.160159515845875898e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.899999999999999911e+00	-3.749757146554250900e-11	6.522103481733508015e-17	-1.451488405017814006e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.901000000000000023e+00	-3.884868708041688197e-11	6.378017548921556981e-17	-1.863670839274524343e-17	0.000000000000000000e+00	0.000000000000000000e+00
1.901999999999999913e+00	-4.019980269529180424e-11	6.233931616109545549e-17	-2.275853273531402621e-17	0.000000000000000000e+00	0.000000000000000000e+00
