# Frequency [GHz]	Re(Z) [Ohm/m]	Im(Z) [Ohm/m]	|Z| [Ohm/m]
4.162679e+00	-2.804970e-02	1.685869e-03	2.810032e-02
4.167677e+00	-2.796910e-02	2.190528e-03	2.805475e-02
4.172674e+00	-2.787806e-02	2.692947e-03	2.800782e-02
4.177671e+00	-2.777664e-02	3.192911e-03	2.795955e-02
4.182668e+00	-2.766491e-02	3.690207e-03	2.790994e-02
4.187665e+00	-2.754294e-02	4.184621e-03	2.785901e-02
4.192663e+00	-2.741081e-02	4.675945e-03	2.780678e-02
4.197660e+00	-2.726859e-02	5.163968e-03	2.775324e-02
4.202657e+00	-2.711637e-02	5.648486e-03	2.769843e-02
4.207654e+00	-2.695424e-02	6.129293e-03	2.764234e-02
4.212651e+00	-2.678228e-02	6.606188e-03	2.758500e-02
4.217649e+00	-2.660061e-02	7.078970e-03	2.752643e-02
4.222646e+00	-2.640930e-02	7.547441e-03	2.746662e-02
4.227643e+00	-2.620848e-02	8.011407e-03	2.740560e-02
4.232640e+00	-2.599825e-02	8.470674e-03	2.734339e-02
4.237638e+00	-2.577871e-02	8.925052e-03	2.728000e-02
4.242635e+00	-2.554999e-02	9.374353e-03	2.721545e-02
4.247632e+00	-2.531221e-02	9.818392e-03	2.714975e-02
4.252629e+00	-2.506548e-02	1.025699e-02	2.708291e-02
4.257626e+00	-2.480994e-02	1.068996e-02	2.701496e-02
4.262624e+00	-2.454571e-02	1.111713e-02	2.694592e-02
4.267621e+00	-2.427293e-02	1.153833e-02	2.687579e-02
4.272618e+00	-2.399174e-02	1.195338e-02	2.680461e-02
4.277615e+00	-2.370227e-02	1.236212e-02	2.673237e-02
4.282612e+00	-2.340468e-02	1.276438e-02	2.665912e-02
4.287610e+00	-2.309910e-02	1.316001e-02	2.658485e-02
4.292607e+00	-2.278569e-02	1.354885e-02	2.650960e-02
4.297604e+00	-2.246460e-02	1.393073e-02	2.643338e-02
4.302601e+00	-2.213599e-02	1.430551e-02	2.635620e-02
4.307599e+00	-2.180001e-02	1.467305e-02	2.627810e-02
4.312596e+00	-2.145683e-02	1.503319e-02	2.619909e-02
4.317593e+00	-2.110661e-02	1.538580e-02	2.611919e-02
4.322590e+00	-2.074953e-02	1.573075e-02	2.603842e-02
4.327587e+00	-2.038574e-02	1.606789e-02	2.595680e-02
4.332585e+00	-2.001543e-02	1.639710e-02	2.587435e-02
4.337582e+00	-1.963876e-02	1.671825e-02	2.579110e-02
4.342579e+00	-1.925592e-02	1.703123e-02	2.570707e-02
4.347576e+00	-1.886709e-02	1.733590e-02	2.562227e-02
4.352573e+00	-1.847244e-02	1.763217e-02	2.553673e-02
4.357571e+00	-1.807216e-02	1.791992e-02	2.545047e-02
4.362568e+00	-1.766644e-02	1.819904e-02	2.536352e-02
4.367565e+00	-1.725547e-02	1.846944e-02	2.527590e-02
4.372562e+00	-1.683942e-02	1.873100e-02	2.518763e-02
4.377560e+00	-1.641851e-02	1.898365e-02	2.509873e-02
4.382557e+00	-1.599291e-02	1.922729e-02	2.500924e-02
4.387554e+00	-1.556283e-02	1.946183e-02	2.491916e-02
4.392551e+00	-1.512846e-02	1.968720e-02	2.482853e-02
4.397548e+00	-1.468999e-02	1.990331e-02	2.473737e-02
4.402546e+00	-1.424763e-02	2.011010e-02	2.464571e-02
4.407543e+00	-1.380158e-02	2.030749e-02	2.455357e-02
4.412540e+00	-1.335204e-02	2.049542e-02	2.446097e-02
4.417537e+00	-1.289921e-02	2.067383e-02	2.436795e-02
4.422534e+00	-1.244330e-02	2.084267e-02	2.427452e-02
4.427532e+00	-1.198450e-02	2.100188e-02	2.418072e-02
4.432529e+00	-1.152303e-02	2.115141e-02	2.408656e-02
4.437526e+00	-1.105909e-02	2.129123e-02	2.399208e-02
4.442523e+00	-1.059288e-02	2.142129e-02	2.389730e-02
4.447521e+00	-1.012462e-02	2.154156e-02	2.380224e-02
4.452518e+00	-9.654509e-03	2.165202e-02	2.370695e-02
4.457515e+00	-9.182756e-03	2.175262e-02	2.361143e-02
4.462512e+00	-8.709569e-03	2.184337e-02	2.351572e-02
4.467509e+00	-8.235157e-03	2.192423e-02	2.341985e-02
4.472507e+00	-7.759727e-03	2.199519e-02	2.332385e-02
4.477504e+00	-7.283488e-03	2.205625e-02	2.322773e-02
4.482501e+00	-6.806648e-03	2.210741e-02	2.313154e-02
4.487498e+00	-6.329413e-03	2.214866e-02	2.303529e-02
4.492495e+00	-5.851993e-03	2.218001e-02	2.293902e-02
4.497493e+00	-5.374593e-03	2.220147e-02	2.284276e-02
4.502490e+00	-4.897421e-03	2.221305e-02	2.274653e-02
4.507487e+00	-4.420682e-03	2.221477e-02	2.265036e-02
4.512484e+00	-3.944582e-03	2.220666e-02	2.255428e-02
4.517482e+00	-3.469325e-03	2.218873e-02	2.245832e-02
4.522479e+00	-2.995115e-03	2.216102e-02	2.236251e-02
4.527476e+00	-2.522155e-03	2.212357e-02	2.226688e-02
4.532473e+00	-2.050647e-03	2.207641e-02	2.217145e-02
4.537470e+00	-1.580791e-03	2.201959e-02	2.207626e-02
4.542468e+00	-1.112787e-03	2.195316e-02	2.198134e-02
4.547465e+00	-6.468333e-04	2.187716e-02	2.188672e-02
4.552462e+00	-1.831269e-04	2.179165e-02	2.179242e-02
4.557459e+00	2.781367e-04	2.169669e-02	2.169847e-02
4.562456e+00	7.367635e-04	2.159234e-02	2.160491e-02
4.567454e+00	1.192561e-03	2.147868e-02	2.151176e-02
4.572451e+00	1.645339e-03	2.135577e-02	2.141906e-02
4.577448e+00	2.094908e-03	2.122369e-02	2.132683e-02
4.582445e+00	2.541080e-03	2.108252e-02	2.123511e-02
4.587443e+00	2.983671e-03	2.093234e-02	2.114391e-02
4.592440e+00	3.422498e-03	2.077323e-02	2.105328e-02
4.597437e+00	3.857378e-03	2.060530e-02	2.096324e-02
4.602434e+00	4.288134e-03	2.042862e-02	2.087383e-02
4.607431e+00	4.714587e-03	2.024331e-02	2.078506e-02
4.612429e+00	5.136564e-03	2.004945e-02	2.069697e-02
4.617426e+00	5.553892e-03	1.984716e-02	2.060960e-02
4.622423e+00	5.966401e-03	1.963654e-02	2.052296e-02
4.627420e+00	6.373924e-03	1.941771e-02	2.043708e-02
4.632417e+00	6.776296e-03	1.919078e-02	2.035201e-02
4.637415e+00	7.173354e-03	1.895587e-02	2.026775e-02
4.642412e+00	7.564940e-03	1.871309e-02	2.018435e-02
4.647409e+00	7.950896e-03	1.846258e-02	2.010183e-02
4.652406e+00	8.331069e-03	1.820446e-02	2.002022e-02
4.657404e+00	8.705307e-03	1.793886e-02	1.993954e-02
4.662401e+00	9.073461e-03	1.766592e-02	1.985982e-02
4.667398e+00	9.435388e-03	1.738577e-02	1.978109e-02
4.672395e+00	9.790944e-03	1.709855e-02	1.970338e-02
4.677392e+00	1.013999e-02	1.680441e-02	1.962670e-02
4.682390e+00	1.048239e-02	1.650348e-02	1.955110e-02
4.687387e+00	1.081802e-02	1.619592e-02	1.947658e-02
4.692384e+00	1.114673e-02	1.588188e-02	1.940319e-02
4.697381e+00	1.146841e-02	1.556150e-02	1.933093e-02
4.702378e+00	1.178294e-02	1.523495e-02	1.925984e-02
4.707376e+00	1.209019e-02	1.490238e-02	1.918994e-02
4.712373e+00	1.239004e-02	1.456396e-02	1.912125e-02
4.717370e+00	1.268240e-02	1.421983e-02	1.905379e-02
4.722367e+00	1.296714e-02	1.387017e-02	1.898758e-02
4.727365e+00	1.324416e-02	1.351515e-02	1.892265e-02
4.732362e+00	1.351335e-02	1.315492e-02	1.885902e-02
4.737359e+00	1.377463e-02	1.278967e-02	1.879671e-02
4.742356e+00	1.402790e-02	1.241956e-02	1.873573e-02
4.747353e+00	1.427306e-02	1.204476e-02	1.867610e-02
4.752351e+00	1.451003e-02	1.166546e-02	1.861784e-02
4.757348e+00	1.473873e-02	1.128182e-02	1.856097e-02
4.762345e+00	1.495907e-02	1.089403e-02	1.850550e-02
4.767342e+00	1.517098e-02	1.050227e-02	1.845146e-02
4.772339e+00	1.537439e-02	1.010672e-02	1.839884e-02
4.777337e+00	1.556922e-02	9.707548e-03	1.834768e-02
4.782334e+00	1.575543e-02	9.304953e-03	1.829797e-02
4.787331e+00	1.593294e-02	8.899116e-03	1.824973e-02
4.792328e+00	1.610170e-02	8.490222e-03	1.820298e-02
4.797325e+00	1.626165e-02	8.078457e-03	1.815772e-02
4.802323e+00	1.641276e-02	7.664008e-03	1.811396e-02
4.807320e+00	1.655497e-02	7.247065e-03	1.807172e-02
4.812317e+00	1.668824e-02	6.827815e-03	1.803098e-02
4.817314e+00	1.681254e-02	6.406448e-03	1.799178e-02
4.822312e+00	1.692783e-02	5.983153e-03	1.795410e-02
4.827309e+00	1.703410e-02	5.558123e-03	1.791796e-02
4.832306e+00	1.713130e-02	5.131545e-03	1.788335e-02
4.837303e+00	1.721942e-02	4.703613e-03	1.785028e-02
4.842300e+00	1.729845e-02	4.274517e-03	1.781875e-02
4.847298e+00	1.736838e-02	3.844448e-03	1.778877e-02
4.852295e+00	1.742918e-02	3.413597e-03	1.776032e-02
4.857292e+00	1.748087e-02	2.982156e-03	1.773342e-02
4.862289e+00	1.752343e-02	2.550316e-03	1.770805e-02
4.867286e+00	1.755688e-02	2.118267e-03	1.768421e-02
4.872284e+00	1.758122e-02	1.686200e-03	1.766190e-02
4.877281e+00	1.759646e-02	1.254304e-03	1.764111e-02
4.882278e+00	1.760262e-02	8.227703e-04	1.762184e-02
4.887275e+00	1.759971e-02	3.917868e-04	1.760407e-02
4.892273e+00	1.758777e-02	-3.845778e-05	1.758781e-02
4.897270e+00	1.756681e-02	-4.677759e-04	1.757303e-02
4.902267e+00	1.753687e-02	-8.959808e-04	1.755974e-02
4.907264e+00	1.749798e-02	-1.322886e-03	1.754791e-02
4.912261e+00	1.745018e-02	-1.748308e-03	1.753754e-02
4.917259e+00	1.739352e-02	-2.172061e-03	1.752861e-02
4.922256e+00	1.732804e-02	-2.593964e-03	1.752112e-02
4.927253e+00	1.725378e-02	-3.013833e-03	1.751503e-02
4.932250e+00	1.717082e-02	-3.431490e-03	1.751034e-02
4.937247e+00	1.707919e-02	-3.846755e-03	1.750703e-02
4.942245e+00	1.697897e-02	-4.259451e-03	1.750509e-02
4.947242e+00	1.687021e-02	-4.669401e-03	1.750449e-02
4.952239e+00	1.675299e-02	-5.076431e-03	1.750522e-02
4.957236e+00	1.662738e-02	-5.480368e-03	1.750726e-02
4.962234e+00	1.649345e-02	-5.881041e-03	1.751058e-02
4.967231e+00	1.635128e-02	-6.278281e-03	1.751517e-02
4.972228e+00	1.620096e-02	-6.671919e-03	1.752101e-02
4.977225e+00	1.604257e-02	-7.061792e-03	1.752806e-02
4.982222e+00	1.587620e-02	-7.447734e-03	1.753631e-02
4.987220e+00	1.570193e-02	-7.829586e-03	1.754574e-02
4.992217e+00	1.551988e-02	-8.207186e-03	1.755632e-02
4.997214e+00	1.533013e-02	-8.580378e-03	1.756803e-02
