# f (GHz)        Re[Z] (Ohm/m)     Im[Z] (Ohm/m)
3.930000e+00    4.630952e+05    6.000800e+05
3.940000e+00    4.687831e+05    6.057087e+05
3.950000e+00    4.765415e+05    6.026855e+05
3.960000e+00    4.778334e+05    5.935603e+05
3.970000e+00    4.706835e+05    5.870157e+05
3.980000e+00    4.616467e+05    5.891927e+05
3.990000e+00    4.590171e+05    5.974028e+05
4.000000e+00    4.648068e+05    6.030777e+05
4.010000e+00    4.725887e+05    6.002042e+05
4.020000e+00    4.739848e+05    5.913644e+05
4.030000e+00    4.670437e+05    5.850607e+05
4.040000e+00    4.581313e+05    5.872270e+05
4.050000e+00    4.556015e+05    5.953524e+05
4.060000e+00    4.613631e+05    6.009360e+05
4.070000e+00    4.690481e+05    5.981013e+05
4.080000e+00    4.704240e+05    5.894036e+05
4.090000e+00    4.635827e+05    5.832301e+05
4.100000e+00    4.548682e+05    5.854561e+05
4.110000e+00    4.524899e+05    5.935061e+05
4.120000e+00    4.582590e+05    5.990152e+05
4.130000e+00    4.659021e+05    5.962178e+05
4.140000e+00    4.672994e+05    5.876510e+05
4.150000e+00    4.605859e+05    5.816256e+05
4.160000e+00    4.520434e+05    5.838585e+05
4.170000e+00    4.497189e+05    5.917907e+05
4.180000e+00    4.554239e+05    5.971960e+05
4.190000e+00    4.629498e+05    5.943904e+05
4.200000e+00    4.642721e+05    5.859245e+05
4.210000e+00    4.576280e+05    5.800005e+05
4.220000e+00    4.492052e+05    5.822261e+05
4.230000e+00    4.469365e+05    5.900608e+05
4.240000e+00    4.525967e+05    5.953630e+05
4.250000e+00    4.600064e+05    5.925511e+05
4.260000e+00    4.612844e+05    5.841907e+05
4.270000e+00    4.547106e+05    5.783558e+05
4.280000e+00    4.463985e+05    5.805682e+05
4.290000e+00    4.441978e+05    5.882987e+05
4.300000e+00    4.497948e+05    5.934877e+05
4.310000e+00    4.570850e+05    5.906780e+05
4.320000e+00    4.583110e+05    5.824116e+05
4.330000e+00    4.517904e+05    5.766630e+05
4.340000e+00    4.435954e+05    5.788862e+05
4.350000e+00    4.414499e+05    5.865072e+05
4.360000e+00    4.470435e+05    5.915694e+05
4.370000e+00    4.542979e+05    5.887258e+05
4.380000e+00    4.555382e+05    5.805104e+05
4.390000e+00    4.491346e+05    5.748313e+05
4.400000e+00    4.411231e+05    5.770093e+05
4.410000e+00    4.390947e+05    5.844976e+05
4.420000e+00    4.446446e+05    5.894675e+05
4.430000e+00    4.517940e+05    5.866159e+05
4.440000e+00    4.529733e+05    5.784951e+05
4.450000e+00    4.466339e+05    5.729056e+05
4.460000e+00    4.387280e+05    5.750743e+05
4.470000e+00    4.367461e+05    5.824723e+05
4.480000e+00    4.422526e+05    5.873410e+05
4.490000e+00    4.492898e+05    5.844858e+05
4.500000e+00    4.504215e+05    5.764591e+05
4.510000e+00    4.441371e+05    5.709521e+05
4.520000e+00    4.363272e+05    5.731167e+05
4.530000e+00    4.344123e+05    5.804264e+05
4.540000e+00    4.398617e+05    5.851996e+05
4.550000e+00    4.467962e+05    5.823470e+05
4.560000e+00    4.478833e+05    5.744020e+05
4.570000e+00    4.416433e+05    5.689748e+05
4.580000e+00    4.339389e+05    5.711475e+05
4.590000e+00    4.320667e+05    5.783589e+05
4.600000e+00    4.374573e+05    5.830479e+05
4.610000e+00    4.442990e+05    5.801840e+05
4.620000e+00    4.453452e+05    5.722549e+05
4.630000e+00    4.391670e+05    5.668588e+05
4.640000e+00    4.315818e+05    5.689603e+05
4.650000e+00    4.297716e+05    5.760210e+05
4.660000e+00    4.351345e+05    5.805671e+05
4.670000e+00    4.418950e+05    5.776393e+05
4.680000e+00    4.428915e+05    5.697941e+05
4.690000e+00    4.367718e+05    5.644742e+05
4.700000e+00    4.292804e+05    5.665652e+05
4.710000e+00    4.275118e+05    5.735455e+05
4.720000e+00    4.328370e+05    5.779969e+05
4.730000e+00    4.394968e+05    5.750716e+05
4.740000e+00    4.404521e+05    5.673123e+05
4.750000e+00    4.343806e+05    5.620685e+05
4.760000e+00    4.269775e+05    5.641627e+05
4.770000e+00    4.252707e+05    5.710631e+05
4.780000e+00    4.305420e+05    5.754334e+05
4.790000e+00    4.371118e+05    5.725130e+05
4.800000e+00    4.380287e+05    5.648282e+05
4.810000e+00    4.319971e+05    5.596624e+05
4.820000e+00    4.246919e+05    5.617620e+05
4.830000e+00    4.230258e+05    5.685755e+05
4.840000e+00    4.282481e+05    5.728709e+05
4.850000e+00    4.347351e+05    5.699528e+05
