# t_ns	Wlong_VAC_V/pC	Wx_VAC_V/pCmm	Wy_VAC_V/pCmm
1.776250492934e-01	-1.077204859716e+02	6.941577093694e-01	2.846301480113e-01
1.777585016219e-01	-1.088775574264e+02	6.947056122734e-01	2.822045737488e-01
1.778919539504e-01	-1.100346288812e+02	6.952535151773e-01	2.797789994863e-01
1.780254062790e-01	-1.111514934239e+02	6.957785664828e-01	2.774508118361e-01
1.781588586075e-01	-1.120973688135e+02	6.962064361036e-01	2.755367831805e-01
1.782923109361e-01	-1.130432442038e+02	6.966343057247e-01	2.736227545235e-01
1.784257632646e-01	-1.139891195934e+02	6.970621753455e-01	2.717087258679e-01
1.785592155932e-01	-1.149349949837e+02	6.974900449666e-01	2.697946972109e-01
1.786926679217e-01	-1.158808703734e+02	6.979179145874e-01	2.678806685553e-01
1.788261202503e-01	-1.168267457637e+02	6.983457842085e-01	2.659666398983e-01
1.789595725788e-01	-1.177726211533e+02	6.987736538293e-01	2.640526112427e-01
1.790930249073e-01	-1.187184965410e+02	6.992015234521e-01	2.621385825931e-01
1.792264772359e-01	-1.196643719286e+02	6.996293930761e-01	2.602245539447e-01
1.793599295644e-01	-1.206102473155e+02	7.000572626998e-01	2.583105252977e-01
1.794933818930e-01	-1.215561227031e+02	7.004851323238e-01	2.563964966493e-01
1.796268342215e-01	-1.225019980899e+02	7.009130019475e-01	2.544824680023e-01
1.797602865501e-01	-1.234478734775e+02	7.013408715715e-01	2.525684393539e-01
1.798937388786e-01	-1.243937488644e+02	7.017687411952e-01	2.506544107069e-01
1.800271912072e-01	-1.252369481065e+02	7.023057493033e-01	2.490637173346e-01
1.801606435357e-01	-1.256788969633e+02	7.032692621121e-01	2.487365930558e-01
1.802940958643e-01	-1.261208458203e+02	7.042327749216e-01	2.484094687768e-01
1.804275481928e-01	-1.265627946771e+02	7.051962877304e-01	2.480823444980e-01
1.805610005213e-01	-1.270047435338e+02	7.061598005392e-01	2.477552202191e-01
1.806944528499e-01	-1.274466923909e+02	7.071233133487e-01	2.474280959401e-01
1.808279051784e-01	-1.278886412476e+02	7.080868261574e-01	2.471009716613e-01
1.809613575070e-01	-1.283305901047e+02	7.090503389669e-01	2.467738473822e-01
1.810948098355e-01	-1.287725389614e+02	7.100138517757e-01	2.464467231034e-01
1.812282621641e-01	-1.292144878185e+02	7.109773645852e-01	2.461195988244e-01
1.813617144926e-01	-1.296564366752e+02	7.119408773940e-01	2.457924745456e-01
1.814951668212e-01	-1.300983855322e+02	7.129043902036e-01	2.454653502665e-01
1.816286191497e-01	-1.305403343889e+02	7.138679030124e-01	2.451382259877e-01
1.817620714782e-01	-1.309822832456e+02	7.148314158212e-01	2.448111017089e-01
1.818955238068e-01	-1.314242321027e+02	7.157949286307e-01	2.444839774298e-01
1.820289761353e-01	-1.318087643580e+02	7.168232203595e-01	2.442870803083e-01
1.821624284639e-01	-1.319862756329e+02	7.180850786053e-01	2.445597295048e-01
1.822958807924e-01	-1.321637869078e+02	7.193469368500e-01	2.448323787012e-01
1.824293331210e-01	-1.323412981827e+02	7.206087950958e-01	2.451050278977e-01
1.825627854495e-01	-1.325188094575e+02	7.218706533405e-01	2.453776770941e-01
1.826962377781e-01	-1.326963207325e+02	7.231325115863e-01	2.456503262906e-01
1.828296901066e-01	-1.328738320073e+02	7.243943698311e-01	2.459229754869e-01
1.829631424352e-01	-1.330513432823e+02	7.256562280768e-01	2.461956246835e-01
1.830965947637e-01	-1.330374507392e+02	7.271340331438e-01	2.469023987580e-01
1.832300470922e-01	-1.329505244378e+02	7.286942368181e-01	2.477748214166e-01
1.833634994208e-01	-1.328635981364e+02	7.302544404936e-01	2.486472440757e-01
1.834969517493e-01	-1.327766718350e+02	7.318146441678e-01	2.495196667343e-01
1.836304040779e-01	-1.326897455336e+02	7.333748478433e-01	2.503920893934e-01
1.837638564064e-01	-1.326028192323e+02	7.349350515176e-01	2.512645120520e-01
1.838973087350e-01	-1.325158929309e+02	7.364952551930e-01	2.521369347111e-01
1.840307610635e-01	-1.324289666289e+02	7.380554588675e-01	2.530093573698e-01
1.841642133921e-01	-1.323420403248e+02	7.396156625436e-01	2.538817800298e-01
1.842976657206e-01	-1.322551140207e+02	7.411758662185e-01	2.547542026891e-01
1.844311180491e-01	-1.321681877166e+02	7.427360698934e-01	2.556266253483e-01
1.845645703777e-01	-1.320812614125e+02	7.442962735695e-01	2.564990480083e-01
1.846980227062e-01	-1.319943351084e+02	7.458564772445e-01	2.573714706676e-01
1.848314750348e-01	-1.319074088043e+02	7.474166809206e-01	2.582438933275e-01
1.849649273633e-01	-1.318204825003e+02	7.489768845955e-01	2.591163159868e-01
1.850983796919e-01	-1.313670801170e+02	7.506226931751e-01	2.600927793070e-01
1.852318320204e-01	-1.307830279817e+02	7.522990201422e-01	2.611063334142e-01
1.853652843490e-01	-1.301989758461e+02	7.539753471105e-01	2.621198875222e-01
1.854987366775e-01	-1.296149237108e+02	7.556516740776e-01	2.631334416294e-01
1.856321890061e-01	-1.290308715752e+02	7.573280010460e-01	2.641469957374e-01
1.857656413346e-01	-1.284468194399e+02	7.590043280130e-01	2.651605498447e-01
1.858990936631e-01	-1.278627673047e+02	7.606806549801e-01	2.661741039519e-01
1.860325459917e-01	-1.272787151691e+02	7.623569819485e-01	2.671876580599e-01
1.861659983202e-01	-1.266946630339e+02	7.640333089156e-01	2.682012121672e-01
1.862994506488e-01	-1.261106108982e+02	7.657096358839e-01	2.692147662752e-01
1.864329029773e-01	-1.255265587630e+02	7.673859628510e-01	2.702283203824e-01
1.865663553059e-01	-1.249425066274e+02	7.690622898193e-01	2.712418744904e-01
1.866998076344e-01	-1.243584544922e+02	7.707386167864e-01	2.722554285977e-01
1.868332599630e-01	-1.237744023565e+02	7.724149437548e-01	2.732689827057e-01
1.869667122915e-01	-1.231903502213e+02	7.740912707218e-01	2.742825368129e-01
1.871001646200e-01	-1.224508473165e+02	7.756007126432e-01	2.749448926004e-01
1.872336169486e-01	-1.216596834562e+02	7.770546936579e-01	2.754905346495e-01
1.873670692771e-01	-1.208685195965e+02	7.785086746714e-01	2.760361766981e-01
1.875005216057e-01	-1.200773557362e+02	7.799626556861e-01	2.765818187472e-01
1.876339739342e-01	-1.192861918765e+02	7.814166366997e-01	2.771274607958e-01
1.877674262628e-01	-1.184950280162e+02	7.828706177143e-01	2.776731028449e-01
1.879008785913e-01	-1.177038641565e+02	7.843245987279e-01	2.782187448936e-01
1.880343309199e-01	-1.168594203277e+02	7.857213807334e-01	2.786440154869e-01
1.881677832484e-01	-1.158611447481e+02	7.869530157983e-01	2.787217454871e-01
1.883012355770e-01	-1.148628691677e+02	7.881846508640e-01	2.787994754874e-01
1.884346879055e-01	-1.138645935881e+02	7.894162859289e-01	2.788772054876e-01
1.885681402340e-01	-1.128663180084e+02	7.906479209938e-01	2.789549354878e-01
1.887015925626e-01	-1.118680424281e+02	7.918795560595e-01	2.790326654880e-01
1.888350448911e-01	-1.108697668485e+02	7.931111911244e-01	2.791103954882e-01
1.889684972197e-01	-1.098714912681e+02	7.943428261902e-01	2.791881254885e-01
1.891019495482e-01	-1.088732156873e+02	7.955744612525e-01	2.792658554829e-01
1.892354018768e-01	-1.078749401053e+02	7.968060963149e-01	2.793435854757e-01
1.893688542053e-01	-1.068766645241e+02	7.980377313764e-01	2.794213154684e-01
1.895023065339e-01	-1.058783889421e+02	7.992693664388e-01	2.794990454611e-01
1.896357588624e-01	-1.048801133609e+02	8.005010015003e-01	2.795767754538e-01
1.897692111909e-01	-1.038818377797e+02	8.017326365618e-01	2.796545054464e-01
1.899026635195e-01	-1.028835621978e+02	8.029642716242e-01	2.797322354392e-01
1.900361158480e-01	-1.018066410250e+02	8.040270960206e-01	2.794338176763e-01
1.901695681766e-01	-1.005177606835e+02	8.046349557157e-01	2.781216372377e-01
1.903030205051e-01	-9.922888034293e+01	8.052428154104e-01	2.768094568000e-01
1.904364728337e-01	-9.794000000140e+01	8.058506751056e-01	2.754972763614e-01
1.905699251622e-01	-9.665111966084e+01	8.064585348003e-01	2.741850959238e-01
1.907033774908e-01	-9.536223931931e+01	8.070663944955e-01	2.728729154851e-01
1.908368298193e-01	-9.407335897875e+01	8.076742541902e-01	2.715607350475e-01
1.909702821479e-01	-9.278447863723e+01	8.082821138853e-01	2.702485546089e-01
1.911037344764e-01	-9.149559829666e+01	8.088899735800e-01	2.689363741712e-01
1.912371868049e-01	-9.020671795610e+01	8.094978332747e-01	2.676241937336e-01
1.913706391335e-01	-8.891783761458e+01	8.101056929699e-01	2.663120132950e-01
1.915040914620e-01	-8.762895727401e+01	8.107135526646e-01	2.649998328573e-01
1.916375437906e-01	-8.634007693249e+01	8.113214123598e-01	2.636876524187e-01
1.917709961191e-01	-8.505119659192e+01	8.119292720545e-01	2.623754719810e-01
1.919044484477e-01	-8.376231625040e+01	8.125371317496e-01	2.610632915424e-01
1.920379007762e-01	-8.245350162162e+01	8.131116301095e-01	2.596151157992e-01
1.921713531048e-01	-8.109443070753e+01	8.136020212918e-01	2.578240826293e-01
1.923048054333e-01	-7.973535979447e+01	8.140924124737e-01	2.560330494608e-01
1.924382577618e-01	-7.837628888140e+01	8.145828036556e-01	2.542420162922e-01
1.925717100904e-01	-7.701721796732e+01	8.150731948379e-01	2.524509831223e-01
1.927051624189e-01	-7.565814705426e+01	8.155635860198e-01	2.506599499538e-01
1.928386147475e-01	-7.429907614017e+01	8.160539772021e-01	2.488689167839e-01
1.929720670760e-01	-7.294000522711e+01	8.165443683841e-01	2.470778836154e-01
1.931055194046e-01	-7.152543533943e+01	8.169418784050e-01	2.449082264490e-01
1.932389717331e-01	-7.009617385540e+01	8.173148010766e-01	2.426383405599e-01
1.933724240617e-01	-6.866691237031e+01	8.176877237486e-01	2.403684546692e-01
1.935058763902e-01	-6.723765088628e+01	8.180606464203e-01	2.380985687801e-01
1.936393287188e-01	-6.580838940119e+01	8.184335690922e-01	2.358286828893e-01
1.937727810473e-01	-6.437912791716e+01	8.188064917639e-01	2.335587970003e-01
1.939062333758e-01	-6.294986643314e+01	8.191794144355e-01	2.312889111112e-01
1.940396857044e-01	-6.152060494808e+01	8.195523371083e-01	2.290190252206e-01
1.941731380329e-01	-6.009134346416e+01	8.199252597829e-01	2.267491393321e-01
1.943065903615e-01	-5.866208197918e+01	8.202981824577e-01	2.244792534420e-01
1.944400426900e-01	-5.723282049526e+01	8.206711051322e-01	2.222093675535e-01
1.945734950186e-01	-5.580355901028e+01	8.210440278070e-01	2.199394816633e-01
1.947069473471e-01	-5.437429752636e+01	8.214169504815e-01	2.176695957748e-01
1.948403996757e-01	-5.294503604138e+01	8.217898731563e-01	2.153997098846e-01
1.949738520042e-01	-5.151577455746e+01	8.221627958308e-01	2.131298239961e-01
1.951073043327e-01	-5.010275217172e+01	8.229573712809e-01	2.109429949823e-01
1.952407566613e-01	-4.869368693987e+01	8.238546953788e-01	2.087764053250e-01
1.953742089898e-01	-4.728462170907e+01	8.247520194759e-01	2.066098156692e-01
1.955076613184e-01	-4.587555647722e+01	8.256493435738e-01	2.044432260119e-01
1.956411136469e-01	-4.446649124643e+01	8.265466676709e-01	2.022766363562e-01
1.957745659755e-01	-4.305742601458e+01	8.274439917688e-01	2.001100466988e-01
1.959080183040e-01	-4.164836078378e+01	8.283413158659e-01	1.979434570431e-01
1.960414706326e-01	-4.023929555193e+01	8.292386399638e-01	1.957768673858e-01
1.961749229611e-01	-3.883023032115e+01	8.301359640610e-01	1.936102777300e-01
1.963083752897e-01	-3.742116508932e+01	8.310332881588e-01	1.914436880727e-01
1.964418276182e-01	-3.601209985853e+01	8.319306122560e-01	1.892770984170e-01
1.965752799467e-01	-3.460303462775e+01	8.328279363532e-01	1.871105087613e-01
1.967087322753e-01	-3.319396939591e+01	8.337252604510e-01	1.849439191039e-01
1.968421846038e-01	-3.178490416513e+01	8.346225845482e-01	1.827773294482e-01
1.969756369324e-01	-3.037583893329e+01	8.355199086460e-01	1.806107397908e-01
1.971090892609e-01	-2.903806567121e+01	8.369041604362e-01	1.789228347342e-01
1.972425415895e-01	-2.771621415000e+01	8.383971585165e-01	1.773418350229e-01
1.973759939180e-01	-2.639436262978e+01	8.398901565957e-01	1.757608353129e-01
1.975094462466e-01	-2.507251110857e+01	8.413831546761e-01	1.741798356016e-01
1.976428985751e-01	-2.375065958835e+01	8.428761527553e-01	1.725988358915e-01
1.977763509036e-01	-2.242880806814e+01	8.443691508345e-01	1.710178361815e-01
1.979098032322e-01	-2.110695654693e+01	8.458621489148e-01	1.694368364702e-01
1.980432555607e-01	-1.981337338226e+01	8.475482212687e-01	1.680456425221e-01
1.981767078893e-01	-1.857873556984e+01	8.496368933187e-01	1.670502327442e-01
1.983101602178e-01	-1.734409775833e+01	8.517255653670e-01	1.660548229671e-01
1.984436125464e-01	-1.610945994591e+01	8.538142374169e-01	1.650594131892e-01
1.985770648749e-01	-1.487482213441e+01	8.559029094653e-01	1.640640034121e-01
1.987105172035e-01	-1.364018432198e+01	8.579915815152e-01	1.630685936343e-01
1.988439695320e-01	-1.240554651048e+01	8.600802535636e-01	1.620731838572e-01
1.989774218605e-01	-1.117090869898e+01	8.621689256119e-01	1.610777740801e-01
1.991108741891e-01	-9.936270887919e+00	8.642575976678e-01	1.600823643095e-01
1.992443265176e-01	-8.701633078062e+00	8.663462697232e-01	1.590869545412e-01
1.993777788462e-01	-7.466995267280e+00	8.684349417803e-01	1.580915447721e-01
1.995112311747e-01	-6.232357457423e+00	8.705236138357e-01	1.570961350037e-01
1.996446835033e-01	-4.997719646640e+00	8.726122858928e-01	1.561007252347e-01
1.997781358318e-01	-3.763081836783e+00	8.747009579482e-01	1.551053154663e-01
1.999115881604e-01	-2.528444026001e+00	8.767896300053e-01	1.541099056973e-01
2.000450404889e-01	-1.397365153956e+00	8.793201873021e-01	1.536612157799e-01
2.001784928175e-01	-4.695664058933e-01	8.827181394285e-01	1.542857048837e-01
2.003119451460e-01	4.582323414748e-01	8.861160915524e-01	1.549101939871e-01
2.004453974745e-01	1.386031088843e+00	8.895140436763e-01	1.555346830905e-01
2.005788498031e-01	2.313829836906e+00	8.929119958028e-01	1.561591721943e-01
2.007123021316e-01	3.241628584274e+00	8.963099479266e-01	1.567836612977e-01
2.008457544602e-01	4.169427332337e+00	8.997079000531e-01	1.574081504016e-01
2.009792067887e-01	5.097226079705e+00	9.031058521770e-01	1.580326395049e-01
2.011126591173e-01	6.025024827757e+00	9.065038043034e-01	1.586571286088e-01
2.012461114458e-01	6.952823575112e+00	9.099017564273e-01	1.592816177121e-01
2.013795637744e-01	7.880622323162e+00	9.132997085537e-01	1.599061068160e-01
2.015130161029e-01	8.808421070517e+00	9.166976606776e-01	1.605305959193e-01
2.016464684314e-01	9.736219817871e+00	9.200956128015e-01	1.611550850227e-01
2.017799207600e-01	1.066401856592e+01	9.234935649279e-01	1.617795741265e-01
2.019133730885e-01	1.159181731328e+01	9.268915170518e-01	1.624040632299e-01
2.020468254171e-01	1.244861946855e+01	9.304114417492e-01	1.632346704168e-01
2.021802777456e-01	1.317407809362e+01	9.341570154133e-01	1.644465955718e-01
2.023137300742e-01	1.389953671923e+01	9.379025890802e-01	1.656585207276e-01
2.024471824027e-01	1.462499534430e+01	9.416481627442e-01	1.668704458825e-01
2.025806347313e-01	1.535045396992e+01	9.453937364111e-01	1.680823710384e-01
2.027140870598e-01	1.607591259499e+01	9.491393100751e-01	1.692942961933e-01
2.028475393884e-01	1.680137122060e+01	9.528848837420e-01	1.705062213491e-01
2.029809917169e-01	1.752682984567e+01	9.566304574061e-01	1.717181465041e-01
2.031144440454e-01	1.807876866861e+01	9.606741391280e-01	1.734338362426e-01
2.032478963740e-01	1.860188717621e+01	9.647673343277e-01	1.752331974376e-01
2.033813487025e-01	1.912500568342e+01	9.688605295245e-01	1.770325586314e-01
2.035148010311e-01	1.964812419102e+01	9.729537247242e-01	1.788319198264e-01
2.036482533596e-01	2.017124269823e+01	9.770469199210e-01	1.806312810202e-01
2.037817056882e-01	2.069436120583e+01	9.811401151207e-01	1.824306422152e-01
2.039151580167e-01	2.121747971303e+01	9.852333103175e-01	1.842300034090e-01
2.040486103453e-01	2.174059821972e+01	9.893265055163e-01	1.860293646042e-01
2.041820626738e-01	2.226371672442e+01	9.934197007106e-01	1.878287257982e-01
2.043155150023e-01	2.278683522911e+01	9.975128959049e-01	1.896280869923e-01
2.044489673309e-01	2.330995373420e+01	1.001606091102e+00	1.914274481877e-01
2.045824196594e-01	2.383307223890e+01	1.005699286296e+00	1.932268093818e-01
2.047158719880e-01	2.435619074399e+01	1.009792481494e+00	1.950261705772e-01
2.048493243165e-01	2.487930924868e+01	1.013885676688e+00	1.968255317713e-01
2.049827766451e-01	2.540242775377e+01	1.017978871885e+00	1.986248929667e-01
2.051162289736e-01	2.552570092784e+01	1.021680935728e+00	2.004791627075e-01
2.052496813022e-01	2.558972314394e+01	1.025325039894e+00	2.023415690558e-01
2.053831336307e-01	2.565374535999e+01	1.028969144058e+00	2.042039754027e-01
2.055165859593e-01	2.571776757609e+01	1.032613248224e+00	2.060663817510e-01
2.056500382878e-01	2.578178979214e+01	1.036257352387e+00	2.079287880979e-01
2.057834906163e-01	2.584581200819e+01	1.039901456550e+00	2.097911944448e-01
2.059169429449e-01	2.590983422429e+01	1.043545560716e+00	2.116536007931e-01
2.060503952734e-01	2.597385644034e+01	1.047189664880e+00	2.135160071401e-01
2.061838476020e-01	2.603787865644e+01	1.050833769046e+00	2.153784134884e-01
2.063172999305e-01	2.610190087249e+01	1.054477873209e+00	2.172408198353e-01
2.064507522591e-01	2.616592308859e+01	1.058121977375e+00	2.191032261836e-01
2.065842045876e-01	2.622994530464e+01	1.061766081538e+00	2.209656325305e-01
2.067176569162e-01	2.629396752073e+01	1.065410185704e+00	2.228280388788e-01
2.068511092447e-01	2.635798973679e+01	1.069054289868e+00	2.246904452257e-01
2.069845615732e-01	2.642201195284e+01	1.072698394031e+00	2.265528515726e-01
2.071180139018e-01	2.628004380052e+01	1.075615911140e+00	2.279188924550e-01
2.072514662303e-01	2.611112825335e+01	1.078438377063e+00	2.292199994449e-01
2.073849185589e-01	2.594221270606e+01	1.081260842987e+00	2.305211064357e-01
2.075183708874e-01	2.577329715889e+01	1.084083308910e+00	2.318222134255e-01
2.076518232160e-01	2.560438161160e+01	1.086905774835e+00	2.331233204163e-01
2.077852755445e-01	2.543546606443e+01	1.089728240758e+00	2.344244274062e-01
2.079187278731e-01	2.526655051714e+01	1.092550706683e+00	2.357255343970e-01
2.080521802016e-01	2.500655571105e+01	1.095051909960e+00	2.368071719081e-01
2.081856325302e-01	2.460470240543e+01	1.097052737661e+00	2.375469795535e-01
2.083190848587e-01	2.420284910011e+01	1.099053565361e+00	2.382867871985e-01
2.084525371872e-01	2.380099579478e+01	1.101054393061e+00	2.390265948434e-01
2.085859895158e-01	2.339914248916e+01	1.103055220762e+00	2.397664024889e-01
2.087194418443e-01	2.299728918383e+01	1.105056048462e+00	2.405062101338e-01
2.088528941729e-01	2.259543587821e+01	1.107056876164e+00	2.412460177793e-01
2.089863465014e-01	2.219358257289e+01	1.109057703863e+00	2.419858254242e-01
2.091197988300e-01	2.179172926519e+01	1.111058531553e+00	2.427256330612e-01
2.092532511585e-01	2.138987595756e+01	1.113059359240e+00	2.434654406965e-01
2.093867034871e-01	2.098802264962e+01	1.115060186929e+00	2.442052483325e-01
2.095201558156e-01	2.058616934199e+01	1.117061014616e+00	2.449450559679e-01
2.096536081441e-01	2.018431603436e+01	1.119061842303e+00	2.456848636033e-01
2.097870604727e-01	1.978246272642e+01	1.121062669992e+00	2.464246712392e-01
2.099205128012e-01	1.938060941879e+01	1.123063497679e+00	2.471644788746e-01
2.100539651298e-01	1.880660916054e+01	1.124098912365e+00	2.471921600202e-01
2.101874174583e-01	1.797904741028e+01	1.123712335192e+00	2.461709242063e-01
2.103208697869e-01	1.715148565939e+01	1.123325758020e+00	2.451496883916e-01
2.104543221154e-01	1.632392390913e+01	1.122939180847e+00	2.441284525777e-01
2.105877744440e-01	1.549636215824e+01	1.122552603674e+00	2.431072167631e-01
2.107212267725e-01	1.466880040798e+01	1.122166026502e+00	2.420859809492e-01
2.108546791011e-01	1.384123865709e+01	1.121779449329e+00	2.410647451346e-01
2.109881314296e-01	1.301367690683e+01	1.121392872157e+00	2.400435093207e-01
2.111215837581e-01	1.218611515659e+01	1.121006294985e+00	2.390222735068e-01
2.112550360867e-01	1.135855340573e+01	1.120619717812e+00	2.380010376922e-01
2.113884884152e-01	1.053099165549e+01	1.120233140640e+00	2.369798018783e-01
2.115219407438e-01	9.703429904636e+00	1.119846563467e+00	2.359585660637e-01
2.116553930723e-01	8.875868154398e+00	1.119459986295e+00	2.349373302498e-01
2.117888454009e-01	8.048306403540e+00	1.119073409122e+00	2.339160944351e-01
2.119222977294e-01	7.220744653302e+00	1.118686831950e+00	2.328948586213e-01
2.120557500580e-01	6.321339987905e+00	1.117793430199e+00	2.315501745388e-01
2.121892023865e-01	5.321803452790e+00	1.116193635991e+00	2.297546807952e-01
2.123226547150e-01	4.322266917675e+00	1.114593841783e+00	2.279591870516e-01
2.124561070436e-01	3.322730381811e+00	1.112994047574e+00	2.261636933067e-01
2.125895593721e-01	2.323193846696e+00	1.111394253366e+00	2.243681995631e-01
2.127230117007e-01	1.323657310832e+00	1.109794459157e+00	2.225727058181e-01
2.128564640292e-01	3.241207757175e-01	1.108194664948e+00	2.207772120746e-01
2.129899163578e-01	-6.754157601466e-01	1.106594870739e+00	2.189817183296e-01
2.131233686863e-01	-1.833932682212e+00	1.103873530056e+00	2.164704695097e-01
2.132568210149e-01	-3.005443999332e+00	1.101060518836e+00	2.139007178512e-01
2.133902733434e-01	-4.176955315575e+00	1.098247507619e+00	2.113309661947e-01
2.135237256720e-01	-5.348466632695e+00	1.095434496399e+00	2.087612145362e-01
2.136571780005e-01	-6.519977948937e+00	1.092621485181e+00	2.061914628797e-01
2.137906303290e-01	-7.691489265179e+00	1.089808473964e+00	2.036217112232e-01
2.139240826576e-01	-8.863000582299e+00	1.086995462744e+00	2.010519595647e-01
2.140575349861e-01	-1.003451189908e+01	1.084182451522e+00	1.984822079067e-01
2.141909873147e-01	-1.120602321746e+01	1.081369440292e+00	1.959124562447e-01
2.143244396432e-01	-1.237753453495e+01	1.078556429065e+00	1.933427045846e-01
2.144578919718e-01	-1.354904585333e+01	1.075743417835e+00	1.907729529226e-01
2.145913443003e-01	-1.472055717082e+01	1.072930406607e+00	1.882032012625e-01
2.147247966289e-01	-1.589206848920e+01	1.070117395377e+00	1.856334496005e-01
2.148582489574e-01	-1.706357980669e+01	1.067304384149e+00	1.830636979404e-01
2.149917012859e-01	-1.823509112419e+01	1.064491372922e+00	1.804939462803e-01
2.151251536145e-01	-1.962222611207e+01	1.059922983908e+00	1.773085016291e-01
2.152586059430e-01	-2.102365872182e+01	1.055238198913e+00	1.740822314707e-01
2.153920582716e-01	-2.242509133262e+01	1.050553413914e+00	1.708559613099e-01
2.155255106001e-01	-2.382652394237e+01	1.045868628918e+00	1.676296911516e-01
2.156589629287e-01	-2.522795655316e+01	1.041183843919e+00	1.644034209908e-01
2.157924152572e-01	-2.662938916291e+01	1.036499058923e+00	1.611771508324e-01
2.159258675858e-01	-2.803082177371e+01	1.031814273924e+00	1.579508806716e-01
2.160593199143e-01	-2.943225438346e+01	1.027129488928e+00	1.547246105132e-01
2.161927722429e-01	-3.083368699425e+01	1.022444703929e+00	1.514983403524e-01
2.163262245714e-01	-3.223511960400e+01	1.017759918934e+00	1.482720701940e-01
2.164596768999e-01	-3.363655221375e+01	1.013075133938e+00	1.450458000356e-01
2.165931292285e-01	-3.503798482455e+01	1.008390348939e+00	1.418195298748e-01
2.167265815570e-01	-3.643941743430e+01	1.003705563943e+00	1.385932597164e-01
2.168600338856e-01	-3.784085004509e+01	9.990207789437e-01	1.353669895556e-01
2.169934862141e-01	-3.924228265484e+01	9.943359939480e-01	1.321407193972e-01
2.171269385427e-01	-4.068929816479e+01	9.891202601005e-01	1.290958292052e-01
2.172603908712e-01	-4.213865273662e+01	9.838772808905e-01	1.260602464352e-01
2.173938431998e-01	-4.358800730955e+01	9.786343016765e-01	1.230246636628e-01
2.175272955283e-01	-4.503736188139e+01	9.733913224665e-01	1.199890808928e-01
2.176607478568e-01	-4.648671645322e+01	9.681483432564e-01	1.169534981227e-01
2.177942001854e-01	-4.793607102615e+01	9.629053640425e-01	1.139179153504e-01
2.179276525139e-01	-4.938542559798e+01	9.576623848324e-01	1.108823325803e-01
2.180611048425e-01	-5.085672256723e+01	9.521638209524e-01	1.079340613049e-01
2.181945571710e-01	-5.235399910012e+01	9.463626475401e-01	1.050891659191e-01
2.183280094996e-01	-5.385127563413e+01	9.405614741234e-01	1.022442705310e-01
2.184614618281e-01	-5.534855216702e+01	9.347603007111e-01	9.939937514516e-02
2.185949141567e-01	-5.684582870103e+01	9.289591272945e-01	9.655447975715e-02
2.187283664852e-01	-5.834310523392e+01	9.231579538822e-01	9.370958437126e-02
2.188618188138e-01	-5.984038176793e+01	9.173567804655e-01	9.086468898325e-02
2.189952711423e-01	-6.133765830082e+01	9.115556070532e-01	8.801979359736e-02
2.191287234708e-01	-6.283493483348e+01	9.057544336378e-01	8.517489821662e-02
2.192621757994e-01	-6.433221136725e+01	8.999532602179e-01	8.233000283393e-02
2.193956281279e-01	-6.582948789990e+01	8.941520868024e-01	7.948510745338e-02
2.195290804565e-01	-6.732676443366e+01	8.883509133825e-01	7.664021207069e-02
2.196625327850e-01	-6.882404096631e+01	8.825497399670e-01	7.379531669014e-02
2.197959851136e-01	-7.032131750008e+01	8.767485665471e-01	7.095042130745e-02
2.199294374421e-01	-7.181859403273e+01	8.709473931316e-01	6.810552592689e-02
2.200628897707e-01	-7.329490471339e+01	8.648646006361e-01	6.572374348734e-02
2.201963420992e-01	-7.474769162738e+01	8.584658304896e-01	6.386157550318e-02
2.203297944277e-01	-7.620047854137e+01	8.520670603430e-01	6.199940751902e-02
2.204632467563e-01	-7.765326545645e+01	8.456682901917e-01	6.013723953346e-02
2.205966990848e-01	-7.910605237044e+01	8.392695200451e-01	5.827507154930e-02
2.207301514134e-01	-8.055883928551e+01	8.328707498938e-01	5.641290356375e-02
2.208636037419e-01	-8.201162619950e+01	8.264719797472e-01	5.455073557959e-02
2.209970560705e-01	-8.346441311458e+01	8.200732095959e-01	5.268856759403e-02
2.211305083990e-01	-8.491720002856e+01	8.136744394493e-01	5.082639960987e-02
2.212639607276e-01	-8.636998694362e+01	8.072756692980e-01	4.896423162431e-02
2.213974130561e-01	-8.782277385760e+01	8.008768991514e-01	4.710206364015e-02
2.215308653846e-01	-8.927556077157e+01	7.944781290049e-01	4.523989565599e-02
2.216643177132e-01	-9.072834768664e+01	7.880793588535e-01	4.337772767043e-02
2.217977700417e-01	-9.218113460061e+01	7.816805887070e-01	4.151555968627e-02
2.219312223703e-01	-9.363392151568e+01	7.752818185556e-01	3.965339170071e-02
2.220646746988e-01	-9.504378166253e+01	7.687507088593e-01	3.799647655997e-02
2.221981270274e-01	-9.640799179042e+01	7.620788640526e-01	3.655783540042e-02
2.223315793559e-01	-9.777220191729e+01	7.554070192509e-01	3.511919424196e-02
2.224650316845e-01	-9.913641204518e+01	7.487351744442e-01	3.368055308241e-02
2.225984840130e-01	-1.005006221720e+02	7.420633296425e-01	3.224191192394e-02
2.227319363416e-01	-1.018648322999e+02	7.353914848358e-01	3.080327076440e-02
2.228653886701e-01	-1.032290424268e+02	7.287196400341e-01	2.936462960593e-02
2.229988409986e-01	-1.045932525537e+02	7.220477952324e-01	2.792598844746e-02
2.231322933272e-01	-1.058696551644e+02	7.151052473640e-01	2.690719587613e-02
