# t_ns	Wlong_VAC_V/pC	Wx_VAC_V/pCmm	Wy_VAC_V/pCmm
5.498235936053e-01	3.740266777721e+01	-1.730574656252e-01	3.252554891918e-01
5.499570459338e-01	3.754142414002e+01	-1.751321297321e-01	3.258893345521e-01
5.500904982624e-01	3.753014273148e+01	-1.773716907852e-01	3.262947839214e-01
5.502239505909e-01	3.744764744335e+01	-1.796895184695e-01	3.265918274906e-01
5.503574029195e-01	3.736515215515e+01	-1.820073461556e-01	3.268888710599e-01
5.504908552480e-01	3.728265686702e+01	-1.843251738399e-01	3.271859146291e-01
5.506243075765e-01	3.720016157889e+01	-1.866430015242e-01	3.274829581982e-01
5.507577599051e-01	3.711766629070e+01	-1.889608292103e-01	3.277800017676e-01
5.508912122336e-01	3.703517100257e+01	-1.912786568946e-01	3.280770453367e-01
5.510246645622e-01	3.695267571438e+01	-1.935964845807e-01	3.283740889061e-01
5.511581168907e-01	3.687018042625e+01	-1.959143122650e-01	3.286711324752e-01
5.512915692193e-01	3.678768513805e+01	-1.982321399511e-01	3.289681760446e-01
5.514250215478e-01	3.670518984992e+01	-2.005499676354e-01	3.292652196137e-01
5.515584738764e-01	3.662269456173e+01	-2.028677953214e-01	3.295622631831e-01
5.516919262049e-01	3.654019927359e+01	-2.051856230058e-01	3.298593067522e-01
5.518253785335e-01	3.645770398540e+01	-2.075034506918e-01	3.301563503216e-01
5.519588308620e-01	3.637520869727e+01	-2.098212783761e-01	3.304533938907e-01
5.520922831905e-01	3.621630414909e+01	-2.123461950886e-01	3.305177644314e-01
5.522257355191e-01	3.602331209953e+01	-2.149634978241e-01	3.304783354830e-01
5.523591878476e-01	3.583032005010e+01	-2.175808005576e-01	3.304389065347e-01
5.524926401762e-01	3.563732800054e+01	-2.201981032931e-01	3.303994775863e-01
5.526260925047e-01	3.544433595112e+01	-2.228154060266e-01	3.303600486380e-01
5.527595448333e-01	3.525134390155e+01	-2.254327087621e-01	3.303206196897e-01
5.528929971618e-01	3.505835185213e+01	-2.280500114956e-01	3.302811907413e-01
5.530264494904e-01	3.484345997513e+01	-2.307266684766e-01	3.301750748605e-01
5.531599018189e-01	3.453997116682e+01	-2.336434462529e-01	3.297991734020e-01
5.532933541474e-01	3.423648235850e+01	-2.365602240291e-01	3.294232719435e-01
5.534268064760e-01	3.393299354996e+01	-2.394770018075e-01	3.290473704847e-01
5.535602588045e-01	3.362950474164e+01	-2.423937795837e-01	3.286714690262e-01
5.536937111331e-01	3.332601593310e+01	-2.453105573622e-01	3.282955675675e-01
5.538271634616e-01	3.302252712478e+01	-2.482273351384e-01	3.279196661090e-01
5.539606157902e-01	3.271903831624e+01	-2.511441129168e-01	3.275437646502e-01
5.540940681187e-01	3.241554950716e+01	-2.540608906958e-01	3.271678631890e-01
5.542275204473e-01	3.211206069754e+01	-2.569776684781e-01	3.267919617264e-01
5.543609727758e-01	3.180857188815e+01	-2.598944462582e-01	3.264160602640e-01
5.544944251043e-01	3.150508307875e+01	-2.628112240383e-01	3.260401588017e-01
5.546278774329e-01	3.120159426913e+01	-2.657280018206e-01	3.256642573391e-01
5.547613297614e-01	3.089810545974e+01	-2.686447796007e-01	3.252883558767e-01
5.548947820900e-01	3.059461665012e+01	-2.715615573830e-01	3.249124544141e-01
5.550282344185e-01	3.024911275529e+01	-2.746297989122e-01	3.243856977197e-01
5.551616867471e-01	2.974703614803e+01	-2.782624827091e-01	3.232967664490e-01
5.552951390756e-01	2.924495954116e+01	-2.818951665032e-01	3.222078351791e-01
5.554285914042e-01	2.874288293390e+01	-2.855278503000e-01	3.211189039083e-01
5.555620437327e-01	2.824080632702e+01	-2.891605340941e-01	3.200299726384e-01
5.556954960613e-01	2.773872971977e+01	-2.927932178910e-01	3.189410413677e-01
5.558289483898e-01	2.723665311289e+01	-2.964259016851e-01	3.178521100978e-01
5.559624007183e-01	2.673457650601e+01	-3.000585854792e-01	3.167631788279e-01
5.560958530469e-01	2.623249989875e+01	-3.036912692760e-01	3.156742475572e-01
5.562293053754e-01	2.573042329187e+01	-3.073239530701e-01	3.145853162872e-01
5.563627577040e-01	2.522834668462e+01	-3.109566368670e-01	3.134963850165e-01
5.564962100325e-01	2.472627007774e+01	-3.145893206611e-01	3.124074537466e-01
5.566296623611e-01	2.422419347048e+01	-3.182220044579e-01	3.113185224759e-01
5.567631146896e-01	2.372211686360e+01	-3.218546882520e-01	3.102295912060e-01
5.568965670182e-01	2.322004025635e+01	-3.254873720488e-01	3.091406599353e-01
5.570300193467e-01	2.270030831763e+01	-3.291843966551e-01	3.080017850450e-01
5.571634716752e-01	2.211974415514e+01	-3.331031103646e-01	3.066908272100e-01
5.572969240038e-01	2.153917999221e+01	-3.370218240771e-01	3.053798693740e-01
5.574303763323e-01	2.095861582972e+01	-3.409405377867e-01	3.040689115390e-01
5.575638286609e-01	2.037805166679e+01	-3.448592514992e-01	3.027579537030e-01
5.576972809894e-01	1.979748750430e+01	-3.487779652087e-01	3.014469958680e-01
5.578307333180e-01	1.921692334137e+01	-3.526966789212e-01	3.001360380320e-01
5.579641856465e-01	1.863635917888e+01	-3.566153926308e-01	2.988250801970e-01
5.580976379751e-01	1.799837102103e+01	-3.607433749373e-01	2.973516806561e-01
5.582310903036e-01	1.733931930463e+01	-3.649481185562e-01	2.958186962608e-01
5.583645426322e-01	1.668026758773e+01	-3.691528621781e-01	2.942857118644e-01
5.584979949607e-01	1.602121587133e+01	-3.733576057969e-01	2.927527274691e-01
5.586314472892e-01	1.536216415493e+01	-3.775623494157e-01	2.912197430738e-01
5.587648996178e-01	1.470311243804e+01	-3.817670930377e-01	2.896867586773e-01
5.588983519463e-01	1.404406072164e+01	-3.859718366565e-01	2.881537742820e-01
5.590318042749e-01	1.338500900461e+01	-3.901765802788e-01	2.866207898856e-01
5.591652566034e-01	1.272595728766e+01	-3.943813238991e-01	2.850878054902e-01
5.592987089320e-01	1.206690557022e+01	-3.985860675226e-01	2.835548210936e-01
5.594321612605e-01	1.140785385327e+01	-4.027908111429e-01	2.820218366982e-01
5.595656135891e-01	1.074880213582e+01	-4.069955547664e-01	2.804888523016e-01
5.596990659176e-01	1.008975041887e+01	-4.112002983867e-01	2.789558679062e-01
5.598325182461e-01	9.430698701922e+00	-4.154050420070e-01	2.774228835108e-01
5.599659705747e-01	8.771646984478e+00	-4.196097856305e-01	2.758898991143e-01
5.600994229032e-01	8.037425600913e+00	-4.240207490474e-01	2.743407155577e-01
5.602328752318e-01	7.277475934134e+00	-4.285022952100e-01	2.727859875215e-01
5.603663275603e-01	6.517526267924e+00	-4.329838413693e-01	2.712312594864e-01
5.604997798889e-01	5.757576601145e+00	-4.374653875319e-01	2.696765314502e-01
5.606332322174e-01	4.997626934935e+00	-4.419469336912e-01	2.681218034151e-01
5.607666845460e-01	4.237677268156e+00	-4.464284798538e-01	2.665670753789e-01
5.609001368745e-01	3.477727601946e+00	-4.509100260131e-01	2.650123473438e-01
5.610335892031e-01	2.717777935167e+00	-4.553915721757e-01	2.634576193076e-01
5.611670415316e-01	1.957828268955e+00	-4.598731183350e-01	2.619028912726e-01
5.613004938601e-01	1.197878602745e+00	-4.643546644942e-01	2.603481632375e-01
5.614339461887e-01	4.379289359637e-01	-4.688362106569e-01	2.587934352013e-01
5.615673985172e-01	-3.220207302469e-01	-4.733177568162e-01	2.572387071663e-01
5.617008508458e-01	-1.081970397028e+00	-4.777993029788e-01	2.556839791300e-01
5.618343031743e-01	-1.841920063239e+00	-4.822808491381e-01	2.541292510950e-01
5.619677555029e-01	-2.601869730020e+00	-4.867623953007e-01	2.525745230588e-01
5.621012078314e-01	-3.375620940687e+00	-4.912451331628e-01	2.511411076410e-01
5.622346601600e-01	-4.153769280638e+00	-4.957282507011e-01	2.497463420410e-01
5.623681124885e-01	-4.931917620007e+00	-5.002113682360e-01	2.483515764420e-01
5.625015648170e-01	-5.710065959375e+00	-5.046944857709e-01	2.469568108430e-01
5.626350171456e-01	-6.488214299327e+00	-5.091776033091e-01	2.455620452429e-01
5.627684694741e-01	-7.266362638695e+00	-5.136607208440e-01	2.441672796439e-01
5.629019218027e-01	-8.044510978646e+00	-5.181438383823e-01	2.427725140439e-01
5.630353741312e-01	-8.827483229633e+00	-5.226273724408e-01	2.414201495940e-01
5.631688264598e-01	-9.623830242361e+00	-5.271120613547e-01	2.401853464266e-01
5.633022787883e-01	-1.042017725449e+01	-5.315967502651e-01	2.389505432602e-01
5.634357311169e-01	-1.121652426722e+01	-5.360814391790e-01	2.377157400929e-01
5.635691834454e-01	-1.201287127935e+01	-5.405661280895e-01	2.364809369264e-01
5.637026357740e-01	-1.280921829208e+01	-5.450508170033e-01	2.352461337591e-01
5.638360881025e-01	-1.360556530421e+01	-5.495355059138e-01	2.340113305926e-01
5.639695404310e-01	-1.440191231634e+01	-5.540201948243e-01	2.327765274262e-01
5.641029927596e-01	-1.519825932894e+01	-5.585048837377e-01	2.315417242606e-01
5.642364450881e-01	-1.599460634091e+01	-5.629895726475e-01	2.303069210963e-01
5.643698974167e-01	-1.679095335348e+01	-5.674742615608e-01	2.290721179311e-01
5.645033497452e-01	-1.758730036545e+01	-5.719589504707e-01	2.278373147669e-01
5.646368020738e-01	-1.838364737801e+01	-5.764436393839e-01	2.266025116017e-01
5.647702544023e-01	-1.917999438998e+01	-5.809283282938e-01	2.253677084375e-01
5.649037067309e-01	-1.997634140255e+01	-5.854130172070e-01	2.241329052723e-01
5.650371590594e-01	-2.076438876627e+01	-5.898661045620e-01	2.230101820860e-01
5.651706113879e-01	-2.153092858178e+01	-5.942373002578e-01	2.221779007906e-01
5.653040637165e-01	-2.229746839786e+01	-5.986084959568e-01	2.213456194946e-01
5.654375160450e-01	-2.306400821336e+01	-6.029796916526e-01	2.205133381993e-01
5.655709683736e-01	-2.383054802944e+01	-6.073508873516e-01	2.196810569033e-01
5.657044207021e-01	-2.459708784495e+01	-6.117220830474e-01	2.188487756079e-01
5.658378730307e-01	-2.536362766103e+01	-6.160932787464e-01	2.180164943119e-01
5.659713253592e-01	-2.613016747653e+01	-6.204644744422e-01	2.171842130165e-01
5.661047776878e-01	-2.689670729261e+01	-6.248356701412e-01	2.163519317205e-01
5.662382300163e-01	-2.766324710811e+01	-6.292068658370e-01	2.155196504251e-01
5.663716823449e-01	-2.842978692419e+01	-6.335780615360e-01	2.146873691291e-01
5.665051346734e-01	-2.919632673970e+01	-6.379492572318e-01	2.138550878338e-01
5.666385870019e-01	-2.996286655520e+01	-6.423204529275e-01	2.130228065384e-01
5.667720393305e-01	-3.072940637128e+01	-6.466916486266e-01	2.121905252424e-01
5.669054916590e-01	-3.149594618678e+01	-6.510628443224e-01	2.113582439470e-01
5.670389439876e-01	-3.224920940808e+01	-6.554265115624e-01	2.105556461587e-01
5.671723963161e-01	-3.297025330502e+01	-6.597719089144e-01	2.098250836000e-01
5.673058486447e-01	-3.369129720251e+01	-6.641173062696e-01	2.090945210408e-01
5.674393009732e-01	-3.441234109945e+01	-6.684627036216e-01	2.083639584821e-01
5.675727533018e-01	-3.513338499694e+01	-6.728081009768e-01	2.076333959229e-01
5.677062056303e-01	-3.585442889388e+01	-6.771534983288e-01	2.069028333642e-01
5.678396579588e-01	-3.657547279083e+01	-6.814988956808e-01	2.061722708055e-01
5.679731102874e-01	-3.729651668831e+01	-6.858442930360e-01	2.054417082463e-01
5.681065626159e-01	-3.798123177748e+01	-6.901690902309e-01	2.047923688072e-01
5.682400149445e-01	-3.865677975736e+01	-6.944886892429e-01	2.041635249825e-01
5.683734672730e-01	-3.933232773673e+01	-6.988082882517e-01	2.035346811584e-01
5.685069196016e-01	-4.000787571660e+01	-7.031278872637e-01	2.029058373337e-01
5.686403719301e-01	-4.068342369597e+01	-7.074474862725e-01	2.022769935095e-01
5.687738242587e-01	-4.135897167585e+01	-7.117670852845e-01	2.016481496849e-01
5.689072765872e-01	-4.203451965522e+01	-7.160866842933e-01	2.010193058607e-01
5.690407289158e-01	-4.271006763486e+01	-7.204062833055e-01	2.003904620359e-01
5.691741812443e-01	-4.338561561347e+01	-7.247258823147e-01	1.997616182110e-01
5.693076335728e-01	-4.406116359207e+01	-7.290454813240e-01	1.991327743861e-01
5.694410859014e-01	-4.473671157118e+01	-7.333650803365e-01	1.985039305607e-01
5.695745382299e-01	-4.541225954979e+01	-7.376846793457e-01	1.978750867358e-01
5.697079905585e-01	-4.608780752890e+01	-7.420042783582e-01	1.972462429104e-01
5.698414428870e-01	-4.676335550751e+01	-7.463238773675e-01	1.966173990855e-01
5.699748952156e-01	-4.743890348662e+01	-7.506434763799e-01	1.959885552602e-01
5.701083475441e-01	-4.799990320987e+01	-7.550347502940e-01	1.952506692539e-01
5.702417998727e-01	-4.853436140666e+01	-7.594426317224e-01	1.944875175109e-01
5.703752522012e-01	-4.906881960304e+01	-7.638505131475e-01	1.937243657685e-01
5.705087045297e-01	-4.960327779942e+01	-7.682583945726e-01	1.929612140262e-01
5.706421568583e-01	-5.013773599620e+01	-7.726662760010e-01	1.921980622832e-01
5.707756091868e-01	-5.067219419258e+01	-7.770741574261e-01	1.914349105408e-01
5.709090615154e-01	-5.120665238936e+01	-7.814820388545e-01	1.906717587979e-01
5.710425138439e-01	-5.174111058574e+01	-7.858899202796e-01	1.899086070555e-01
5.711759661725e-01	-5.227556878252e+01	-7.902978017081e-01	1.891454553126e-01
5.713094185010e-01	-5.281002697890e+01	-7.947056831332e-01	1.883823035702e-01
5.714428708296e-01	-5.334448517567e+01	-7.991135645616e-01	1.876191518273e-01
5.715763231581e-01	-5.387894337205e+01	-8.035214459867e-01	1.868560000849e-01
5.717097754867e-01	-5.441340156883e+01	-8.079293274151e-01	1.860928483419e-01
5.718432278152e-01	-5.494785976521e+01	-8.123372088402e-01	1.853296965996e-01
5.719766801437e-01	-5.548231796159e+01	-8.167450902653e-01	1.845665448572e-01
5.721101324723e-01	-5.594445250088e+01	-8.212137538453e-01	1.836435286214e-01
5.722435848008e-01	-5.639127296158e+01	-8.256952876590e-01	1.826866620884e-01
5.723770371294e-01	-5.683809342262e+01	-8.301768214761e-01	1.817297955546e-01
5.725104894579e-01	-5.728491388332e+01	-8.346583552899e-01	1.807729290216e-01
5.726439417865e-01	-5.773173434436e+01	-8.391398891070e-01	1.798160624879e-01
5.727773941150e-01	-5.817855480506e+01	-8.436214229207e-01	1.788591959549e-01
5.729108464436e-01	-5.862537526610e+01	-8.481029567378e-01	1.779023294211e-01
5.730442987721e-01	-5.904310485937e+01	-8.526089390595e-01	1.768811603220e-01
5.731777511006e-01	-5.940228758630e+01	-8.571641252603e-01	1.757305790025e-01
5.733112034292e-01	-5.976147031350e+01	-8.617193114645e-01	1.745799976822e-01
5.734446557577e-01	-6.012065304042e+01	-8.662744976653e-01	1.734294163627e-01
5.735781080863e-01	-6.047983576762e+01	-8.708296838695e-01	1.722788350424e-01
5.737115604148e-01	-6.083901849454e+01	-8.753848700703e-01	1.711282537230e-01
5.738450127434e-01	-6.119820122174e+01	-8.799400562745e-01	1.699776724026e-01
5.739784650719e-01	-6.155738394866e+01	-8.844952424753e-01	1.688270910832e-01
5.741119174005e-01	-6.191656667499e+01	-8.890504286795e-01	1.676765097611e-01
5.742453697290e-01	-6.227574940088e+01	-8.936056148803e-01	1.665259284396e-01
5.743788220576e-01	-6.263493212704e+01	-8.981608010846e-01	1.653753471171e-01
5.745122743861e-01	-6.299411485293e+01	-9.027159872854e-01	1.642247657956e-01
5.746457267146e-01	-6.335329757882e+01	-9.072711734862e-01	1.630741844740e-01
5.747791790432e-01	-6.371248030499e+01	-9.118263596905e-01	1.619236031516e-01
5.749126313717e-01	-6.407166303088e+01	-9.163815458913e-01	1.607730218301e-01
5.750460837003e-01	-6.436509149122e+01	-9.209389370940e-01	1.594901356998e-01
5.751795360288e-01	-6.453385852077e+01	-9.255005086802e-01	1.579564170744e-01
5.753129883574e-01	-6.470262555044e+01	-9.300620802698e-01	1.564226984479e-01
5.754464406859e-01	-6.487139257999e+01	-9.346236518560e-01	1.548889798226e-01
5.755798930145e-01	-6.504015960967e+01	-9.391852234456e-01	1.533552611961e-01
5.757133453430e-01	-6.520892663922e+01	-9.437467950318e-01	1.518215425707e-01
5.758467976715e-01	-6.537769366877e+01	-9.483083666180e-01	1.502878239454e-01
5.759802500001e-01	-6.554646069844e+01	-9.528699382076e-01	1.487541053189e-01
5.761137023286e-01	-6.571522772799e+01	-9.574315097939e-01	1.472203866935e-01
5.762471546572e-01	-6.588399475767e+01	-9.619930813835e-01	1.456866680670e-01
5.763806069857e-01	-6.605276178722e+01	-9.665546529698e-01	1.441529494416e-01
5.765140593143e-01	-6.622152881690e+01	-9.711162245594e-01	1.426192308151e-01
5.766475116428e-01	-6.639029584645e+01	-9.756777961457e-01	1.410855121898e-01
5.767809639714e-01	-6.655906287613e+01	-9.802393677353e-01	1.395517935632e-01
5.769144162999e-01	-6.672782990568e+01	-9.848009393216e-01	1.380180749379e-01
5.770478686284e-01	-6.686335564027e+01	-9.893017952057e-01	1.364664313516e-01
5.771813209570e-01	-6.693944969462e+01	-9.936940982764e-01	1.348827399591e-01
5.773147732855e-01	-6.701554374892e+01	-9.980864013438e-01	1.332990485676e-01
5.774482256141e-01	-6.709163780327e+01	-1.002478704414e+00	1.317153571751e-01
5.775816779426e-01	-6.716773185757e+01	-1.006871007482e+00	1.301316657837e-01
5.777151302712e-01	-6.724382591192e+01	-1.011263310553e+00	1.285479743911e-01
5.778485825997e-01	-6.731991996622e+01	-1.015655613620e+00	1.269642829997e-01
5.779820349283e-01	-6.739601402057e+01	-1.020047916691e+00	1.253805916071e-01
5.781154872568e-01	-6.739191054231e+01	-1.024293737814e+00	1.237536546792e-01
5.782489395854e-01	-6.737533162335e+01	-1.028516772370e+00	1.221199905216e-01
5.783823919139e-01	-6.735875270440e+01	-1.032739806922e+00	1.204863263653e-01
5.785158442424e-01	-6.734217378545e+01	-1.036962841475e+00	1.188526622089e-01
5.786492965710e-01	-6.732559486649e+01	-1.041185876030e+00	1.172189980513e-01
5.787827488995e-01	-6.730901594754e+01	-1.045408910582e+00	1.155853338950e-01
5.789162012281e-01	-6.729243702858e+01	-1.049631945138e+00	1.139516697374e-01
5.790496535566e-01	-6.727585810931e+01	-1.053854979689e+00	1.123180055817e-01
5.791831058852e-01	-6.725927918947e+01	-1.058078014240e+00	1.106843414258e-01
5.793165582137e-01	-6.724270026965e+01	-1.062301048788e+00	1.090506772712e-01
5.794500105423e-01	-6.722612134982e+01	-1.066524083339e+00	1.074170131153e-01
5.795834628708e-01	-6.720954243000e+01	-1.070747117887e+00	1.057833489607e-01
5.797169151993e-01	-6.719296351018e+01	-1.074970152436e+00	1.041496848061e-01
5.798503675279e-01	-6.717638459034e+01	-1.079193186987e+00	1.025160206502e-01
5.799838198564e-01	-6.715980567052e+01	-1.083416221535e+00	1.008823564956e-01
5.801172721850e-01	-6.700179263813e+01	-1.086964713996e+00	9.952907279070e-02
5.802507245135e-01	-6.682426582048e+01	-1.090420139305e+00	9.821447341728e-02
5.803841768421e-01	-6.664673900269e+01	-1.093875564618e+00	9.689987404288e-02
5.805176291706e-01	-6.646921218504e+01	-1.097330989927e+00	9.558527466946e-02
5.806510814992e-01	-6.629168536725e+01	-1.100786415240e+00	9.427067529505e-02
5.807845338277e-01	-6.611415854960e+01	-1.104241840549e+00	9.295607592163e-02
5.809179861563e-01	-6.593663173181e+01	-1.107697265861e+00	9.164147654722e-02
5.810514384848e-01	-6.575910491416e+01	-1.111152691171e+00	9.032687717380e-02
5.811848908133e-01	-6.558157809650e+01	-1.114608116481e+00	8.901227780038e-02
5.813183431419e-01	-6.540405127871e+01	-1.118063541793e+00	8.769767842598e-02
5.814517954704e-01	-6.522652446106e+01	-1.121518967103e+00	8.638307905256e-02
5.815852477990e-01	-6.504899764327e+01	-1.124974392415e+00	8.506847967815e-02
5.817187001275e-01	-6.487147082561e+01	-1.128429817725e+00	8.375388030473e-02
5.818521524561e-01	-6.469394400782e+01	-1.131885243038e+00	8.243928093033e-02
5.819856047846e-01	-6.451641719017e+01	-1.135340668347e+00	8.112468155691e-02
5.821190571132e-01	-6.428535169882e+01	-1.138305501265e+00	8.009895244629e-02
5.822525094417e-01	-6.404781283771e+01	-1.141211016571e+00	7.910815068815e-02
5.823859617702e-01	-6.381027397659e+01	-1.144116531878e+00	7.811734893001e-02
5.825194140988e-01	-6.357273511530e+01	-1.147022047187e+00	7.712654717112e-02
5.826528664273e-01	-6.333519625419e+01	-1.149927562494e+00	7.613574541298e-02
5.827863187559e-01	-6.309765739290e+01	-1.152833077803e+00	7.514494365410e-02
5.829197710844e-01	-6.286011853178e+01	-1.155738593109e+00	7.415414189596e-02
5.830532234130e-01	-6.259864568792e+01	-1.158424793500e+00	7.329247699086e-02
5.831866757415e-01	-6.230109478464e+01	-1.160780398815e+00	7.262547284097e-02
5.833201280701e-01	-6.200354388114e+01	-1.163136004133e+00	7.195846869059e-02
5.834535803986e-01	-6.170599297787e+01	-1.165491609449e+00	7.129146454070e-02
5.835870327272e-01	-6.140844207437e+01	-1.167847214766e+00	7.062446039032e-02
5.837204850557e-01	-6.111089117110e+01	-1.170202820082e+00	6.995745624044e-02
5.838539373842e-01	-6.081334026782e+01	-1.172558425398e+00	6.929045209055e-02
5.839873897128e-01	-6.051578936433e+01	-1.174914030715e+00	6.862344794017e-02
5.841208420413e-01	-6.021823846072e+01	-1.177269636025e+00	6.795644379374e-02
5.842542943699e-01	-5.992068755686e+01	-1.179625241336e+00	6.728943964718e-02
5.843877466984e-01	-5.962313665322e+01	-1.181980846645e+00	6.662243550112e-02
5.845211990270e-01	-5.932558574936e+01	-1.184336451956e+00	6.595543135456e-02
5.846546513555e-01	-5.902803484572e+01	-1.186692057266e+00	6.528842720850e-02
5.847881036841e-01	-5.873048394186e+01	-1.189047662577e+00	6.462142306194e-02
5.849215560126e-01	-5.843293303823e+01	-1.191403267886e+00	6.395441891588e-02
5.850550083411e-01	-5.810777100592e+01	-1.193267710084e+00	6.357800573492e-02
5.851884606697e-01	-5.774323445331e+01	-1.194431734997e+00	6.361598632681e-02
5.853219129982e-01	-5.737869790098e+01	-1.195595759910e+00	6.365396691867e-02
5.854553653268e-01	-5.701416134836e+01	-1.196759784823e+00	6.369194751056e-02
5.855888176553e-01	-5.664962479603e+01	-1.197923809736e+00	6.372992810243e-02
5.857222699839e-01	-5.628508824342e+01	-1.199087834649e+00	6.376790869432e-02
5.858557223124e-01	-5.592055169108e+01	-1.200251859562e+00	6.380588928618e-02
5.859891746410e-01	-5.555601513847e+01	-1.201415884475e+00	6.384386987807e-02
5.861226269695e-01	-5.519147858613e+01	-1.202579909388e+00	6.388185046993e-02
5.862560792981e-01	-5.482694203351e+01	-1.203743934301e+00	6.391983106182e-02
5.863895316266e-01	-5.446240548117e+01	-1.204907959214e+00	6.395781165368e-02
5.865229839551e-01	-5.409786892883e+01	-1.206071984126e+00	6.399579224555e-02
5.866564362837e-01	-5.373333237622e+01	-1.207236009039e+00	6.403377283744e-02
5.867898886122e-01	-5.336879582388e+01	-1.208400033952e+00	6.407175342930e-02
5.869233409408e-01	-5.300425927126e+01	-1.209564058865e+00	6.410973402119e-02
5.870567932693e-01	-5.263815084915e+01	-1.210512110947e+00	6.424530997121e-02
5.871902455979e-01	-5.226992073066e+01	-1.211168644788e+00	6.451261928402e-02
5.873236979264e-01	-5.190169061245e+01	-1.211825178629e+00	6.477992859663e-02
5.874571502550e-01	-5.153346049397e+01	-1.212481712469e+00	6.504723790944e-02
5.875906025835e-01	-5.116523037576e+01	-1.213138246310e+00	6.531454722206e-02
5.877240549120e-01	-5.079700025755e+01	-1.213794780150e+00	6.558185653467e-02
5.878575072406e-01	-5.042877013906e+01	-1.214451313991e+00	6.584916584748e-02
5.879909595691e-01	-5.006054002085e+01	-1.215107847831e+00	6.611647516009e-02
5.881244118977e-01	-4.968886654896e+01	-1.215291269463e+00	6.659757782554e-02
5.882578642262e-01	-4.931694286495e+01	-1.215440312242e+00	6.709421585393e-02
5.883913165548e-01	-4.894501918067e+01	-1.215589355022e+00	6.759085388268e-02
5.885247688833e-01	-4.857309549667e+01	-1.215738397801e+00	6.808749191107e-02
5.886582212119e-01	-4.820117181239e+01	-1.215887440581e+00	6.858412993983e-02
5.887916735404e-01	-4.782924812838e+01	-1.216036483360e+00	6.908076796822e-02
5.889251258690e-01	-4.745732444410e+01	-1.216185526139e+00	6.957740599698e-02
5.890585781975e-01	-4.708540076022e+01	-1.216334568917e+00	7.007404402546e-02
5.891920305260e-01	-4.671347707651e+01	-1.216483611693e+00	7.057068205408e-02
5.893254828546e-01	-4.634155339251e+01	-1.216632654469e+00	7.106732008306e-02
5.894589351831e-01	-4.596962970880e+01	-1.216781697244e+00	7.156395811168e-02
5.895923875117e-01	-4.559770602480e+01	-1.216930740020e+00	7.206059614067e-02
5.897258398402e-01	-4.522578234109e+01	-1.217079782796e+00	7.255723416928e-02
5.898592921688e-01	-4.485385865709e+01	-1.217228825571e+00	7.305387219827e-02
5.899927444973e-01	-4.448193497337e+01	-1.217377868347e+00	7.355051022688e-02
5.901261968259e-01	-4.415979244566e+01	-1.216891928712e+00	7.408676616441e-02
5.902596491544e-01	-4.384051201326e+01	-1.216369481689e+00	7.462529987549e-02
5.903931014829e-01	-4.352123158085e+01	-1.215847034665e+00	7.516383358657e-02
5.905265538115e-01	-4.320195114821e+01	-1.215324587641e+00	7.570236729805e-02
5.906600061400e-01	-4.288267071581e+01	-1.214802140618e+00	7.624090100912e-02
5.907934584686e-01	-4.256339028317e+01	-1.214279693594e+00	7.677943472060e-02
5.909269107971e-01	-4.224410985077e+01	-1.213757246571e+00	7.731796843168e-02
5.910603631257e-01	-4.192482941812e+01	-1.213234799547e+00	7.785650214316e-02
5.911938154542e-01	-4.160554898572e+01	-1.212712352523e+00	7.839503585424e-02
5.913272677828e-01	-4.128626855308e+01	-1.212189905499e+00	7.893356956571e-02
5.914607201113e-01	-4.096698812067e+01	-1.211667458476e+00	7.947210327679e-02
5.915941724399e-01	-4.064770768803e+01	-1.211145011452e+00	8.001063698827e-02
5.917276247684e-01	-4.032842725563e+01	-1.210622564429e+00	8.054917069934e-02
5.918610770969e-01	-4.000914682322e+01	-1.210100117405e+00	8.108770441042e-02
5.919945294255e-01	-3.968986639058e+01	-1.209577670381e+00	8.162623812190e-02
5.921279817540e-01	-3.942190246068e+01	-1.208895121754e+00	8.201011799103e-02
5.922614340826e-01	-3.915613205225e+01	-1.208205729590e+00	8.238738718871e-02
5.923948864111e-01	-3.889036164402e+01	-1.207516337427e+00	8.276465638611e-02
5.925283387397e-01	-3.862459123559e+01	-1.206826945263e+00	8.314192558379e-02
5.926617910682e-01	-3.835882082736e+01	-1.206137553099e+00	8.351919478119e-02
5.927952433968e-01	-3.809305041893e+01	-1.205448160935e+00	8.389646397887e-02
5.929286957253e-01	-3.782728001070e+01	-1.204758768772e+00	8.427373317626e-02
5.930621480538e-01	-3.758642894128e+01	-1.203991631129e+00	8.457590233181e-02
5.931956003824e-01	-3.737416855590e+01	-1.203135293828e+00	8.479190701919e-02
5.933290527109e-01	-3.716190817067e+01	-1.202278956528e+00	8.500791170640e-02
5.934625050395e-01	-3.694964778529e+01	-1.201422619228e+00	8.522391639378e-02
5.935959573680e-01	-3.673738740007e+01	-1.200566281928e+00	8.543992108099e-02
5.937294096966e-01	-3.652512701469e+01	-1.199709944628e+00	8.565592576837e-02
5.938628620251e-01	-3.631286662947e+01	-1.198853607328e+00	8.587193045558e-02
5.939963143537e-01	-3.610060624409e+01	-1.197997270027e+00	8.608793514296e-02
5.941297666822e-01	-3.588834585966e+01	-1.197140932727e+00	8.630393982781e-02
5.942632190108e-01	-3.567608547510e+01	-1.196284595426e+00	8.651994451275e-02
