# time [ns]	Wlong [V/pC]	Wxdip [V/pC.mm]	Wydip [V/pC.mm]
3.100000000000000e-02	-6.135522482668000e-02	4.081043512754000e-02	9.821202029473000e-03
3.200000000000000e-02	-8.578682429094001e-02	4.038396021675000e-02	9.468684724409000e-03
3.300000000000000e-02	-1.007978801693000e-01	3.982527206810000e-02	9.018664735678000e-03
3.400000000000000e-02	-1.063883926661000e-01	3.913437068444000e-02	8.471142065394999e-03
3.500000000000000e-02	-1.119789050563000e-01	3.844346930073000e-02	7.923619395429000e-03
3.600000000000000e-02	-9.789424170869999e-02	3.774181675990000e-02	7.434670278006000e-03
3.700000000000000e-02	-8.380957836109000e-02	3.704016421907000e-02	6.945721160583000e-03
3.800000000000000e-02	-6.470773830771000e-02	3.643042674926000e-02	6.583057677607000e-03
3.900000000000000e-02	-4.058872165735000e-02	3.591260434847000e-02	6.346679826340000e-03
4.000000000000000e-02	-1.646970502717000e-02	3.539478194891000e-02	6.110301976658000e-03
4.100000000000000e-02	3.927711729606000e-03	3.510141211605000e-02	6.166046388821000e-03
4.200000000000000e-02	2.432512848638000e-02	3.480804228320000e-02	6.221790800984000e-03
4.300000000000000e-02	3.778011375299000e-02	3.456904896353000e-02	6.364968411008000e-03
4.400000000000000e-02	4.429266767998000e-02	3.438443215587000e-02	6.595579216998000e-03
4.500000000000000e-02	5.080522152297000e-02	3.419981534776000e-02	6.826190022886000e-03
4.600000000000000e-02	4.182395159160000e-02	3.393242163820000e-02	7.038102642316000e-03
4.700000000000000e-02	3.284268166023000e-02	3.366502792865000e-02	7.250015261747000e-03
4.800000000000000e-02	1.955155848884000e-02	3.327857127148000e-02	7.373652886866000e-03
4.900000000000000e-02	1.950582170902000e-03	3.277305166930000e-02	7.409015519588000e-03
5.000000000000000e-02	-1.565039413524000e-02	3.226753206562000e-02	7.444378151131000e-03
5.100000000000000e-02	-3.107577503863000e-02	3.148575041924000e-02	7.262097404427000e-03
5.200000000000000e-02	-4.650115594202000e-02	3.070396877286000e-02	7.079816657722000e-03
5.300000000000000e-02	-5.658451283480000e-02	2.982860890211000e-02	6.831569785259000e-03
5.400000000000000e-02	-6.132584583282000e-02	2.885967080904000e-02	6.517356788468000e-03
5.500000000000000e-02	-6.606717876302000e-02	2.789073271579000e-02	6.203143791791000e-03
5.600000000000000e-02	-5.829745372649000e-02	2.689146970185000e-02	5.910018959908000e-03
5.700000000000000e-02	-5.052772868996000e-02	2.589220668791000e-02	5.616894128025000e-03
5.800000000000000e-02	-3.912264397966000e-02	2.494478176592000e-02	5.399211972861000e-03
5.900000000000000e-02	-2.408219967442000e-02	2.404919493477000e-02	5.256972492782000e-03
6.000000000000000e-02	-9.041755377574999e-03	2.315360810440000e-02	5.114733013719000e-03
6.100000000000000e-02	4.449310916489000e-03	2.240310178359000e-02	5.160213426720000e-03
6.200000000000000e-02	1.794037721055000e-02	2.165259546278000e-02	5.205693839721000e-03
6.300000000000000e-02	2.703216146537000e-02	2.094265353759000e-02	5.310605441335000e-03
6.400000000000000e-02	3.172466377633000e-02	2.027327600713000e-02	5.474948230274000e-03
6.500000000000000e-02	3.641716602982000e-02	1.960389847646000e-02	5.639291019164000e-03
6.600000000000000e-02	3.050893615294000e-02	1.889288070749000e-02	5.794517927052000e-03
6.700000000000000e-02	2.460070627606000e-02	1.818186293853000e-02	5.949744834941000e-03
6.800000000000000e-02	1.550431322445000e-02	1.739702036848000e-02	6.044670330211000e-03
6.900000000000001e-02	3.219757067262000e-03	1.653835299895000e-02	6.079294414172000e-03
7.000000000000001e-02	-9.064799084051001e-03	1.567968562847000e-02	6.113918497293000e-03
7.099999999999999e-02	-2.026527015582000e-02	1.464484729993000e-02	5.993709798341000e-03
7.199999999999999e-02	-3.146574122760000e-02	1.361000897140000e-02	5.873501099389000e-03
7.300000000000000e-02	-3.896687690045000e-02	1.251825094941000e-02	5.704091647698000e-03
7.400000000000000e-02	-4.276867725461000e-02	1.136957323522000e-02	5.485481444334000e-03
7.500000000000000e-02	-4.657047755930000e-02	1.022089552103000e-02	5.266871241028000e-03
7.600000000000000e-02	-4.124637269761000e-02	9.073480050192000e-03	5.058910211512000e-03
7.700000000000000e-02	-3.592226783592000e-02	7.926064579353000e-03	4.850949181996000e-03
7.800000000000000e-02	-2.779397905522000e-02	6.830783602008000e-03	4.696736536511000e-03
7.900000000000000e-02	-1.686150641633000e-02	5.787637117027000e-03	4.596272273891000e-03
8.000000000000000e-02	-5.929033782017000e-03	4.744490632812000e-03	4.495808012021000e-03
8.100000000000000e-02	4.160190558013000e-03	3.842771316672000e-03	4.533774919988000e-03
8.200000000000000e-02	1.424941489804000e-02	2.941052000531000e-03	4.571741827955000e-03
8.300000000000000e-02	2.112656829006000e-02	2.089020106413000e-03	4.654776135671000e-03
8.400000000000001e-02	2.479165080372000e-02	1.286675633241000e-03	4.782877842157000e-03
8.500000000000001e-02	2.845673327373000e-02	4.843311601233000e-04	4.910979548614000e-03
8.599999999999999e-02	2.407169287628000e-02	-3.079327514711000e-04	5.033702290306000e-03
8.699999999999999e-02	1.968665247882000e-02	-1.100196663066000e-03	5.156425031998000e-03
8.799999999999999e-02	1.278201809330000e-02	-1.927380801828000e-03	5.233422808319000e-03
8.900000000000000e-02	3.357789774353000e-03	-2.789485167000000e-03	5.264695620259000e-03
9.000000000000000e-02	-6.066438541095000e-03	-3.651589532674000e-03	5.295968431549000e-03
9.100000000000000e-02	-1.484518091631000e-02	-4.606083909445000e-03	5.207206107712000e-03
9.200000000000000e-02	-2.362392329152000e-02	-5.560578286217000e-03	5.118443783875000e-03
9.300000000000000e-02	-2.957961553059000e-02	-6.537431676827000e-03	4.990561328778000e-03
9.400000000000000e-02	-3.271225769476000e-02	-7.536644080791000e-03	4.823558743271000e-03
9.500000000000000e-02	-3.584489982003000e-02	-8.535856484507999e-03	4.656556157799000e-03
9.600000000000000e-02	-3.180366154314000e-02	-9.489506130100999e-03	4.495918891948000e-03
9.700000000000000e-02	-2.776242326624000e-02	-1.044315577569000e-02	4.335281626098000e-03
9.800000000000000e-02	-2.144697591158000e-02	-1.133274987183000e-02	4.216385626709000e-03
9.900000000000000e-02	-1.285731952847000e-02	-1.215828841991000e-02	4.139230892876000e-03
1.000000000000000e-01	-4.267663148225000e-03	-1.298382696713000e-02	4.062076159638000e-03
1.010000000000000e-01	3.793454949162000e-03	-1.364990543564000e-02	4.094606542432000e-03
1.020000000000000e-01	1.185457304655000e-02	-1.431598390416000e-02	4.127136925226000e-03
1.030000000000000e-01	1.738847116838000e-02	-1.491845203742000e-02	4.195978737104000e-03
1.040000000000000e-01	2.039514936945000e-02	-1.545730983680000e-02	4.301131977278000e-03
1.050000000000000e-01	2.340182753535000e-02	-1.599616763588000e-02	4.406285217434000e-03
1.060000000000000e-01	1.992146880811000e-02	-1.647950576056000e-02	4.507897705703000e-03
1.070000000000000e-01	1.644111008086000e-02	-1.696284388523000e-02	4.609510193972000e-03
1.080000000000000e-01	1.088058804751000e-02	-1.745141959840000e-02	4.674320821822000e-03
1.090000000000000e-01	3.239902753153000e-03	-1.794523289995000e-02	4.702329590051000e-03
1.100000000000000e-01	-4.400782538886000e-03	-1.843904620168000e-02	4.730338357749000e-03
1.110000000000000e-01	-1.161454929825000e-02	-1.896405880339000e-02	4.660377237102000e-03
1.120000000000000e-01	-1.882831605762000e-02	-1.948907140511000e-02	4.590416116454000e-03
1.130000000000000e-01	-2.376168421437000e-02	-2.001154067024000e-02	4.488019364927000e-03
1.140000000000000e-01	-2.641465381795000e-02	-2.053146659884000e-02	4.353186983224000e-03
1.150000000000000e-01	-2.906762338951000e-02	-2.105139252702000e-02	4.218354601543000e-03
1.160000000000000e-01	-2.581341316725000e-02	-2.149444336304000e-02	4.087732186992000e-03
1.170000000000000e-01	-2.255920294499000e-02	-2.193749419907000e-02	3.957109772440000e-03
1.180000000000000e-01	-1.739466509349000e-02	-2.230899014723000e-02	3.860607199286000e-03
1.190000000000000e-01	-1.031979965416000e-02	-2.260893120909000e-02	3.798224466789000e-03
1.200000000000000e-01	-3.244934216803000e-03	-2.290887227005000e-02	3.735841734784000e-03
1.210000000000000e-01	3.468329136267000e-03	-2.304141740936000e-02	3.764300592709000e-03
1.220000000000000e-01	1.018159248934000e-02	-2.317396254867000e-02	3.792759450634000e-03
1.230000000000000e-01	1.481258913057000e-02	-2.323724541699000e-02	3.851629043892000e-03
1.240000000000000e-01	1.736131910511000e-02	-2.323126601584000e-02	3.940909371825000e-03
1.250000000000000e-01	1.991004905021000e-02	-2.322528661428000e-02	4.030189699745000e-03
1.260000000000000e-01	1.702716963637000e-02	-2.314350410757000e-02	4.116967742629000e-03
1.270000000000000e-01	1.414429022254000e-02	-2.306172160086000e-02	4.203745785514000e-03
1.280000000000000e-01	9.491090955166001e-03	-2.297154560866000e-02	4.259740144465000e-03
1.290000000000000e-01	3.067571872653000e-03	-2.287297613117000e-02	4.284950820149000e-03
1.300000000000000e-01	-3.355947208220000e-03	-2.277440665370000e-02	4.310161495385000e-03
1.310000000000000e-01	-9.476853373884001e-03	-2.268073175199000e-02	4.252630601422000e-03
1.320000000000000e-01	-1.559775953955000e-02	-2.258705685029000e-02	4.195099707459000e-03
1.330000000000000e-01	-1.980674306326000e-02	-2.248267945587000e-02	4.109879046133000e-03
1.340000000000000e-01	-2.210380398647000e-02	-2.236759956896000e-02	3.996968618044000e-03
1.350000000000000e-01	-2.440086488247000e-02	-2.225251968163000e-02	3.884058189970000e-03
1.360000000000000e-01	-2.167827353447000e-02	-2.205928871521000e-02	3.774126672450000e-03
1.370000000000000e-01	-1.895568218647000e-02	-2.186605774880000e-02	3.664195154930000e-03
1.380000000000000e-01	-1.458717745250000e-02	-2.160746445803000e-02	3.583116324685000e-03
1.390000000000000e-01	-8.572759368253000e-03	-2.128350884432000e-02	3.530890181091000e-03
1.400000000000000e-01	-2.558341285425000e-03	-2.095955322981000e-02	3.478664037917000e-03
1.410000000000000e-01	3.193455827653000e-03	-2.048772726380000e-02	3.503969055187000e-03
1.420000000000000e-01	8.945252940730000e-03	-2.001590129778000e-02	3.529274072457000e-03
1.430000000000000e-01	1.292685971917000e-02	-1.948433796246000e-02	3.580741842896000e-03
1.440000000000000e-01	1.513827620136000e-02	-1.889303725914000e-02	3.658372365937000e-03
1.450000000000000e-01	1.734969265822000e-02	-1.830173655549000e-02	3.736002888969000e-03
1.460000000000000e-01	1.488982533343000e-02	-1.764882413046000e-02	3.811774591066000e-03
1.470000000000000e-01	1.242995800863000e-02	-1.699591170542000e-02	3.887546293163000e-03
1.480000000000000e-01	8.429669871213999e-03	-1.633978811138000e-02	3.936865175751000e-03
1.490000000000000e-01	2.888960954574000e-03	-1.568045334841000e-02	3.959731239404000e-03
1.500000000000000e-01	-2.651747960845000e-03	-1.502111858554000e-02	3.982597302669000e-03
1.510000000000000e-01	-7.967152289008000e-03	-1.437863701550000e-02	3.933860253704000e-03
1.520000000000000e-01	-1.328255661717000e-02	-1.373615544545000e-02	3.885123204739000e-03
1.530000000000000e-01	-1.695237115234000e-02	-1.309293963858000e-02	3.812236341925000e-03
1.540000000000000e-01	-1.897659593021000e-02	-1.244898959490000e-02	3.715199665785000e-03
1.550000000000000e-01	-2.100082068443000e-02	-1.180503955096000e-02	3.618162989657000e-03
1.560000000000000e-01	-1.866151999033000e-02	-1.111446014008000e-02	3.523338312140000e-03
1.570000000000000e-01	-1.632221929623000e-02	-1.042388072919000e-02	3.428513634623000e-03
1.580000000000000e-01	-1.253752893892000e-02	-9.688938708113000e-03	3.358683843448000e-03
1.590000000000000e-01	-7.307448949749000e-03	-8.909634077804001e-03	3.313848938071000e-03
1.600000000000000e-01	-2.077368961654000e-03	-8.130329446950999e-03	3.269014033061000e-03
1.610000000000000e-01	2.953538753443000e-03	-7.250635247648000e-03	3.291806027997000e-03
1.620000000000000e-01	7.984446468539999e-03	-6.370941048346000e-03	3.314598022933000e-03
1.630000000000000e-01	1.147606570331000e-02	-5.455018313819000e-03	3.360347711444000e-03
1.640000000000000e-01	1.342839649115000e-02	-4.502867044853000e-03	3.429055093033000e-03
1.650000000000000e-01	1.538072725677000e-02	-3.550715775786000e-03	3.497762474614000e-03
1.660000000000000e-01	1.323552648020000e-02	-2.579880161352000e-03	3.565037050540000e-03
1.670000000000000e-01	1.109032570364000e-02	-1.609044546919000e-03	3.632311626465000e-03
1.680000000000000e-01	7.581956601295000e-03	-6.546291570997000e-04	3.676398267671000e-03
1.690000000000000e-01	2.710419202736000e-03	2.833660084604000e-04	3.697296974662000e-03
1.700000000000000e-01	-2.161118194880000e-03	1.221361173716000e-03	3.718195681311000e-03
1.710000000000000e-01	-6.858617494849000e-03	2.103096722811000e-03	3.675990587570000e-03
1.720000000000000e-01	-1.155611679482000e-02	2.984832271906000e-03	3.633785493830000e-03
1.730000000000000e-01	-1.480940699416000e-02	3.845204373820000e-03	3.570170885304000e-03
1.740000000000000e-01	-1.661848812419000e-02	4.684213029016000e-03	3.485146762456000e-03
1.750000000000000e-01	-1.842756923330000e-02	5.523221684185000e-03	3.400122639617000e-03
1.760000000000000e-01	-1.637775494174000e-02	6.357261969839000e-03	3.316801545462000e-03
1.770000000000000e-01	-1.432794065018000e-02	7.191302255492000e-03	3.233480451308000e-03
1.780000000000000e-01	-1.098989501331000e-02	8.040691603904001e-03	3.172206827891000e-03
1.790000000000000e-01	-6.363618059071000e-03	8.905430014742000e-03	3.132980674734000e-03
1.800000000000000e-01	-1.737341105675000e-03	9.770168425796000e-03	3.093754521902000e-03
1.810000000000000e-01	2.732871487751000e-03	1.067484098200000e-02	3.114497129732000e-03
1.820000000000000e-01	7.203084081178000e-03	1.157951353821000e-02	3.135239737563000e-03
1.830000000000000e-01	1.031173591078000e-02	1.249137133961000e-02	3.176435473115000e-03
1.840000000000000e-01	1.205882700608000e-02	1.341041438607000e-02	3.238084335946000e-03
1.850000000000000e-01	1.380591808161000e-02	1.432945743234000e-02	3.299733198770000e-03
1.860000000000000e-01	1.190382384441000e-02	1.521451207747000e-02	3.360245728323000e-03
1.870000000000000e-01	1.000172960721000e-02	1.609956672261000e-02	3.420758257877000e-03
1.880000000000000e-01	6.877263662400000e-03	1.694451400615000e-02	3.460631692099000e-03
1.890000000000000e-01	2.530426036487000e-03	1.774935392898000e-02	3.479866031438000e-03
1.900000000000000e-01	-1.816411588675000e-03	1.855419385125000e-02	3.499100370470000e-03
1.910000000000000e-01	-6.024882174645000e-03	1.925788415607000e-02	3.461928813653000e-03
1.920000000000000e-01	-1.023335276062000e-02	1.996157446089000e-02	3.424757256835000e-03
1.930000000000000e-01	-1.315515805338000e-02	2.062092357740000e-02	3.368359565406000e-03
1.940000000000000e-01	-1.479029808084000e-02	2.123593150655000e-02	3.292735739781000e-03
1.950000000000000e-01	-1.642543808955000e-02	2.185093943541000e-02	3.217111914164000e-03
1.960000000000000e-01	-1.460176423027000e-02	2.241194153623000e-02	3.142836654927000e-03
1.970000000000000e-01	-1.277809037099000e-02	2.297294363705000e-02	3.068561395690000e-03
1.980000000000000e-01	-9.792603019862000e-03	2.352362895735000e-02	3.014008280748000e-03
1.990000000000000e-01	-5.645302202076000e-03	2.406399749736000e-02	2.979177309673000e-03
2.000000000000000e-01	-1.498001384969000e-03	2.460436603731000e-02	2.944346338890000e-03
2.010000000000000e-01	2.523875072461000e-03	2.513424000631000e-02	2.963385385835000e-03
2.020000000000000e-01	6.545751529890000e-03	2.566411397530000e-02	2.982424432780000e-03
2.030000000000000e-01	9.347084925929000e-03	2.617833885677000e-02	3.019905327453000e-03
2.040000000000000e-01	1.092787528704000e-02	2.667691465104000e-02	3.075828069455000e-03
2.050000000000000e-01	1.250866563033000e-02	2.717549044492000e-02	3.131750811451000e-03
2.060000000000000e-01	1.080028315505000e-02	2.760164407806000e-02	3.186751730957000e-03
2.070000000000000e-01	9.091900679781001e-03	2.802779771120000e-02	3.241752650462000e-03
2.080000000000000e-01	6.275670872030000e-03	2.839820992471000e-02	3.278159284750000e-03
2.090000000000000e-01	2.351593755823000e-03	2.871288071981000e-02	3.295971634222000e-03
2.100000000000000e-01	-1.572483359773000e-03	2.902755151422000e-02	3.313783983417000e-03
2.110000000000000e-01	-5.383965836874000e-03	2.921468850879000e-02	3.280604293700000e-03
2.120000000000000e-01	-9.195448313974000e-03	2.940182550336000e-02	3.247424603982000e-03
2.130000000000000e-01	-1.184684848681000e-02	2.953240410505000e-02	3.196798987274000e-03
2.140000000000000e-01	-1.333816638054000e-02	2.960642431509000e-02	3.128727443955000e-03
2.150000000000000e-01	-1.482948425728000e-02	2.968044452471000e-02	3.060655900642000e-03
2.160000000000000e-01	-1.318691791096000e-02	2.967622684582000e-02	2.993676514687000e-03
2.170000000000000e-01	-1.154435156465000e-02	2.967200916694000e-02	2.926697128731000e-03
2.180000000000000e-01	-8.843832581292000e-03	2.964570838156000e-02	2.877558462457000e-03
2.190000000000000e-01	-5.085360983841000e-03	2.959732449015000e-02	2.846260515477000e-03
2.200000000000000e-01	-1.326889386947000e-03	2.954894059857000e-02	2.814962568763000e-03
2.210000000000000e-01	2.328720493659000e-03	2.946968217802000e-02	2.832562743533000e-03
2.220000000000000e-01	5.984330374265000e-03	2.939042375748000e-02	2.850162918304000e-03
2.230000000000000e-01	8.534005009316000e-03	2.928840423887000e-02	2.884554176363000e-03
2.240000000000000e-01	9.977744422796000e-03	2.916362362268000e-02	2.935736517346000e-03
2.250000000000000e-01	1.142148382005000e-02	2.903884300606000e-02	2.986918858326000e-03
2.260000000000000e-01	9.871484905225001e-03	2.883545416797000e-02	3.037339512168000e-03
2.270000000000000e-01	8.321485990404999e-03	2.863206532987000e-02	3.087760166011000e-03
2.280000000000000e-01	5.758602593463000e-03	2.837375522099000e-02	3.121263219079000e-03
2.290000000000000e-01	2.182834736364000e-03	2.806052384252000e-02	3.137848671738000e-03
2.300000000000000e-01	-1.392933120230000e-03	2.774729246340000e-02	3.154434124146000e-03
2.310000000000000e-01	-4.875318675136000e-03	2.731393622128000e-02	3.124494029969000e-03
2.320000000000000e-01	-8.357704230041001e-03	2.688057997916000e-02	3.094553935792000e-03
2.330000000000000e-01	-1.078393123358000e-02	2.639593722435000e-02	3.048646979816000e-03
2.340000000000000e-01	-1.215399970866000e-02	2.586000795794000e-02	2.986773162386000e-03
2.350000000000000e-01	-1.352406816820000e-02	2.532407869118000e-02	2.924899344961000e-03
2.360000000000000e-01	-1.202938388886000e-02	2.472190202017000e-02	2.863926426756000e-03
2.370000000000000e-01	-1.053469960952000e-02	2.411972534916000e-02	2.802953508552000e-03
2.380000000000000e-01	-8.068903097669999e-03	2.350226012662000e-02	2.758267724472000e-03
2.390000000000000e-01	-4.631994374359000e-03	2.286950635288000e-02	2.729869074165000e-03
2.400000000000000e-01	-1.195085651513000e-03	2.223675257907000e-02	2.701470424100000e-03
2.410000000000000e-01	2.156036963663000e-03	2.159008842193000e-02	2.717838794465000e-03
2.420000000000000e-01	5.507159578839000e-03	2.094342426478000e-02	2.734207164830000e-03
2.430000000000000e-01	7.847311274452999e-03	2.028529244147000e-02	2.765987348372000e-03
2.440000000000000e-01	9.176492072429000e-03	1.961569295223000e-02	2.813179344755000e-03
2.450000000000000e-01	1.050567285551000e-02	1.894609346272000e-02	2.860371341135000e-03
2.460000000000000e-01	9.087886971322999e-03	1.822742293047000e-02	2.906924298115000e-03
2.470000000000000e-01	7.670101087134000e-03	1.750875239821000e-02	2.953477255094000e-03
2.480000000000000e-01	5.319427936399000e-03	1.675319610047000e-02	2.984512280492000e-03
2.490000000000000e-01	2.035867539347000e-03	1.596075403804000e-02	3.000029374645000e-03
2.500000000000000e-01	-1.247692857278000e-03	1.516831197517000e-02	3.015546468566000e-03
2.510000000000000e-01	-4.452592659249000e-03	1.429638005168000e-02	2.988285647979000e-03
2.520000000000000e-01	-7.657492461221000e-03	1.342444812819000e-02	2.961024827391000e-03
2.530000000000000e-01	-9.893090965100000e-03	1.252259490225000e-02	2.919045404132000e-03
2.540000000000000e-01	-1.115938819191000e-02	1.159082037452000e-02	2.862347378520000e-03
2.550000000000000e-01	-1.242568540441000e-02	1.065904584667000e-02	2.805649352912000e-03
2.560000000000000e-01	-1.105382411708000e-02	9.704163085204999e-03	2.749705911133000e-03
2.570000000000000e-01	-9.681962829750000e-03	8.749280323742999e-03	2.693762469355000e-03
2.580000000000000e-01	-7.412685687325000e-03	7.800813670451000e-03	2.652801575311000e-03
2.590000000000000e-01	-4.245992709268000e-03	6.858763125190000e-03	2.626823228676000e-03
2.600000000000000e-01	-1.079299731604000e-03	5.916712580098000e-03	2.600844882265000e-03
2.610000000000000e-01	2.014802401013000e-03	5.005676217636000e-03	2.616146503068000e-03
2.620000000000000e-01	5.108904533629000e-03	4.094639855175000e-03	2.631448123871000e-03
2.630000000000000e-01	7.271985495197000e-03	3.196189161335000e-03	2.660991855695000e-03
2.640000000000000e-01	8.504045305904000e-03	2.310324135842000e-03	2.704777698231000e-03
2.650000000000000e-01	9.736105102853001e-03	1.424459110367000e-03	2.748563540764000e-03
2.660000000000000e-01	8.430374021138000e-03	5.417247215201000e-04	2.791806313346000e-03
2.670000000000000e-01	7.124642939424000e-03	-3.410096673267000e-04	2.835049085929000e-03
2.680000000000000e-01	4.954311816681000e-03	-1.232755226918000e-03	2.863959936105000e-03
2.690000000000000e-01	1.919380671659000e-03	-2.133511957058000e-03	2.878538864185000e-03
2.700000000000000e-01	-1.115550473000000e-03	-3.034268687318000e-03	2.893117792051000e-03
2.710000000000000e-01	-4.083383707642000e-03	-3.957075998356000e-03	2.868108096740000e-03
2.720000000000000e-01	-7.051216942284000e-03	-4.879883309395000e-03	2.843098401430000e-03
2.730000000000000e-01	-9.123439209770001e-03	-5.804186086711000e-03	2.804437598509000e-03
2.740000000000000e-01	-1.030005052952000e-02	-6.729984330272000e-03	2.752125688273000e-03
2.750000000000000e-01	-1.147666183602000e-02	-7.655782573663000e-03	2.699813778041000e-03
2.760000000000000e-01	-1.020854965280000e-02	-8.550030574269001e-03	2.648142114507000e-03
2.770000000000000e-01	-8.940437469582001e-03	-9.444278574873999e-03	2.596470450973000e-03
2.780000000000000e-01	-6.838249025063000e-03	-1.030601296804000e-02	2.558670313398000e-03
2.790000000000000e-01	-3.901984337334000e-03	-1.113523375447000e-02	2.534741701481000e-03
2.800000000000000e-01	-9.657196499427000e-04	-1.196445454047000e-02	2.510813089772000e-03
2.810000000000000e-01	1.908320658247000e-03	-1.271199280109000e-02	2.525181656857000e-03
2.820000000000000e-01	4.782360966437000e-03	-1.345953106171000e-02	2.539550223943000e-03
2.830000000000000e-01	6.793595876126000e-03	-1.416924822385000e-02	2.567156353051000e-03
2.840000000000000e-01	7.942025406025000e-03	-1.484114428832000e-02	2.608000043895000e-03
2.850000000000000e-01	9.090454923140000e-03	-1.551304035250000e-02	2.648843734736000e-03
2.860000000000000e-01	7.880623320612000e-03	-1.613081783601000e-02	2.689220828963000e-03
2.870000000000000e-01	6.670791718083000e-03	-1.674859531951000e-02	2.729597923190000e-03
2.880000000000000e-01	4.655315842486000e-03	-1.734988787999000e-02	2.756660862091000e-03
2.890000000000000e-01	1.834195711290000e-03	-1.793469551781000e-02	2.770409645955000e-03
2.900000000000000e-01	-9.869244195931000e-04	-1.851950315547000e-02	2.784158429620000e-03
2.910000000000000e-01	-3.750221601484000e-03	-1.907698492414000e-02	2.761065604513000e-03
2.920000000000000e-01	-6.513518783374000e-03	-1.963446669280000e-02	2.737972779406000e-03
2.930000000000000e-01	-8.444521025705001e-03	-2.017054732378000e-02	2.702152146506000e-03
2.940000000000000e-01	-9.543228346524000e-03	-2.068522681754000e-02	2.653603706089000e-03
2.950000000000000e-01	-1.064193565500000e-02	-2.119990631091000e-02	2.605055265676000e-03
2.960000000000000e-01	-9.462995760256001e-03	-2.164219884496000e-02	2.557056094643000e-03
2.970000000000000e-01	-8.284055865517000e-03	-2.208449137901000e-02	2.509056923610000e-03
2.980000000000000e-01	-6.326068232972000e-03	-2.247643046953000e-02	2.473971707123000e-03
2.990000000000000e-01	-3.589032879513000e-03	-2.281801611761000e-02	2.451800444901000e-03
3.000000000000000e-01	-8.519975263478000e-04	-2.315960176508000e-02	2.429629182873000e-03
3.010000000000000e-01	1.831081380291000e-03	-2.338811293678000e-02	2.443174526036000e-03
3.020000000000000e-01	4.514160286929000e-03	-2.361662410848000e-02	2.456719869199000e-03
3.030000000000000e-01	6.393314308054000e-03	-2.379314244970000e-02	2.482630690116000e-03
3.040000000000000e-01	7.468543461100000e-03	-2.391766796156000e-02	2.520906988522000e-03
3.050000000000000e-01	8.543772602204000e-03	-2.404219347299000e-02	2.559183286925000e-03
3.060000000000000e-01	7.416499788124000e-03	-2.408656950337000e-02	2.597054884256000e-03
3.070000000000000e-01	6.289226974044000e-03	-2.413094553376000e-02	2.634926481587000e-03
3.080000000000000e-01	4.407720510101000e-03	-2.414713003692000e-02	2.660366851885000e-03
