# t_ns	Wlong_V/pC	Wx_dip_V/pCmm	Wy_dip_V/pCmm
5.204640813254e-03	-2.052849730415e+01	1.936045189320e-01	1.858857726822e-01
5.338093141799e-03	-2.178212264706e+01	1.979664222868e-01	1.900855078820e-01
5.471545470344e-03	-2.347133637554e+01	2.022848878450e-01	1.942444452716e-01
5.604997798889e-03	-2.561054417359e+01	2.065590411687e-01	1.983617641466e-01
5.738450127434e-03	-2.801167422709e+01	2.107880298525e-01	2.024366642786e-01
5.871902455979e-03	-3.058704179334e+01	2.149710214503e-01	2.064683639142e-01
6.005354784524e-03	-3.327608569157e+01	2.191072020627e-01	2.104560984062e-01
6.138807113069e-03	-3.590602148186e+01	2.231957754088e-01	2.143991193104e-01
6.272259441614e-03	-3.833225389009e+01	2.272359622476e-01	2.182966938178e-01
6.405711770159e-03	-4.050330998509e+01	2.312270000472e-01	2.221481044250e-01
6.539164098704e-03	-4.232854526637e+01	2.351681428289e-01	2.259526487720e-01
6.672616427248e-03	-4.374446880200e+01	2.390586611288e-01	2.297096395937e-01
6.806068755793e-03	-4.468092340655e+01	2.428978420406e-01	2.334184047493e-01
6.939521084338e-03	-4.520005003267e+01	2.466849893099e-01	2.370782873010e-01
7.072973412883e-03	-4.535338108898e+01	2.504194234620e-01	2.406886456251e-01
7.206425741428e-03	-4.507243662759e+01	2.541004819482e-01	2.442488535421e-01
7.339878069973e-03	-4.453050899808e+01	2.577275193039e-01	2.477583004567e-01
7.473330398518e-03	-4.377646637709e+01	2.612999073102e-01	2.512163915033e-01
7.606782727063e-03	-4.282401906961e+01	2.648170351563e-01	2.546225476904e-01
7.740235055608e-03	-4.179046738196e+01	2.682783095996e-01	2.579762060452e-01
7.873687384153e-03	-4.071385886428e+01	2.716831551214e-01	2.612768197530e-01
8.007139712698e-03	-3.962035494158e+01	2.750310140785e-01	2.645238582927e-01
8.140592041243e-03	-3.852086933002e+01	2.783213468475e-01	2.677168075671e-01
8.274044369788e-03	-3.746718895013e+01	2.815536319645e-01	2.708551700269e-01
8.407496698333e-03	-3.639328229285e+01	2.847273662565e-01	2.739384647894e-01
8.540949026878e-03	-3.532634972179e+01	2.878420649674e-01	2.769662277504e-01
8.674401355423e-03	-3.428660787751e+01	2.908972618765e-01	2.799380116899e-01
8.807853683968e-03	-3.318124451923e+01	2.938925094099e-01	2.828533863717e-01
8.941306012513e-03	-3.204178472974e+01	2.968273787448e-01	2.857119386363e-01
9.074758341058e-03	-3.088424474834e+01	2.997014599073e-01	2.885132724870e-01
9.208210669603e-03	-2.971295193621e+01	3.025143618621e-01	2.912570091701e-01
9.341662998148e-03	-2.851351581102e+01	3.052657125957e-01	2.939427872480e-01
9.475115326693e-03	-2.734680087988e+01	3.079551591923e-01	2.965702626660e-01
9.608567655238e-03	-2.624957230517e+01	3.105823679019e-01	2.991391088121e-01
9.742019983783e-03	-2.521702800678e+01	3.131470242019e-01	3.016490165710e-01
9.875472312328e-03	-2.431933668115e+01	3.156488328510e-01	3.040996943704e-01
1.000892464087e-02	-2.358254411210e+01	3.180875179356e-01	3.064908682213e-01
1.014237696942e-02	-2.299867699367e+01	3.204628229098e-01	3.088222817520e-01
1.027582929796e-02	-2.258447505072e+01	3.227745106269e-01	3.110936962346e-01
1.040928162651e-02	-2.239392780904e+01	3.250223633644e-01	3.133048906053e-01
1.054273395505e-02	-2.234869643048e+01	3.272061828416e-01	3.154556614785e-01
1.067618628360e-02	-2.246233750192e+01	3.293257902298e-01	3.175458231535e-01
1.080963861214e-02	-2.274348331045e+01	3.313810261549e-01	3.195752076151e-01
1.094309094069e-02	-2.307223319932e+01	3.333717506937e-01	3.215436645274e-01
1.107654326923e-02	-2.350594845019e+01	3.352978433613e-01	3.234510612214e-01
1.120999559778e-02	-2.400953457420e+01	3.371592030934e-01	3.252972826754e-01
1.134344792632e-02	-2.450088398106e+01	3.389557482190e-01	3.270822314894e-01
1.147690025487e-02	-2.500194146308e+01	3.406874164282e-01	3.288058278530e-01
1.161035258341e-02	-2.550105272448e+01	3.423541647310e-01	3.304680095066e-01
1.174380491196e-02	-2.595035671585e+01	3.439559694098e-01	3.320687316961e-01
1.187725724050e-02	-2.635738659968e+01	3.454928259650e-01	3.336079671214e-01
1.201070956905e-02	-2.673977188605e+01	3.469647490528e-01	3.350857058786e-01
1.214416189759e-02	-2.704192099367e+01	3.483717724163e-01	3.365019553957e-01
1.227761422614e-02	-2.728763943869e+01	3.497139488101e-01	3.378567403620e-01
1.241106655468e-02	-2.747075209389e+01	3.509913499169e-01	3.391501026515e-01
1.254451888323e-02	-2.757258241686e+01	3.522040662580e-01	3.403821012396e-01
1.267797121177e-02	-2.760726524496e+01	3.533522070966e-01	3.415528121144e-01
1.281142354032e-02	-2.753327755980e+01	3.544359003344e-01	3.426623281814e-01
1.294487586886e-02	-2.737314858694e+01	3.554552924014e-01	3.437107591621e-01
1.307832819741e-02	-2.711920543412e+01	3.564105481388e-01	3.446982314870e-01
1.321178052595e-02	-2.675019873402e+01	3.573018506757e-01	3.456248881825e-01
1.334523285450e-02	-2.629472686733e+01	3.581294012986e-01	3.464908887519e-01
1.347868518304e-02	-2.572835506016e+01	3.588934193152e-01	3.472964090506e-01
1.361213751159e-02	-2.506770400188e+01	3.595941419107e-01	3.480416411560e-01
1.374558984013e-02	-2.433044726108e+01	3.602318239987e-01	3.487267932309e-01
1.387904216868e-02	-2.350302139957e+01	3.608067380652e-01	3.493520893821e-01
1.401249449722e-02	-2.261409299452e+01	3.613191740064e-01	3.499177695135e-01
1.414594682577e-02	-2.167708477619e+01	3.617694389610e-01	3.504240891728e-01
1.427939915431e-02	-2.069534018465e+01	3.621578571351e-01	3.508713193945e-01
1.441285148286e-02	-1.966567814667e+01	3.624847696228e-01	3.512597465359e-01
1.454630381140e-02	-1.861280571006e+01	3.627505342191e-01	3.515896721091e-01
1.467975613995e-02	-1.756317047370e+01	3.629555252285e-01	3.518614126076e-01
1.481320846849e-02	-1.649896262997e+01	3.631001332669e-01	3.520752993276e-01
1.494666079704e-02	-1.543625355528e+01	3.631847650586e-01	3.522316781848e-01
1.508011312558e-02	-1.439268072604e+01	3.632098432266e-01	3.523309095261e-01
1.521356545413e-02	-1.335742125758e+01	3.631758060791e-01	3.523733679365e-01
1.534701778267e-02	-1.237308412493e+01	3.630831073887e-01	3.523594420419e-01
1.548047011122e-02	-1.143969313103e+01	3.629322161685e-01	3.522895343065e-01
1.561392243976e-02	-1.053126887089e+01	3.627236164410e-01	3.521640608267e-01
1.574737476831e-02	-9.726284918483e+00	3.624578070033e-01	3.519834511196e-01
1.588082709685e-02	-9.007832538099e+00	3.621353011869e-01	3.517481479084e-01
1.601427942540e-02	-8.343002612984e+00	3.617566266125e-01	3.514586069027e-01
1.614773175394e-02	-7.792813823236e+00	3.613223249405e-01	3.511152965754e-01
1.628118408249e-02	-7.362318660957e+00	3.608329516166e-01	3.507186979351e-01
1.641463641103e-02	-7.023268144725e+00	3.602890756129e-01	3.502693042955e-01
1.654808873958e-02	-6.786381676350e+00	3.596912791646e-01	3.497676210399e-01
1.668154106812e-02	-6.687295657809e+00	3.590401575027e-01	3.492141653834e-01
1.681499339667e-02	-6.688291192550e+00	3.583363185821e-01	3.486094661309e-01
1.694844572521e-02	-6.795853654479e+00	3.575803828060e-01	3.479540634312e-01
1.708189805376e-02	-7.022872374272e+00	3.567729827466e-01	3.472485085291e-01
1.721535038230e-02	-7.336954829573e+00	3.559147628612e-01	3.464933635137e-01
1.734880271085e-02	-7.765344414003e+00	3.550063792056e-01	3.456892010628e-01
1.748225503939e-02	-8.268947866175e+00	3.540484991433e-01	3.448366041865e-01
1.761570736794e-02	-8.838803840283e+00	3.530418010514e-01	3.439361659654e-01
1.774915969648e-02	-9.490254666552e+00	3.519869740236e-01	3.429884892884e-01
1.788261202503e-02	-1.018582078875e+01	3.508847175697e-01	3.419941865865e-01
1.801606435357e-02	-1.092490823307e+01	3.497357413118e-01	3.409538795648e-01
1.814951668212e-02	-1.167672046370e+01	3.485407646784e-01	3.398681989318e-01
1.828296901066e-02	-1.242654436147e+01	3.473005165949e-01	3.387377841269e-01
1.841642133921e-02	-1.318592295186e+01	3.460157351724e-01	3.375632830454e-01
1.854987366775e-02	-1.390993952184e+01	3.446871673926e-01	3.363453517620e-01
1.868332599630e-02	-1.459559814244e+01	3.433155687919e-01	3.350846542516e-01
1.881677832484e-02	-1.525676284222e+01	3.419017031423e-01	3.337818621100e-01
1.895023065339e-02	-1.584556163580e+01	3.404463421304e-01	3.324376542709e-01
1.908368298193e-02	-1.637157218771e+01	3.389502650346e-01	3.310527167232e-01
1.921713531048e-02	-1.684281488903e+01	3.374142584004e-01	3.296277422261e-01
1.935058763902e-02	-1.723333102992e+01	3.358391157141e-01	3.281634300231e-01
1.948403996757e-02	-1.756464102445e+01	3.342256370744e-01	3.266604855550e-01
1.961749229611e-02	-1.782135115111e+01	3.325746288637e-01	3.251196201717e-01
1.975094462466e-02	-1.800595550416e+01	3.308869034169e-01	3.235415508436e-01
1.988439695320e-02	-1.815170558200e+01	3.291632786901e-01	3.219269998720e-01
2.001784928175e-02	-1.824767136319e+01	3.274045779278e-01	3.202766945986e-01
2.015130161029e-02	-1.827853812680e+01	3.256116293287e-01	3.185913671150e-01
2.028475393884e-02	-1.827704253238e+01	3.237852657125e-01	3.168717539718e-01
2.041820626738e-02	-1.826843543202e+01	3.219263241840e-01	3.151185958871e-01
2.055165859593e-02	-1.821974696160e+01	3.200356457983e-01	3.133326374551e-01
2.068511092447e-02	-1.815873651516e+01	3.181140752251e-01	3.115146268552e-01
2.081856325302e-02	-1.810640820703e+01	3.161624604130e-01	3.096653155601e-01
2.095201558156e-02	-1.805188664700e+01	3.141816522533e-01	3.077854580451e-01
2.108546791011e-02	-1.801462284493e+01	3.121725042450e-01	3.058758114979e-01
2.121892023865e-02	-1.799018946922e+01	3.101358721589e-01	3.039371355278e-01
2.135237256720e-02	-1.799350512092e+01	3.080726137027e-01	3.019701918766e-01
2.148582489574e-02	-1.803448119091e+01	3.059835881864e-01	2.999757441300e-01
2.161927722429e-02	-1.810158162307e+01	3.038696561888e-01	2.979545574292e-01
2.175272955283e-02	-1.820584019615e+01	3.017316792241e-01	2.959073981844e-01
2.188618188138e-02	-1.835632036349e+01	2.995705194100e-01	2.938350337889e-01
2.201963420992e-02	-1.854184554534e+01	2.973870391365e-01	2.917382323342e-01
2.215308653846e-02	-1.877439654533e+01	2.951821007364e-01	2.896177623269e-01
2.228653886701e-02	-1.904813077354e+01	2.929565661567e-01	2.874743924065e-01
2.241999119555e-02	-1.935897246832e+01	2.907112966311e-01	2.853088910655e-01
2.255344352410e-02	-1.972593569919e+01	2.884471523556e-01	2.831220263703e-01
2.268689585264e-02	-2.011285281611e+01	2.861649921637e-01	2.809145656843e-01
2.282034818119e-02	-2.053072150844e+01	2.838656732054e-01	2.786872753930e-01
2.295380050973e-02	-2.098799075317e+01	2.815500506269e-01	2.764409206305e-01
2.308725283828e-02	-2.145644948389e+01	2.792189772532e-01	2.741762650088e-01
2.322070516682e-02	-2.194383593858e+01	2.768733032723e-01	2.718940703490e-01
2.335415749537e-02	-2.244126293451e+01	2.745138759222e-01	2.695950964142e-01
2.348760982391e-02	-2.293675826382e+01	2.721415391804e-01	2.672801006461e-01
2.362106215246e-02	-2.343492921913e+01	2.697571334556e-01	2.649498379025e-01
2.375451448100e-02	-2.392690280940e+01	2.673614952826e-01	2.626050601987e-01
2.388796680955e-02	-2.437993136061e+01	2.649554570197e-01	2.602465164513e-01
2.402141913809e-02	-2.482333704907e+01	2.625398465495e-01	2.578749522237e-01
2.415487146664e-02	-2.525099275628e+01	2.601154869820e-01	2.554911094763e-01
2.428832379518e-02	-2.562613860581e+01	2.576831963616e-01	2.530957263180e-01
2.442177612373e-02	-2.598171171651e+01	2.552437873775e-01	2.506895367617e-01
2.455522845227e-02	-2.630124750615e+01	2.527980670765e-01	2.482732704830e-01
2.468868078082e-02	-2.658160483150e+01	2.503468365807e-01	2.458476525812e-01
2.482213310936e-02	-2.682669397689e+01	2.478908908077e-01	2.434134033449e-01
2.495558543791e-02	-2.703534947481e+01	2.454310181953e-01	2.409712380197e-01
2.508903776645e-02	-2.721613413248e+01	2.429680004295e-01	2.385218665806e-01
2.522249009500e-02	-2.735950580966e+01	2.405026121766e-01	2.360659935072e-01
2.535594242354e-02	-2.747659257743e+01	2.380356208200e-01	2.336043175622e-01
2.548939475209e-02	-2.757479253080e+01	2.355677861997e-01	2.311375315751e-01
2.562284708063e-02	-2.766243984184e+01	2.330998603575e-01	2.286663222280e-01
2.575629940918e-02	-2.772465117676e+01	2.306325872857e-01	2.261913698459e-01
2.588975173772e-02	-2.778552884469e+01	2.281667026806e-01	2.237133481916e-01
2.602320406627e-02	-2.784192632512e+01	2.257029337002e-01	2.212329242635e-01
2.615665639481e-02	-2.788954037404e+01	2.232419987266e-01	2.187507580980e-01
2.629010872336e-02	-2.795909903328e+01	2.207846071335e-01	2.162675025760e-01
2.642356105190e-02	-2.802169393126e+01	2.183314590577e-01	2.137838032336e-01
2.655701338045e-02	-2.811018607304e+01	2.158832451761e-01	2.113002980771e-01
2.669046570899e-02	-2.821142202630e+01	2.134406464871e-01	2.088176174017e-01
2.682391803754e-02	-2.832257757555e+01	2.110043340979e-01	2.063363836156e-01
2.695737036608e-02	-2.846915877524e+01	2.085749690155e-01	2.038572110675e-01
2.709082269463e-02	-2.862989230811e+01	2.061532019442e-01	2.013807058791e-01
2.722427502317e-02	-2.882281323530e+01	2.037396730876e-01	1.989074657821e-01
2.735772735172e-02	-2.903507423744e+01	2.013350119555e-01	1.964380799595e-01
2.749117968026e-02	-2.927657956392e+01	1.989398371777e-01	1.939731288916e-01
2.762463200881e-02	-2.954619629730e+01	1.965547563212e-01	1.915131842066e-01
2.775808433735e-02	-2.984328223539e+01	1.941803657143e-01	1.890588085359e-01
2.789153666590e-02	-3.016160320863e+01	1.918172502758e-01	1.866105553744e-01
2.802498899444e-02	-3.050427012278e+01	1.894659833496e-01	1.841689689447e-01
2.815844132299e-02	-3.088086656240e+01	1.871271265452e-01	1.817345840670e-01
2.829189365153e-02	-3.127014080594e+01	1.848012295838e-01	1.793079260335e-01
2.842534598008e-02	-3.169167814406e+01	1.824888301498e-01	1.768895104869e-01
2.855879830862e-02	-3.212169261964e+01	1.801904537490e-01	1.744798433052e-01
2.869225063717e-02	-3.258149803802e+01	1.779066135713e-01	1.720794204901e-01
2.882570296571e-02	-3.305874879306e+01	1.756378103605e-01	1.696887280605e-01
2.895915529426e-02	-3.353137209307e+01	1.733845322890e-01	1.673082419519e-01
2.909260762280e-02	-3.403707528870e+01	1.711472548393e-01	1.649384279192e-01
2.922605995135e-02	-3.454402204857e+01	1.689264406906e-01	1.625797414457e-01
2.935951227989e-02	-3.504953104533e+01	1.667225396123e-01	1.602326276566e-01
2.949296460844e-02	-3.556088042148e+01	1.645359883624e-01	1.578975212371e-01
2.962641693698e-02	-3.606739859635e+01	1.623672105931e-01	1.555748463559e-01
2.975986926553e-02	-3.655315210781e+01	1.602166167616e-01	1.532650165939e-01
2.989332159407e-02	-3.704129245691e+01	1.580846040476e-01	1.509684348772e-01
3.002677392262e-02	-3.750593620502e+01	1.559715562760e-01	1.486854934154e-01
3.016022625116e-02	-3.792164902387e+01	1.538778438470e-01	1.464165736451e-01
3.029367857971e-02	-3.833105828857e+01	1.518038236709e-01	1.441620461782e-01
3.042713090825e-02	-3.868896563988e+01	1.497498391102e-01	1.419222707547e-01
3.056058323680e-02	-3.899702548666e+01	1.477162199271e-01	1.396975962013e-01
3.069403556534e-02	-3.926197659092e+01	1.457032822374e-01	1.374883603943e-01
3.082748789389e-02	-3.946920386233e+01	1.437113284704e-01	1.352948902278e-01
3.096094022243e-02	-3.961762681362e+01	1.417406473351e-01	1.331175015864e-01
3.109439255098e-02	-3.969739608365e+01	1.397915137925e-01	1.309564993232e-01
3.122784487952e-02	-3.971958516242e+01	1.378641890337e-01	1.288121772424e-01
3.136129720807e-02	-3.966545354749e+01	1.359589204643e-01	1.266848180869e-01
3.149474953661e-02	-3.953883209667e+01	1.340759416953e-01	1.245746935309e-01
3.162820186516e-02	-3.934620422076e+01	1.322154725392e-01	1.224820641768e-01
3.176165419370e-02	-3.908772270867e+01	1.303777190130e-01	1.204071795572e-01
3.189510652225e-02	-3.874595402153e+01	1.285628733466e-01	1.183502781418e-01
3.202855885079e-02	-3.834150994409e+01	1.267711139974e-01	1.163115873487e-01
3.216201117934e-02	-3.788257747136e+01	1.250026056713e-01	1.142913235604e-01
3.229546350788e-02	-3.733846762112e+01	1.232574993489e-01	1.122896921449e-01
3.242891583643e-02	-3.674923187125e+01	1.215359323181e-01	1.103068874807e-01
3.256236816497e-02	-3.609358683494e+01	1.198380282128e-01	1.083430929869e-01
3.269582049352e-02	-3.537807558407e+01	1.181638970566e-01	1.063984811576e-01
3.282927282206e-02	-3.462867898601e+01	1.165136353132e-01	1.044732136009e-01
3.296272515061e-02	-3.382058078179e+01	1.148873259422e-01	1.025674410822e-01
3.309617747915e-02	-3.296385540105e+01	1.132850384604e-01	1.006813035723e-01
3.322962980770e-02	-3.207419407536e+01	1.117068290094e-01	9.881493029883e-02
3.336308213624e-02	-3.115280241134e+01	1.101527404281e-01	9.696843980340e-02
3.349653446479e-02	-3.018187826394e+01	1.086228023314e-01	9.514194000184e-02
3.362998679333e-02	-2.919607663175e+01	1.071170311939e-01	9.333552824921e-02
3.376343912188e-02	-2.818722368218e+01	1.056354304397e-01	9.154929140876e-02
3.389689145042e-02	-2.714669558882e+01	1.041779905369e-01	8.978330592500e-02
3.403034377897e-02	-2.610151553633e+01	1.027446890981e-01	8.803763790082e-02
3.416379610751e-02	-2.503273015294e+01	1.013354909856e-01	8.631234317858e-02
3.429724843606e-02	-2.395852346886e+01	9.995034842278e-02	8.460746742502e-02
3.443070076460e-02	-2.288363583847e+01	9.858920110920e-02	8.292304622016e-02
3.456415309315e-02	-2.180191933070e+01	9.725197634231e-02	8.125910514984e-02
3.469760542169e-02	-2.072049009096e+01	9.593858914317e-02	7.961565990207e-02
3.483105775024e-02	-1.964780249206e+01	9.464894238762e-02	7.799271636698e-02
3.496451007878e-02	-1.858339564568e+01	9.338292694214e-02	7.639027074040e-02
3.509796240733e-02	-1.753255547413e+01	9.214042180462e-02	7.480830963092e-02
3.523141473587e-02	-1.648999547002e+01	9.092129424982e-02	7.324681017039e-02
3.536486706442e-02	-1.546167389160e+01	8.972539997949e-02	7.170574012784e-02
3.549831939296e-02	-1.446246973342e+01	8.855258327713e-02	7.018505802669e-02
3.563177172151e-02	-1.346501131346e+01	8.740267716712e-02	6.868471326516e-02
3.576522405005e-02	-1.249635548747e+01	8.627550357844e-02	6.720464623988e-02
3.589867637860e-02	-1.154898322977e+01	8.517087351250e-02	6.574478847258e-02
3.603212870714e-02	-1.061211127252e+01	8.408858721545e-02	6.430506273977e-02
3.616558103569e-02	-9.701362768440e+00	8.302843435441e-02	6.288538320538e-02
3.629903336423e-02	-8.807860989938e+00	8.199019419794e-02	6.148565555626e-02
3.643248569278e-02	-7.930686494928e+00	8.097363580036e-02	6.010577714042e-02
3.656593802132e-02	-7.070158927931e+00	7.997851819003e-02	5.874563710799e-02
3.669939034987e-02	-6.234254604141e+00	7.900459056134e-02	5.740511655488e-02
3.683284267841e-02	-5.402610068669e+00	7.805159247042e-02	5.608408866883e-02
3.696629500696e-02	-4.600125443588e+00	7.711925403445e-02	5.478241887807e-02
3.709974733550e-02	-3.811565899495e+00	7.620729613442e-02	5.349996500228e-02
3.723319966405e-02	-3.040124081479e+00	7.531543062132e-02	5.223657740584e-02
3.736665199259e-02	-2.301271896584e+00	7.444336052558e-02	5.099209915340e-02
3.750010432114e-02	-1.572422605566e+00	7.359078026972e-02	4.976636616742e-02
3.763355664968e-02	-8.831584313579e-01	7.275737588408e-02	4.855920738794e-02
3.776700897823e-02	-2.115174520382e-01	7.194282522551e-02	4.737044493419e-02
3.790046130677e-02	4.168122206530e-01	7.114679819897e-02	4.619989426813e-02
3.803391363532e-02	1.011120985014e+00	7.036895698183e-02	4.504736435981e-02
3.816736596386e-02	1.570494372540e+00	6.960895625092e-02	4.391265785442e-02
3.830081829241e-02	2.071482896483e+00	6.886644341204e-02	4.279557124099e-02
3.843427062095e-02	2.539470171349e+00	6.814105883201e-02	4.169589502261e-02
3.856772294950e-02	2.946826963817e+00	6.743243607293e-02	4.061341388816e-02
3.870117527804e-02	3.310165821358e+00	6.674020212880e-02	3.954790688541e-02
3.883462760659e-02	3.609477039894e+00	6.606397766415e-02	3.849914759533e-02
3.896807993513e-02	3.851383165961e+00	6.540337725472e-02	3.746690430777e-02
3.910153226368e-02	4.039297607687e+00	6.475800963000e-02	3.645094019808e-02
3.923498459222e-02	4.166745971983e+00	6.412747791759e-02	3.545101350494e-02
3.936843692077e-02	4.243465899601e+00	6.351137988919e-02	3.446687770902e-02
3.950188924931e-02	4.247009283075e+00	6.290930820813e-02	3.349828171259e-02
3.963534157786e-02	4.207195685428e+00	6.232085067840e-02	3.254497001985e-02
3.976879390640e-02	4.110569090451e+00	6.174559049490e-02	3.160668291803e-02
3.990224623495e-02	3.966308456195e+00	6.118310649502e-02	3.068315665906e-02
4.003569856349e-02	3.770808016358e+00	6.063297341122e-02	2.977412364176e-02
4.016915089204e-02	3.535213067474e+00	6.009476212464e-02	2.887931259460e-02
4.030260322058e-02	3.268675144581e+00	5.956803991956e-02	2.799844875863e-02
4.043605554913e-02	2.954858759069e+00	5.905237073860e-02	2.713125407088e-02
4.056950787767e-02	2.624015652390e+00	5.854731543859e-02	2.627744734788e-02
4.070296020622e-02	2.261480806410e+00	5.805243204694e-02	2.543674446929e-02
4.083641253476e-02	1.891177091041e+00	5.756727601841e-02	2.460885856160e-02
4.096986486331e-02	1.500748593194e+00	5.709140049219e-02	2.379350018180e-02
4.110331719185e-02	1.101395932122e+00	5.662435654916e-02	2.299037750093e-02
4.123676952040e-02	7.116823787076e-01	5.616569346919e-02	2.219919648736e-02
4.137022184894e-02	3.109450932168e-01	5.571495898845e-02	2.141966108991e-02
4.150367417749e-02	-7.648835393907e-02	5.527169955646e-02	2.065147342055e-02
4.163712650603e-02	-4.565108963827e-01	5.483546059301e-02	1.989433393663e-02
4.177057883458e-02	-8.190673915972e-01	5.440578674450e-02	1.914794162270e-02
4.190403116312e-02	-1.167220454033e+00	5.398222214001e-02	1.841199417163e-02
4.203748349167e-02	-1.493469526452e+00	5.356431064655e-02	1.768618816520e-02
4.217093582021e-02	-1.809464178183e+00	5.315159612372e-02	1.697021925382e-02
4.230438814876e-02	-2.098236282756e+00	5.274362267750e-02	1.626378233554e-02
4.243784047730e-02	-2.356142768256e+00	5.233993491306e-02	1.556657173415e-02
4.257129280585e-02	-2.612881251937e+00	5.194007818664e-02	1.487828137629e-02
4.270474513439e-02	-2.829347899001e+00	5.154359885609e-02	1.419860496762e-02
4.283819746294e-02	-3.035165144469e+00	5.115004453034e-02	1.352723616781e-02
4.297164979148e-02	-3.229077467241e+00	5.075896431734e-02	1.286386876442e-02
4.310510212003e-02	-3.401563977272e+00	5.036990907061e-02	1.220819684552e-02
4.323855444857e-02	-3.564327221225e+00	4.998243163419e-02	1.155991497108e-02
4.337200677712e-02	-3.715353394312e+00	4.959608708591e-02	1.091871834287e-02
4.350545910566e-02	-3.863058393040e+00	4.921043297883e-02	1.028430297308e-02
4.363891143421e-02	-3.998998840569e+00	4.882502958085e-02	9.656365851336e-03
4.377236376275e-02	-4.143099205361e+00	4.843944011231e-02	9.034605110235e-03
4.390581609130e-02	-4.282158158727e+00	4.805323098146e-02	8.418720189209e-03
4.403926841984e-02	-4.430913301893e+00	4.766597201781e-02	7.808411996757e-03
4.417272074839e-02	-4.589314821297e+00	4.727723670312e-02	7.203383070920e-03
4.430617307693e-02	-4.747127816128e+00	4.688660240010e-02	6.603337737968e-03
4.443962540547e-02	-4.925218484239e+00	4.649365057853e-02	6.007982269241e-03
4.457307773402e-02	-5.114812760166e+00	4.609796703890e-02	5.417025036080e-03
4.470653006256e-02	-5.318071045589e+00	4.569914213334e-02	4.830176662800e-03
4.483998239111e-02	-5.532454475001e+00	4.529677098379e-02	4.247150177651e-03
4.497343471965e-02	-5.768627297004e+00	4.489045369742e-02	3.667661161712e-03
4.510688704820e-02	-6.018645237520e+00	4.447979557895e-02	3.091427895673e-03
4.524033937674e-02	-6.285483211053e+00	4.406440734016e-02	2.518171504446e-03
