# This wake potential is calculated with sigma = 0.4 mm.
# "s [mm]"	"Wake potential [V/pC]"
5.201040208041608537e+01	2.082295333401667781e-01
5.205041008201639841e+01	2.081969789534764970e-01
5.209041808361672565e+01	2.081644011459766463e-01
5.213042608521704580e+01	2.081317999213322667e-01
5.217043408681735883e+01	2.080991752832110631e-01
5.221044208841768608e+01	2.080665272352832385e-01
5.225045009001800622e+01	2.080338557812217437e-01
5.229045809161831926e+01	2.080011609247020832e-01
5.233046609321864651e+01	2.079684426694025090e-01
5.237047409481896665e+01	2.079357010190036603e-01
5.241048209641928679e+01	2.079029359771891738e-01
5.245049009801959983e+01	2.078701475476450455e-01
5.249049809961992707e+01	2.078373357340599081e-01
5.253050610122024011e+01	2.078045005401252254e-01
5.257051410282056025e+01	2.077716419695348204e-01
5.261052210442088750e+01	2.077387600259853195e-01
5.265053010602120054e+01	2.077058547131759580e-01
5.269053810762152779e+01	2.076729260348086636e-01
5.273054610922184793e+01	2.076399739945878065e-01
5.277055411082216096e+01	2.076069985962205322e-01
5.281056211242248821e+01	2.075739998434165678e-01
5.285057011402280125e+01	2.075409777398882494e-01
5.289057811562312139e+01	2.075079322893505773e-01
5.293058611722344153e+01	2.074748634955212723e-01
5.297059411882376878e+01	2.074417713621204140e-01
5.301060212042408182e+01	2.074086558928709689e-01
5.305061012202440196e+01	2.073755170914983736e-01
5.309061812362472921e+01	2.073423549617307848e-01
5.313062612522504224e+01	2.073091695072988572e-01
5.317063412682536239e+01	2.072759607319361042e-01
5.321064212842568963e+01	2.072427286393783152e-01
5.325065013002600267e+01	2.072094732333643052e-01
5.329065813162632281e+01	2.071761945176351927e-01
5.333066613322665006e+01	2.071428924959348161e-01
5.337067413482696310e+01	2.071095671720097064e-01
5.341068213642729035e+01	2.070762185496088925e-01
5.345069013802760338e+01	2.070428466324841787e-01
5.349069813962792352e+01	2.070094514243899231e-01
5.353070614122824367e+01	2.069760329290829259e-01
5.357071414282856381e+01	2.069425911503229298e-01
5.361072214442888395e+01	2.069091260918720643e-01
5.365073014602920409e+01	2.068756377574951233e-01
5.369073814762953134e+01	2.068421261509595932e-01
5.373074614922983727e+01	2.068085912760355138e-01
5.377075415083016452e+01	2.067750331364955063e-01
5.381076215243049177e+01	2.067414517361149118e-01
5.385077015403079770e+01	2.067078470786716526e-01
5.389077815563112495e+01	2.066742191679462326e-01
5.393078615723145219e+01	2.066405680077217089e-01
5.397079415883176523e+01	2.066068936017839142e-01
5.401080216043208537e+01	2.065731959539212348e-01
5.405081016203240551e+01	2.065394750679245828e-01
5.409081816363272566e+01	2.065057309475875902e-01
5.413082616523304580e+01	2.064719635967064704e-01
5.417083416683336594e+01	2.064381730190800179e-01
5.421084216843368608e+01	2.064043592185098031e-01
5.425085017003400623e+01	2.063705221987996163e-01
5.429085817163432637e+01	2.063366619637562738e-01
5.433086617323463940e+01	2.063027785171891448e-01
5.437087417483496665e+01	2.062688718629099305e-01
5.441088217643529390e+01	2.062349420047331627e-01
5.445089017803559983e+01	2.062009889464760382e-01
5.449089817963592708e+01	2.061670126919582513e-01
5.453090618123625433e+01	2.061330132450020225e-01
5.457091418283656026e+01	2.060989906094323199e-01
5.461092218443688751e+01	2.060649447890767483e-01
5.465093018603720765e+01	2.060308757877654384e-01
5.469093818763752779e+01	2.059967836093310745e-01
5.473094618923784083e+01	2.059626682576091439e-01
5.477095419083816807e+01	2.059285297364374379e-01
5.481096219243848822e+01	2.058943680496567452e-01
5.485097019403880125e+01	2.058601832011100752e-01
5.489097819563912850e+01	2.058259751946433236e-01
5.493098619723944154e+01	2.057917440341048843e-01
5.497099419883976879e+01	2.057574897233456490e-01
5.501100220044008893e+01	2.057232122662193130e-01
5.505101020204040196e+01	2.056889116665820416e-01
5.509101820364072921e+01	2.056545879282926925e-01
5.513102620524105646e+01	2.056202410552126492e-01
5.517103420684136239e+01	2.055858710512058762e-01
5.521104220844168964e+01	2.055514779201390585e-01
5.525105021004200978e+01	2.055170616658814065e-01
5.529105821164232282e+01	2.054826222923047396e-01
5.533106621324264296e+01	2.054481598032834588e-01
5.537107421484297021e+01	2.054136742026945739e-01
5.541108221644329035e+01	2.053791654944177869e-01
5.545109021804360339e+01	2.053446336823351870e-01
5.549109821964393063e+01	2.053100787703316943e-01
5.553110622124424367e+01	2.052755007622946715e-01
5.557111422284456381e+01	2.052408996621142290e-01
5.561112222444489106e+01	2.052062754736828365e-01
5.565113022604521120e+01	2.051716282008958225e-01
5.569113822764553134e+01	2.051369578476509581e-01
5.573114622924584438e+01	2.051022644178486509e-01
5.577115423084617163e+01	2.050675479153918068e-01
5.581116223244649177e+01	2.050328083441862181e-01
5.585117023404680481e+01	2.049980457081399254e-01
5.589117823564713206e+01	2.049632600111637448e-01
5.593118623724744509e+01	2.049284512571711014e-01
5.597119423884777234e+01	2.048936194500778907e-01
5.601120224044809248e+01	2.048587645938027557e-01
5.605121024204840552e+01	2.048238866922668100e-01
5.609121824364873277e+01	2.047889857493938592e-01
5.613122624524906001e+01	2.047540617691101517e-01
5.617123424684936595e+01	2.047191147553446833e-01
5.621124224844969319e+01	2.046841447120290591e-01
5.625125025005001334e+01	2.046491516430972157e-01
5.629125825165032637e+01	2.046141355524860317e-01
5.633126625325064651e+01	2.045790964441346615e-01
5.637127425485097376e+01	2.045440343219851187e-01
5.641128225645129390e+01	2.045089491899818035e-01
5.645129025805160694e+01	2.044738410520718364e-01
5.649129825965193419e+01	2.044387099122048357e-01
5.653130626125224723e+01	2.044035557743329734e-01
5.657131426285256737e+01	2.043683786424111970e-01
5.661132226445289461e+01	2.043331785203968687e-01
5.665133026605320765e+01	2.042979554122499319e-01
5.669133826765353490e+01	2.042627093219331058e-01
5.673134626925385504e+01	2.042274402534114963e-01
5.677135427085416808e+01	2.041921482106527908e-01
5.681136227245449533e+01	2.041568331976273687e-01
5.685137027405480836e+01	2.041214952183082187e-01
5.689137827565512850e+01	2.040861342766707720e-01
5.693138627725544865e+01	2.040507503766932074e-01
5.697139427885577589e+01	2.040153435223560907e-01
5.701140228045608893e+01	2.039799137176427357e-01
5.705141028205640907e+01	2.039444609665390096e-01
5.709141828365673632e+01	2.039089852730331942e-01
5.713142628525704936e+01	2.038734866411164859e-01
5.717143428685736950e+01	2.038379650747823291e-01
5.721144228845769675e+01	2.038024205780269438e-01
5.725145029005800978e+01	2.037668531548490203e-01
5.729145829165832993e+01	2.037312628092499411e-01
5.733146629325865717e+01	2.036956495452335869e-01
5.737147429485897021e+01	2.036600133668063917e-01
5.741148229645929746e+01	2.036243542779773430e-01
5.745149029805961050e+01	2.035886722827583428e-01
5.749149829965993064e+01	2.035529673851632637e-01
5.753150630126025078e+01	2.035172395892091424e-01
5.757151430286057092e+01	2.034814888989151804e-01
5.761152230446089106e+01	2.034457153183034106e-01
5.765153030606121121e+01	2.034099188513982526e-01
5.769153830766153845e+01	2.033740995022268738e-01
5.773154630926184439e+01	2.033382572748189121e-01
5.777155431086217163e+01	2.033023921732066419e-01
5.781156231246249888e+01	2.032665042014247803e-01
5.785157031406281192e+01	2.032305933635106809e-01
5.789157831566313206e+01	2.031946596635044178e-01
5.793158631726345931e+01	2.031587031054484516e-01
5.797159431886377234e+01	2.031227236933878799e-01
5.801160232046409249e+01	2.030867214313703539e-01
5.805161032206441263e+01	2.030506963234461337e-01
5.809161832366473277e+01	2.030146483736680330e-01
5.813162632526505291e+01	2.029785775860913910e-01
5.817163432686537305e+01	2.029424839647741285e-01
5.821164232846569320e+01	2.029063675137768585e-01
5.825165033006601334e+01	2.028702282371625809e-01
5.829165833166633348e+01	2.028340661389969601e-01
5.833166633326664652e+01	2.027978812233482142e-01
5.837167433486697377e+01	2.027616734942871146e-01
5.841168233646730101e+01	2.027254429558870141e-01
5.845169033806760694e+01	2.026891896122238745e-01
5.849169833966793419e+01	2.026529134673761279e-01
5.853170634126826144e+01	2.026166145254248152e-01
5.857171434286856737e+01	2.025802927904535866e-01
5.861172234446889462e+01	2.025439482665485902e-01
5.865173034606921476e+01	2.025075809577985275e-01
5.869173834766953490e+01	2.024711908682947925e-01
5.873174634926984794e+01	2.024347780021311383e-01
5.877175435087017519e+01	2.023983423634040935e-01
5.881176235247049533e+01	2.023618839562125460e-01
5.885177035407081547e+01	2.023254027846581593e-01
5.889177835567113561e+01	2.022888988528449283e-01
5.893178635727144865e+01	2.022523721648795958e-01
5.897179435887177590e+01	2.022158227248713747e-01
5.901180236047209604e+01	2.021792505369320314e-01
5.905181036207240908e+01	2.021426556051759693e-01
5.909181836367273633e+01	2.021060379337200064e-01
5.913182636527305647e+01	2.020693975266836806e-01
5.917183436687336950e+01	2.020327343881890281e-01
5.921184236847369675e+01	2.019960485223604996e-01
5.925185037007401689e+01	2.019593399333254602e-01
5.929185837167432993e+01	2.019226086252133845e-01
5.933186637327465007e+01	2.018858546021566336e-01
5.937187437487497732e+01	2.018490778682899556e-01
5.941188237647529746e+01	2.018122784277507353e-01
5.945189037807561050e+01	2.017754562846789113e-01
5.949189837967593775e+01	2.017386114432169197e-01
5.953190638127625078e+01	2.017017439075096952e-01
5.957191438287657093e+01	2.016648536817050863e-01
5.961192238447689817e+01	2.016279407699529125e-01
5.965193038607721121e+01	2.015910051764059352e-01
5.969193838767753846e+01	2.015540469052194694e-01
5.973194638927785149e+01	2.015170659605512726e-01
5.977195439087817164e+01	2.014800623465616281e-01
5.981196239247849888e+01	2.014430360674134002e-01
5.985197039407881903e+01	2.014059871272720625e-01
5.989197839567913206e+01	2.013689155303056977e-01
5.993198639727945221e+01	2.013318212806845808e-01
5.997199439887977945e+01	2.012947043825820126e-01
6.001200240048009249e+01	2.012575648401735418e-01
6.005201040208041263e+01	2.012204026576372984e-01
6.009201840368073988e+01	2.011832178391540493e-01
6.013202640528105292e+01	2.011460103889070317e-01
6.017203440688137306e+01	2.011087803110820915e-01
6.021204240848170031e+01	2.010715276098676563e-01
6.025205041008201334e+01	2.010342522894543738e-01
6.029205841168233349e+01	2.009969543540359727e-01
6.033206641328265363e+01	2.009596338078082911e-01
6.037207441488297377e+01	2.009222906549699150e-01
6.041208241648330102e+01	2.008849248997218728e-01
6.045209041808361405e+01	2.008475365462678019e-01
6.049209841968393420e+01	2.008101255988138933e-01
6.053210642128425434e+01	2.007726920615688915e-01
6.057211442288457448e+01	2.007352359387439278e-01
6.061212242448489462e+01	2.006977572345528538e-01
6.065213042608521476e+01	2.006602559532120189e-01
6.069213842768554201e+01	2.006227320989401874e-01
6.073214642928584794e+01	2.005851856759588714e-01
6.077215443088617519e+01	2.005476166884919420e-01
6.081216243248650244e+01	2.005100251407659073e-01
6.085217043408681548e+01	2.004724110370098289e-01
6.089217843568713562e+01	2.004347743814552107e-01
6.093218643728745576e+01	2.003971151783361382e-01
6.097219443888777590e+01	2.003594334318892778e-01
6.101220244048809604e+01	2.003217291463537664e-01
6.105221044208841619e+01	2.002840023259714053e-01
6.109221844368873633e+01	2.002462529749862996e-01
6.113222644528905647e+01	2.002084810976452467e-01
6.117223444688937661e+01	2.001706866981975141e-01
6.121224244848969676e+01	2.001328697808951174e-01
6.125225045009001690e+01	2.000950303499922089e-01
6.129225845169033704e+01	2.000571684097458280e-01
6.133226645329065008e+01	2.000192839644154008e-01
6.137227445489097732e+01	1.999813770182628792e-01
6.141228245649130457e+01	1.999434475755527962e-01
6.145229045809161761e+01	1.999054956405520722e-01
6.149229845969193775e+01	1.998675212175303473e-01
6.153230646129225789e+01	1.998295243107597041e-01
6.157231446289257804e+01	1.997915049245148067e-01
6.161232246449289818e+01	1.997534630630727059e-01
6.165233046609321832e+01	1.997153987307131173e-01
6.169233846769354557e+01	1.996773119317183098e-01
6.173234646929385150e+01	1.996392026703729949e-01
6.177235447089417875e+01	1.996010709509643544e-01
6.181236247249450599e+01	1.995629167777822066e-01
6.185237047409481903e+01	1.995247401551188959e-01
6.189237847569513917e+01	1.994865410872692923e-01
6.193238647729546642e+01	1.994483195785305418e-01
6.197239447889577946e+01	1.994100756332028435e-01
6.201240248049609960e+01	1.993718092555884502e-01
6.205241048209641974e+01	1.993335204499922242e-01
6.209241848369673988e+01	1.992952092207217474e-01
6.213242648529706003e+01	1.992568755720869889e-01
6.217243448689738017e+01	1.992185195084003602e-01
6.221244248849770031e+01	1.991801410339769374e-01
6.225245049009802045e+01	1.991417401531342390e-01
6.229245849169834059e+01	1.991033168701924205e-01
6.233246649329865363e+01	1.990648711894739409e-01
6.237247449489898088e+01	1.990264031153039237e-01
6.241248249649930813e+01	1.989879126520100738e-01
6.245249049809961406e+01	1.989493998039225109e-01
6.249249849969994131e+01	1.989108645753738525e-01
6.253250650130026855e+01	1.988723069706992419e-01
6.257251450290057448e+01	1.988337269942365149e-01
6.261252250450090173e+01	1.987951246503257274e-01
6.265253050610122898e+01	1.987564999433096558e-01
6.269253850770154202e+01	1.987178528775336017e-01
6.273254650930186216e+01	1.986791834573453097e-01
6.277255451090218941e+01	1.986404916870949389e-01
6.281256251250250244e+01	1.986017775711353961e-01
6.285257051410282969e+01	1.985630411138219475e-01
6.289257851570313562e+01	1.985242823195124129e-01
6.293258651730346287e+01	1.984855011925671653e-01
6.297259451890379012e+01	1.984466977373489094e-01
6.301260252050409605e+01	1.984078719582231254e-01
6.305261052210442330e+01	1.983690238595575972e-01
6.309261852370473633e+01	1.983301534457227455e-01
6.313262652530506358e+01	1.982912607210914335e-01
6.317263452690538372e+01	1.982523456900390502e-01
6.321264252850569676e+01	1.982134083569435101e-01
6.325265053010602401e+01	1.981744487261851984e-01
6.329265853170632994e+01	1.981354668021470533e-01
6.333266653330665719e+01	1.980964625892145392e-01
6.337267453490698443e+01	1.980574360917755627e-01
6.341268253650729747e+01	1.980183873142205286e-01
6.345269053810761761e+01	1.979793162609424506e-01
6.349269853970794486e+01	1.979402229363367016e-01
6.353270654130825790e+01	1.979011073448012914e-01
6.357271454290858514e+01	1.978619694907366999e-01
6.361272254450890529e+01	1.978228093785458497e-01
6.365273054610921832e+01	1.977836270126342721e-01
6.369273854770954557e+01	1.977444223974099136e-01
6.373274654930986571e+01	1.977051955372832459e-01
6.377275455091017875e+01	1.976659464366672114e-01
6.381276255251050600e+01	1.976266750999773336e-01
6.385277055411083325e+01	1.975873815316316617e-01
6.389277855571113918e+01	1.975480657360505488e-01
6.393278655731146642e+01	1.975087277176570677e-01
6.397279455891179367e+01	1.974693674808767063e-01
6.401280256051209960e+01	1.974299850301374226e-01
6.405281056211242685e+01	1.973905803698697004e-01
6.409281856371273989e+01	1.973511535045064935e-01
6.413282656531306714e+01	1.973117044384833652e-01
6.417283456691339438e+01	1.972722331762382098e-01
6.421284256851370742e+01	1.972327397222115586e-01
6.425285057011402046e+01	1.971932240808463854e-01
6.429285857171433349e+01	1.971536862565880788e-01
6.433286657331466074e+01	1.971141262538846362e-01
6.437287457491497378e+01	1.970745440771865808e-01
6.441288257651530103e+01	1.970349397309468509e-01
6.445289057811562827e+01	1.969953132196207990e-01
6.449289857971594131e+01	1.969556645476664425e-01
6.453290658131625435e+01	1.969159937195442134e-01
6.457291458291658159e+01	1.968763007397169584e-01
6.461292258451689463e+01	1.968365856126502167e-01
6.465293058611722188e+01	1.967968483428118032e-01
6.469293858771754913e+01	1.967570889346721141e-01
6.473294658931786216e+01	1.967173073927040994e-01
6.477295459091818941e+01	1.966775037213831234e-01
6.481296259251850245e+01	1.966376779251870210e-01
6.485297059411881548e+01	1.965978300085961805e-01
6.489297859571914273e+01	1.965579599760934326e-01
6.493298659731946998e+01	1.965180678321641061e-01
6.497299459891978302e+01	1.964781535812960001e-01
6.501300260052011026e+01	1.964382172279795225e-01
6.505301060212043751e+01	1.963982587767073573e-01
6.509301860372073634e+01	1.963582782319748254e-01
6.513302660532106358e+01	1.963182755982796901e-01
6.517303460692139083e+01	1.962782508801221848e-01
6.521304260852170387e+01	1.962382040820050411e-01
6.525305061012203112e+01	1.961981352084335439e-01
6.529305861172234415e+01	1.961580442639153377e-01
6.533306661332267140e+01	1.961179312529606200e-01
6.537307461492298444e+01	1.960777961800820590e-01
6.541308261652329747e+01	1.960376390497947929e-01
6.545309061812362472e+01	1.959974598666164580e-01
6.549309861972393776e+01	1.959572586350671608e-01
6.553310662132426501e+01	1.959170353596695058e-01
6.557311462292457804e+01	1.958767900449485400e-01
6.561312262452490529e+01	1.958365226954318361e-01
6.565313062612521833e+01	1.957962333156494372e-01
6.569313862772553136e+01	1.957559219101338566e-01
6.573314662932585861e+01	1.957155884834199944e-01
6.577315463092618586e+01	1.956752330400453876e-01
6.581316263252649890e+01	1.956348555845499604e-01
6.585317063412682614e+01	1.955944561214761346e-01
6.589317863572715339e+01	1.955540346553687747e-01
6.593318663732746643e+01	1.955135911907752988e-01
6.597319463892777947e+01	1.954731257322454840e-01
6.601320264052810671e+01	1.954326382843316612e-01
6.605321064212841975e+01	1.953921288515886867e-01
6.609321864372874700e+01	1.953515974385737486e-01
6.613322664532907424e+01	1.953110440498465883e-01
6.617323464692938728e+01	1.952704686899694175e-01
6.621324264852971453e+01	1.952298713635069460e-01
6.625325065013002757e+01	1.951892520750262427e-01
6.629325865173034060e+01	1.951486108290970689e-01
6.633326665333066785e+01	1.951079476302913784e-01
6.637327465493099510e+01	1.950672624831838176e-01
6.641328265653130813e+01	1.950265553923512807e-01
6.645329065813163538e+01	1.949858263623734655e-01
6.649329865973194842e+01	1.949450753978322348e-01
6.653330666133226146e+01	1.949043025033119769e-01
6.657331466293258870e+01	1.948635076833996060e-01
6.661332266453290174e+01	1.948226909426845621e-01
6.665333066613322899e+01	1.947818522857586443e-01
6.669333866773354202e+01	1.947409917172160942e-01
6.673334666933386927e+01	1.947001092416536794e-01
6.677335467093418231e+01	1.946592048636707484e-01
6.681336267253449535e+01	1.946182785878688981e-01
6.685337067413482259e+01	1.945773304188521957e-01
6.689337867573513563e+01	1.945363603612274839e-01
6.693338667733546288e+01	1.944953684196036592e-01
6.697339467893579013e+01	1.944543545985923105e-01
6.701340268053610316e+01	1.944133189028074415e-01
6.705341068213643041e+01	1.943722613368654706e-01
6.709341868373674345e+01	1.943311819053853973e-01
6.713342668533705648e+01	1.942900806129886082e-01
6.717343468693738373e+01	1.942489574642987937e-01
6.721344268853771098e+01	1.942078124639424752e-01
6.725345069013802402e+01	1.941666456165483390e-01
6.729345869173835126e+01	1.941254569267474861e-01
6.733346669333867851e+01	1.940842463991737099e-01
6.737347469493899155e+01	1.940430140384630520e-01
6.741348269653930458e+01	1.940017598492541906e-01
6.745349069813963183e+01	1.939604838361881356e-01
6.749349869973994487e+01	1.939191860039083948e-01
6.753350670134027212e+01	1.938778663570608629e-01
6.757351470294059936e+01	1.938365249002939883e-01
6.761352270454091240e+01	1.937951616382585784e-01
6.765353070614122544e+01	1.937537765756080499e-01
6.769353870774153847e+01	1.937123697169980951e-01
6.773354670934186572e+01	1.936709410670869325e-01
6.777355471094217876e+01	1.936294906305352226e-01
6.781356271254250601e+01	1.935880184120061520e-01
6.785357071414283325e+01	1.935465244161651832e-01
6.789357871574314629e+01	1.935050086476803877e-01
6.793358671734347354e+01	1.934634711112222238e-01
6.797359471894378657e+01	1.934219118114636482e-01
6.801360272054409961e+01	1.933803307530800042e-01
6.805361072214442686e+01	1.933387279407490222e-01
6.809361872374475411e+01	1.932971033791511251e-01
6.813362672534506714e+01	1.932554570729689003e-01
6.817363472694539439e+01	1.932137890268875169e-01
6.821364272854572164e+01	1.931720992455945307e-01
6.825365073014602046e+01	1.931303877337800790e-01
6.829365873174634771e+01	1.930886544961366302e-01
6.833366673334667496e+01	1.930468995373590957e-01
6.837367473494698800e+01	1.930051228621448012e-01
6.841368273654731524e+01	1.929633244751936261e-01
6.845369073814764249e+01	1.929215043812077812e-01
6.849369873974795553e+01	1.928796625848920587e-01
6.853370674134826857e+01	1.928377990909535267e-01
6.857371474294859581e+01	1.927959139041017511e-01
6.861372274454890885e+01	1.927540070290488239e-01
6.865373074614923610e+01	1.927120784705091683e-01
6.869373874774954913e+01	1.926701282331996778e-01
6.873374674934987638e+01	1.926281563218397441e-01
6.877375475095020363e+01	1.925861627411511179e-01
6.881376275255050246e+01	1.925441474958579646e-01
6.885377075415082970e+01	1.925021105906871144e-01
6.889377875575114274e+01	1.924600520303673956e-01
6.893378675735146999e+01	1.924179718196305511e-01
6.897379475895178302e+01	1.923758699632104607e-01
6.901380276055211027e+01	1.923337464658435303e-01
6.905381076215243752e+01	1.922916013322685802e-01
6.909381876375273634e+01	1.922494345672269012e-01
6.913382676535306359e+01	1.922072461754621986e-01
6.917383476695339084e+01	1.921650361617205371e-01
6.921384276855370388e+01	1.921228045307505905e-01
6.925385077015403112e+01	1.920805512873033083e-01
6.929385877175435837e+01	1.920382764361320549e-01
6.933386677335467141e+01	1.919959799819928037e-01
6.937387477495498445e+01	1.919536619296438040e-01
6.941388277655531169e+01	1.919113222838456367e-01
6.945389077815562473e+01	1.918689610493616859e-01
6.949389877975595198e+01	1.918265782309573619e-01
6.953390678135627923e+01	1.917841738334007395e-01
6.957391478295659226e+01	1.917417478614622250e-01
6.961392278455691951e+01	1.916993003199146672e-01
6.965393078615723255e+01	1.916568312135334129e-01
6.969393878775754558e+01	1.916143405470960570e-01
6.973394678935787283e+01	1.915718283253828869e-01
6.977395479095820008e+01	1.915292945531763269e-01
6.981396279255851312e+01	1.914867392352614384e-01
6.985397079415884036e+01	1.914441623764255862e-01
6.989397879575915340e+01	1.914015639814586889e-01
6.993398679735948065e+01	1.913589440551529131e-01
6.997399479895979368e+01	1.913163026023029789e-01
7.001400280056010672e+01	1.912736396277059381e-01
7.005401080216043397e+01	1.912309551361613680e-01
7.009401880376074701e+01	1.911882491324712330e-01
7.013402680536107425e+01	1.911455216214398012e-01
7.017403480696140150e+01	1.911027726078738664e-01
7.021404280856171454e+01	1.910600020965826928e-01
7.025405081016202757e+01	1.910172100923779037e-01
7.029405881176235482e+01	1.909743966000734539e-01
7.033406681336266786e+01	1.909315616244858793e-01
7.037407481496298089e+01	1.908887051704339366e-01
7.041408281656332235e+01	1.908458272427390190e-01
7.045409081816363539e+01	1.908029278462247957e-01
7.049409881976394843e+01	1.907600069857174063e-01
7.053410682136427567e+01	1.907170646660453217e-01
7.057411482296458871e+01	1.906741008920395108e-01
7.061412282456490175e+01	1.906311156685333852e-01
7.065413082616524321e+01	1.905881090003626044e-01
7.069413882776555624e+01	1.905450808923654371e-01
7.073414682936586928e+01	1.905020313493825113e-01
7.077415483096621074e+01	1.904589603762567029e-01
7.081416283256650956e+01	1.904158679778335528e-01
7.085417083416682260e+01	1.903727541589608774e-01
7.089417883576714985e+01	1.903296189244888248e-01
7.093418683736747710e+01	1.902864622792701244e-01
7.097419483896779013e+01	1.902432842281597813e-01
7.101420284056811738e+01	1.902000847760152991e-01
7.105421084216844463e+01	1.901568639276964290e-01
7.109421884376874345e+01	1.901136216880656704e-01
7.113422684536907070e+01	1.900703580619875488e-01
7.117423484696938374e+01	1.900270730543291986e-01
7.121424284856971099e+01	1.899837666699600580e-01
7.125425085017003823e+01	1.899404389137521187e-01
7.129425885177035127e+01	1.898970897905795929e-01
7.133426685337067852e+01	1.898537193053193017e-01
7.137427485497099156e+01	1.898103274628502313e-01
7.141428285657130459e+01	1.897669142680539767e-01
7.145429085817163184e+01	1.897234797258144090e-01
7.149429885977195909e+01	1.896800238410178696e-01
7.153430686137227212e+01	1.896365466185530313e-01
7.157431486297258516e+01	1.895930480633110926e-01
7.161432286457292662e+01	1.895495281801855281e-01
7.165433086617323966e+01	1.895059869740721714e-01
7.169433886777353848e+01	1.894624244498694932e-01
7.173434686937387994e+01	1.894188406124781565e-01
7.177435487097419298e+01	1.893752354668012117e-01
7.181436287257450601e+01	1.893316090177441791e-01
7.185437087417484747e+01	1.892879612702149938e-01
7.189437887577516051e+01	1.892442922291238949e-01
7.193438687737547355e+01	1.892006018993837579e-01
7.197439487897580079e+01	1.891568902859094570e-01
7.201440288057611383e+01	1.891131573936186139e-01
7.205441088217642687e+01	1.890694032274310432e-01
7.209441888377675411e+01	1.890256277922690298e-01
7.213442688537708136e+01	1.889818310930572176e-01
7.217443488697739440e+01	1.889380131347227210e-01
7.221444288857772165e+01	1.888941739221949023e-01
7.225445089017803468e+01	1.888503134604057054e-01
7.229445889177834772e+01	1.888064317542892945e-01
7.233446689337867497e+01	1.887625288087822761e-01
7.237447489497898800e+01	1.887186046288236996e-01
7.241448289657931525e+01	1.886746592193549454e-01
7.245449089817964250e+01	1.886306925853197536e-01
7.249449889977995554e+01	1.885867047316643896e-01
7.253450690138026857e+01	1.885426956633373952e-01
7.257451490298059582e+01	1.884986653852896155e-01
7.261452290458090886e+01	1.884546139024744771e-01
7.265453090618123611e+01	1.884105412198477103e-01
7.269453890778156335e+01	1.883664473423673491e-01
7.273454690938187639e+01	1.883223322749938977e-01
7.277455491098218943e+01	1.882781960226902473e-01
7.281456291258251667e+01	1.882340385904216207e-01
7.285457091418282971e+01	1.881898599831557384e-01
7.289457891578314275e+01	1.881456602058625138e-01
7.293458691738348421e+01	1.881014392635144139e-01
7.297459491898379724e+01	1.880571971610862092e-01
7.301460292058411028e+01	1.880129339035550295e-01
7.305461092218445174e+01	1.879686494959004195e-01
7.309461892378475056e+01	1.879243439431043661e-01
7.313462692538506360e+01	1.878800172501510490e-01
7.317463492698540506e+01	1.878356694220272294e-01
7.321464292858571810e+01	1.877913004637219718e-01
7.325465093018603113e+01	1.877469103802266726e-01
7.329465893178635838e+01	1.877024991765351425e-01
7.333466693338668563e+01	1.876580668576435795e-01
7.337467493498698445e+01	1.876136134285505130e-01
7.341468293658731170e+01	1.875691388942568871e-01
7.345469093818763895e+01	1.875246432597660606e-01
7.349469893978795199e+01	1.874801265300836406e-01
7.353470694138827923e+01	1.874355887102177043e-01
7.357471494298859227e+01	1.873910298051787438e-01
7.361472294458891952e+01	1.873464498199795270e-01
7.365473094618923255e+01	1.873018487596351256e-01
7.369473894778954559e+01	1.872572266291631649e-01
7.373474694938987284e+01	1.872125834335836014e-01
7.377475495099020009e+01	1.871679191779185847e-01
7.381476295259051312e+01	1.871232338671928730e-01
7.385477095419084037e+01	1.870785275064334729e-01
7.389477895579116762e+01	1.870338001006697781e-01
7.393478695739148066e+01	1.869890516549334303e-01
7.397479495899177948e+01	1.869442821742587357e-01
7.401480296059212094e+01	1.868994916636820269e-01
7.405481096219243398e+01	1.868546801282422454e-01
7.409481896379274701e+01	1.868098475729805807e-01
7.413482696539308847e+01	1.867649940029405820e-01
7.417483496699340151e+01	1.867201194231682682e-01
7.421484296859371455e+01	1.866752238387118790e-01
7.425485097019404179e+01	1.866303072546221242e-01
7.429485897179435483e+01	1.865853696759520453e-01
7.433486697339466787e+01	1.865404111077570148e-01
7.437487497499500932e+01	1.864954315550947928e-01
7.441488297659532236e+01	1.864504310230255535e-01
7.445489097819563540e+01	1.864054095166116920e-01
7.449489897979596265e+01	1.863603670409180180e-01
7.453490698139627568e+01	1.863153036010119223e-01
7.457491498299658872e+01	1.862702192019627667e-01
7.461492298459691597e+01	1.862251138488425495e-01
7.465493098619724321e+01	1.861799875467255172e-01
7.469493898779755625e+01	1.861348403006883312e-01
7.473494698939788350e+01	1.860896721158098732e-01
7.477495499099819654e+01	1.860444829971716341e-01
7.481496299259850957e+01	1.859992729498571862e-01
7.485497099419883682e+01	1.859540419789526278e-01
7.489497899579914986e+01	1.859087900895463885e-01
7.493498699739947710e+01	1.858635172867291463e-01
7.497499499899980435e+01	1.858182235755940492e-01
7.501500300060011739e+01	1.857729089612365769e-01
7.505501100220044464e+01	1.857275734487545682e-01
7.509501900380075767e+01	1.856822170432481101e-01
7.513502700540107071e+01	1.856368397498197320e-01
7.517503500700138375e+01	1.855914415735742673e-01
7.521504300860172521e+01	1.855460225196189916e-01
