        Frequency / GHz                Z Real (kOhm/m)
    60.870      0.16992E-01
    61.339      0.16924E-01
    61.807      0.16844E-01
    62.275      0.16749E-01
    62.743      0.16638E-01
    63.212      0.16515E-01
    63.680      0.16381E-01
    64.148      0.16241E-01
    64.616      0.16100E-01
    65.085      0.15967E-01
    65.553      0.15850E-01
    66.021      0.15755E-01
    66.489      0.15681E-01
    66.958      0.15625E-01
    67.426      0.15585E-01
    67.894      0.15555E-01
    68.362      0.15531E-01
    68.830      0.15506E-01
    69.299      0.15471E-01
    69.767      0.15419E-01
    70.235      0.15349E-01
    70.703      0.15261E-01
    71.172      0.15158E-01
    71.640      0.15043E-01
    72.108      0.14921E-01
    72.576      0.14796E-01
    73.045      0.14676E-01
    73.513      0.14566E-01
    73.981      0.14470E-01
    74.449      0.14387E-01
    74.918      0.14316E-01
    75.386      0.14253E-01
    75.854      0.14194E-01
    76.322      0.14136E-01
    76.790      0.14071E-01
    77.259      0.13996E-01
    77.727      0.13906E-01
    78.195      0.13800E-01
    78.663      0.13681E-01
    79.132      0.13553E-01
    79.600      0.13418E-01
    80.068      0.13280E-01
    80.536      0.13146E-01
    81.005      0.13022E-01
    81.473      0.12910E-01
    81.941      0.12815E-01
    82.409      0.12735E-01
    82.877      0.12667E-01
    83.346      0.12609E-01
    83.814      0.12557E-01
    84.282      0.12508E-01
    84.750      0.12457E-01
    85.219      0.12400E-01
    85.687      0.12333E-01
    86.155      0.12258E-01
    86.623      0.12177E-01
    87.092      0.12092E-01
    87.560      0.12008E-01
    88.028      0.11926E-01
    88.496      0.11852E-01
    88.965      0.11788E-01
    89.433      0.11739E-01
    89.901      0.11705E-01
    90.369      0.11684E-01
    90.837      0.11671E-01
    91.306      0.11665E-01
    91.774      0.11661E-01
    92.242      0.11655E-01
    92.710      0.11644E-01
    93.179      0.11624E-01
    93.647      0.11593E-01
    94.115      0.11551E-01
    94.583      0.11500E-01
    95.052      0.11443E-01
    95.520      0.11384E-01
    95.988      0.11326E-01
    96.456      0.11270E-01
    96.925      0.11220E-01
    97.393      0.11177E-01
    97.861      0.11143E-01
    98.329      0.11114E-01
    98.797      0.11087E-01
    99.266      0.11060E-01
    99.734      0.11029E-01
    100.20      0.10991E-01
    100.67      0.10945E-01
    101.14      0.10887E-01
    101.61      0.10817E-01
    102.08      0.10738E-01
    102.54      0.10652E-01
    103.01      0.10562E-01
    103.48      0.10472E-01
    103.95      0.10385E-01
    104.42      0.10304E-01
    104.88      0.10231E-01
    105.35      0.10168E-01
    105.82      0.10115E-01
    106.29      0.10069E-01
    106.76      0.10028E-01
    107.23      0.99900E-02
    107.69      0.99521E-02
    108.16      0.99126E-02
    108.63      0.98690E-02
    109.10      0.98203E-02
    109.57      0.97672E-02
    110.04      0.97114E-02
    110.50      0.96557E-02
    110.97      0.96034E-02
    111.44      0.95563E-02
    111.91      0.95163E-02
    112.38      0.94856E-02
    112.84      0.94657E-02
    113.31      0.94561E-02
    113.78      0.94556E-02
    114.25      0.94611E-02
    114.72      0.94689E-02
    115.19      0.94764E-02
    115.65      0.94813E-02
    116.12      0.94808E-02
    116.59      0.94731E-02
    117.06      0.94573E-02
    117.53      0.94334E-02
    118.00      0.94028E-02
    118.46      0.93686E-02
    118.93      0.93329E-02
    119.40      0.92970E-02
    119.87      0.92629E-02
    120.34      0.92317E-02
    120.80      0.92038E-02
    121.27      0.91790E-02
    121.74      0.91559E-02
    122.21      0.91317E-02
    122.68      0.91040E-02
    123.15      0.90713E-02
    123.61      0.90318E-02
    124.08      0.89844E-02
    124.55      0.89292E-02
    125.02      0.88666E-02
    125.49      0.87981E-02
    125.96      0.87269E-02
    126.42      0.86561E-02
    126.89      0.85879E-02
    127.36      0.85251E-02
    127.83      0.84697E-02
    128.30      0.84228E-02
    128.76      0.83850E-02
    129.23      0.83562E-02
    129.70      0.83343E-02
    130.17      0.83169E-02
    130.64      0.83025E-02
    131.11      0.82894E-02
    131.57      0.82758E-02
    132.04      0.82611E-02
    132.51      0.82444E-02
    132.98      0.82256E-02
    133.45      0.82066E-02
    133.92      0.81892E-02
    134.38      0.81746E-02
    134.85      0.81640E-02
    135.32      0.81583E-02
    135.79      0.81571E-02
    136.26      0.81605E-02
    136.72      0.81677E-02
    137.19      0.81764E-02
    137.66      0.81837E-02
    138.13      0.81870E-02
    138.60      0.81840E-02
    139.07      0.81727E-02
    139.53      0.81525E-02
    140.00      0.81229E-02
    140.47      0.80835E-02
    140.94      0.80357E-02
    141.41      0.79821E-02
    141.88      0.79250E-02
    142.34      0.78670E-02
    142.81      0.78107E-02
    143.28      0.77574E-02
    143.75      0.77083E-02
    144.22      0.76648E-02
    144.68      0.76269E-02
    145.15      0.75938E-02
    145.62      0.75646E-02
    146.09      0.75381E-02
    146.56      0.75131E-02
    147.03      0.74894E-02
    147.49      0.74670E-02
    147.96      0.74455E-02
    148.43      0.74257E-02
    148.90      0.74089E-02
    149.37      0.73960E-02
    149.84      0.73881E-02
    150.30      0.73864E-02
    150.77      0.73903E-02
    151.24      0.73989E-02
    151.71      0.74115E-02
    152.18      0.74260E-02
    152.64      0.74397E-02
    153.11      0.74499E-02
    153.58      0.74538E-02
    154.05      0.74485E-02
    154.52      0.74327E-02
    154.99      0.74061E-02
    155.45      0.73682E-02
    155.92      0.73199E-02
    156.39      0.72638E-02
    156.86      0.72025E-02
    157.33      0.71396E-02
    157.79      0.70791E-02
    158.26      0.70239E-02
    158.73      0.69762E-02
    159.20      0.69385E-02
    159.67      0.69124E-02
    160.14      0.68977E-02
    160.60      0.68940E-02
    161.07      0.68996E-02
    161.54      0.69117E-02
    162.01      0.69277E-02
    162.48      0.69455E-02
    162.95      0.69619E-02
    163.41      0.69742E-02
    163.88      0.69801E-02
    164.35      0.69778E-02
    164.82      0.69660E-02
    165.29      0.69450E-02
    165.75      0.69151E-02
    166.22      0.68768E-02
    166.69      0.68320E-02
    167.16      0.67837E-02
    167.63      0.67346E-02
    168.10      0.66885E-02
    168.56      0.66491E-02
    169.03      0.66189E-02
    169.50      0.66000E-02
    169.97      0.65941E-02
    170.44      0.66003E-02
    170.91      0.66154E-02
    171.37      0.66350E-02
    171.84      0.66528E-02
    172.31      0.66619E-02
    172.78      0.66572E-02
    173.25      0.66353E-02
    173.71      0.65950E-02
    174.18      0.65406E-02
    174.65      0.64812E-02
    175.12      0.64282E-02
    175.59      0.63935E-02
    176.06      0.63855E-02
    176.52      0.64041E-02
    176.99      0.64400E-02
    177.46      0.64767E-02
    177.93      0.64943E-02
    178.40      0.64779E-02
    178.87      0.64270E-02
    179.33      0.63576E-02
    179.80      0.62964E-02
    180.27      0.62664E-02
    180.74      0.62705E-02
    181.21      0.62863E-02
    181.67      0.62861E-02
    182.14      0.62625E-02
    182.61      0.62341E-02
    183.08      0.62225E-02
    183.55      0.62278E-02
    184.02      0.62318E-02
    184.48      0.62234E-02
    184.95      0.62081E-02
    185.42      0.61929E-02
    185.89      0.61767E-02
    186.36      0.61562E-02
    186.83      0.61310E-02
    187.29      0.61009E-02
    187.76      0.60664E-02
    188.23      0.60294E-02
    188.70      0.59935E-02
    189.17      0.59629E-02
    189.63      0.59403E-02
    190.10      0.59243E-02
    190.57      0.59112E-02
    191.04      0.58979E-02
    191.51      0.58811E-02
    191.98      0.58587E-02
    192.44      0.58308E-02
    192.91      0.57989E-02
    193.38      0.57646E-02
    193.85      0.57306E-02
    194.32      0.56999E-02
    194.79      0.56748E-02
    195.25      0.56570E-02
    195.72      0.56478E-02
    196.19      0.56455E-02
    196.66      0.56463E-02
    197.13      0.56461E-02
    197.59      0.56411E-02
    198.06      0.56297E-02
    198.53      0.56148E-02
    199.00      0.55999E-02
    199.47      0.55864E-02
    199.94      0.55747E-02
    200.40      0.55641E-02
    200.87      0.55532E-02
    201.34      0.55414E-02
    201.81      0.55292E-02
    202.28      0.55161E-02
    202.75      0.55021E-02
    203.21      0.54882E-02
    203.68      0.54745E-02
    204.15      0.54608E-02
    204.62      0.54479E-02
    205.09      0.54362E-02
    205.55      0.54251E-02
    206.02      0.54148E-02
    206.49      0.54053E-02
    206.96      0.53956E-02
    207.43      0.53852E-02
    207.90      0.53743E-02
    208.36      0.53623E-02
    208.83      0.53489E-02
    209.30      0.53348E-02
    209.77      0.53199E-02
    210.24      0.53039E-02
    210.71      0.52879E-02
    211.17      0.52725E-02
    211.64      0.52576E-02
    212.11      0.52438E-02
    212.58      0.52316E-02
    213.05      0.52202E-02
    213.51      0.52096E-02
    213.98      0.52002E-02
    214.45      0.51908E-02
    214.92      0.51806E-02
    215.39      0.51698E-02
    215.86      0.51577E-02
    216.32      0.51437E-02
    216.79      0.51288E-02
    217.26      0.51132E-02
    217.73      0.50966E-02
    218.20      0.50800E-02
    218.67      0.50642E-02
    219.13      0.50488E-02
    219.60      0.50345E-02
    220.07      0.50219E-02
    220.54      0.50104E-02
    221.01      0.49995E-02
    221.47      0.49897E-02
    221.94      0.49800E-02
    222.41      0.49695E-02
    222.88      0.49585E-02
    223.35      0.49466E-02
    223.82      0.49328E-02
    224.28      0.49178E-02
    224.75      0.49021E-02
    225.22      0.48851E-02
    225.69      0.48680E-02
    226.16      0.48517E-02
    226.63      0.48359E-02
    227.09      0.48210E-02
    227.56      0.48078E-02
    228.03      0.47957E-02
    228.50      0.47843E-02
    228.97      0.47740E-02
    229.43      0.47641E-02
    229.90      0.47533E-02
    230.37      0.47419E-02
    230.84      0.47296E-02
    231.31      0.47156E-02
    231.78      0.47004E-02
    232.24      0.46845E-02
    232.71      0.46674E-02
    233.18      0.46498E-02
    233.65      0.46329E-02
    234.12      0.46167E-02
    234.59      0.46012E-02
    235.05      0.45874E-02
    235.52      0.45749E-02
    235.99      0.45628E-02
    236.46      0.45518E-02
    236.93      0.45414E-02
    237.39      0.45303E-02
    237.86      0.45186E-02
    238.33      0.45061E-02
    238.80      0.44918E-02
    239.27      0.44761E-02
    239.74      0.44599E-02
    240.20      0.44428E-02
    240.67      0.44248E-02
    241.14      0.44075E-02
    241.61      0.43907E-02
    242.08      0.43745E-02
    242.55      0.43600E-02
    243.01      0.43469E-02
    243.48      0.43342E-02
    243.95      0.43224E-02
    244.42      0.43113E-02
    244.89      0.42996E-02
    245.35      0.42871E-02
    245.82      0.42742E-02
    246.29      0.42597E-02
    246.76      0.42434E-02
    247.23      0.42267E-02
    247.70      0.42091E-02
    248.16      0.41907E-02
    248.63      0.41729E-02
    249.10      0.41557E-02
    249.57      0.41388E-02
    250.04      0.41233E-02
    250.51      0.41095E-02
    250.97      0.40961E-02
    251.44      0.40835E-02
    251.91      0.40718E-02
    252.38      0.40593E-02
    252.85      0.40460E-02
    253.31      0.40325E-02
    253.78      0.40175E-02
    254.25      0.40007E-02
    254.72      0.39834E-02
    255.19      0.39654E-02
    255.66      0.39462E-02
    256.12      0.39276E-02
    256.59      0.39100E-02
    257.06      0.38926E-02
    257.53      0.38762E-02
    258.00      0.38616E-02
    258.47      0.38475E-02
    258.93      0.38339E-02
    259.40      0.38214E-02
    259.87      0.38085E-02
    260.34      0.37944E-02
    260.81      0.37799E-02
    261.27      0.37642E-02
    261.74      0.37467E-02
    262.21      0.37288E-02
    262.68      0.37103E-02
    263.15      0.36904E-02
    263.62      0.36708E-02
    264.08      0.36524E-02
    264.55      0.36343E-02
    265.02      0.36171E-02
    265.49      0.36017E-02
    265.96      0.35869E-02
    266.43      0.35721E-02
    266.89      0.35584E-02
    267.36      0.35447E-02
    267.83      0.35298E-02
    268.30      0.35143E-02
    268.77      0.34976E-02
    269.23      0.34790E-02
    269.70      0.34599E-02
    270.17      0.34407E-02
    270.64      0.34200E-02
    271.11      0.33992E-02
    271.58      0.33800E-02
    272.04      0.33609E-02
    272.51      0.33424E-02
    272.98      0.33259E-02
    273.45      0.33102E-02
    273.92      0.32945E-02
    274.39      0.32794E-02
    274.85      0.32644E-02
    275.32      0.32481E-02
    275.79      0.32316E-02
    276.26      0.32142E-02
    276.73      0.31943E-02
    277.19      0.31736E-02
    277.66      0.31534E-02
    278.13      0.31321E-02
    278.60      0.31101E-02
    279.07      0.30896E-02
    279.54      0.30698E-02
    280.00      0.30504E-02
    280.47      0.30327E-02
    280.94      0.30159E-02
    281.41      0.29989E-02
    281.88      0.29829E-02
    282.35      0.29671E-02
    282.81      0.29492E-02
    283.28      0.29306E-02
    283.75      0.29122E-02
    284.22      0.28919E-02
    284.69      0.28698E-02
    285.15      0.28477E-02
    285.62      0.28250E-02
    286.09      0.28022E-02
    286.56      0.27812E-02
    287.03      0.27603E-02
    287.50      0.27391E-02
    287.96      0.27201E-02
    288.43      0.27029E-02
    288.90      0.26849E-02
    289.37      0.26670E-02
    289.84      0.26495E-02
    290.31      0.26305E-02
    290.77      0.26106E-02
    291.24      0.25905E-02
    291.71      0.25682E-02
