        Frequency / GHz                Z Real (kOhm/m)
    47.760      0.24330E-02
    48.228      0.22771E-02
    48.696      0.21553E-02
    49.165      0.20736E-02
    49.633      0.20304E-02
    50.101      0.20170E-02
    50.569      0.20206E-02
    51.038      0.20302E-02
    51.506      0.20380E-02
    51.974      0.20360E-02
    52.442      0.20157E-02
    52.910      0.19712E-02
    53.379      0.19021E-02
    53.847      0.18142E-02
    54.315      0.17179E-02
    54.783      0.16232E-02
    55.252      0.15376E-02
    55.720      0.14682E-02
    56.188      0.14223E-02
    56.656      0.14054E-02
    57.125      0.14194E-02
    57.593      0.14602E-02
    58.061      0.15189E-02
    58.529      0.15853E-02
    58.998      0.16516E-02
    59.466      0.17111E-02
    59.934      0.17570E-02
    60.402      0.17832E-02
    60.870      0.17856E-02
    61.339      0.17647E-02
    61.807      0.17267E-02
    62.275      0.16806E-02
    62.743      0.16339E-02
    63.212      0.15919E-02
    63.680      0.15593E-02
    64.148      0.15404E-02
    64.616      0.15391E-02
    65.085      0.15567E-02
    65.553      0.15889E-02
    66.021      0.16273E-02
    66.489      0.16637E-02
    66.958      0.16919E-02
    67.426      0.17071E-02
    67.894      0.17059E-02
    68.362      0.16852E-02
    68.830      0.16427E-02
    69.299      0.15804E-02
    69.767      0.15044E-02
    70.235      0.14225E-02
    70.703      0.13418E-02
    71.172      0.12679E-02
    71.640      0.12042E-02
    72.108      0.11536E-02
    72.576      0.11186E-02
    73.045      0.10991E-02
    73.513      0.10915E-02
    73.981      0.10900E-02
    74.449      0.10882E-02
    74.918      0.10808E-02
    75.386      0.10646E-02
    75.854      0.10377E-02
    76.322      0.99828E-03
    76.790      0.94638E-03
    77.259      0.88511E-03
    77.727      0.81972E-03
    78.195      0.75640E-03
    78.663      0.70091E-03
    79.132      0.65704E-03
    79.600      0.62722E-03
    80.068      0.61365E-03
    80.536      0.61711E-03
    81.005      0.63564E-03
    81.473      0.66515E-03
    81.941      0.70008E-03
    82.409      0.73464E-03
    82.877      0.76480E-03
    83.346      0.78816E-03
    83.814      0.80254E-03
    84.282      0.80644E-03
    84.750      0.80038E-03
    85.219      0.78689E-03
    85.687      0.77049E-03
    86.155      0.75658E-03
    86.623      0.74905E-03
    87.092      0.74966E-03
    87.560      0.75960E-03
    88.028      0.77969E-03
    88.496      0.80948E-03
    88.965      0.84694E-03
    89.433      0.88797E-03
    89.901      0.92684E-03
    90.369      0.95858E-03
    90.837      0.98036E-03
    91.306      0.99047E-03
    91.774      0.98788E-03
    92.242      0.97264E-03
    92.710      0.94570E-03
    93.179      0.90965E-03
    93.647      0.86914E-03
    94.115      0.82908E-03
    94.583      0.79287E-03
    95.052      0.76263E-03
    95.520      0.73943E-03
    95.988      0.72322E-03
    96.456      0.71346E-03
    96.925      0.70864E-03
    97.393      0.70535E-03
    97.861      0.69942E-03
    98.329      0.68774E-03
    98.797      0.66836E-03
    99.266      0.64047E-03
    99.734      0.60457E-03
    100.20      0.56170E-03
    100.67      0.51363E-03
    101.14      0.46384E-03
    101.61      0.41674E-03
    102.08      0.37602E-03
    102.54      0.34443E-03
    103.01      0.32368E-03
    103.48      0.31410E-03
    103.95      0.31533E-03
    104.42      0.32645E-03
    104.88      0.34490E-03
    105.35      0.36690E-03
    105.82      0.38898E-03
    106.29      0.40831E-03
    106.76      0.42307E-03
    107.23      0.43285E-03
    107.69      0.43782E-03
    108.16      0.43825E-03
    108.63      0.43573E-03
    109.10      0.43322E-03
    109.57      0.43376E-03
    110.04      0.43993E-03
    110.50      0.45322E-03
    110.97      0.47346E-03
    111.44      0.49973E-03
    111.91      0.53119E-03
    112.38      0.56610E-03
    112.84      0.60134E-03
    113.31      0.63339E-03
    113.78      0.65884E-03
    114.25      0.67504E-03
    114.72      0.68112E-03
    115.19      0.67742E-03
    115.65      0.66436E-03
    116.12      0.64303E-03
    116.59      0.61565E-03
    117.06      0.58494E-03
    117.53      0.55400E-03
    118.00      0.52579E-03
    118.46      0.50172E-03
    118.93      0.48181E-03
    119.40      0.46583E-03
    119.87      0.45312E-03
    120.34      0.44222E-03
    120.80      0.43138E-03
    121.27      0.41845E-03
    121.74      0.40114E-03
    122.21      0.37847E-03
    122.68      0.35092E-03
    123.15      0.31942E-03
    123.61      0.28535E-03
    124.08      0.25090E-03
    124.55      0.21849E-03
    125.02      0.19078E-03
    125.49      0.17067E-03
    125.96      0.16004E-03
    126.42      0.15923E-03
    126.89      0.16803E-03
    127.36      0.18562E-03
    127.83      0.21019E-03
    128.30      0.23959E-03
    128.76      0.27130E-03
    129.23      0.30225E-03
    129.70      0.32999E-03
    130.17      0.35352E-03
    130.64      0.37240E-03
    131.11      0.38662E-03
    131.57      0.39692E-03
    132.04      0.40424E-03
    132.51      0.40987E-03
    132.98      0.41583E-03
    133.45      0.42379E-03
    133.92      0.43396E-03
    134.38      0.44585E-03
    134.85      0.45857E-03
    135.32      0.47060E-03
    135.79      0.48043E-03
    136.26      0.48650E-03
    136.72      0.48654E-03
    137.19      0.47848E-03
    137.66      0.46163E-03
    138.13      0.43628E-03
    138.60      0.40349E-03
    139.07      0.36523E-03
    139.53      0.32367E-03
    140.00      0.28090E-03
    140.47      0.23977E-03
    140.94      0.20340E-03
    141.41      0.17396E-03
    141.88      0.15273E-03
    142.34      0.14019E-03
    142.81      0.13565E-03
    143.28      0.13811E-03
    143.75      0.14670E-03
    144.22      0.15978E-03
    144.68      0.17516E-03
    145.15      0.19124E-03
    145.62      0.20695E-03
    146.09      0.22162E-03
    146.56      0.23554E-03
    147.03      0.24931E-03
    147.49      0.26315E-03
    147.96      0.27767E-03
    148.43      0.29383E-03
    148.90      0.31188E-03
    149.37      0.33151E-03
    149.84      0.35202E-03
    150.30      0.37170E-03
    150.77      0.38843E-03
    151.24      0.40056E-03
    151.71      0.40635E-03
    152.18      0.40386E-03
    152.64      0.39200E-03
    153.11      0.37055E-03
    153.58      0.33998E-03
    154.05      0.30218E-03
    154.52      0.25991E-03
    154.99      0.21582E-03
    155.45      0.17293E-03
    155.92      0.13487E-03
    156.39      0.10475E-03
    156.86      0.84923E-04
    157.33      0.77070E-04
    157.79      0.81343E-04
    158.26      0.96611E-04
    158.73      0.12153E-03
    159.20      0.15411E-03
    159.67      0.19128E-03
    160.14      0.22979E-03
    160.60      0.26641E-03
    161.07      0.29786E-03
    161.54      0.32189E-03
    162.01      0.33741E-03
    162.48      0.34342E-03
    162.95      0.33933E-03
    163.41      0.32577E-03
    163.88      0.30394E-03
    164.35      0.27565E-03
    164.82      0.24358E-03
    165.29      0.21032E-03
    165.75      0.17806E-03
    166.22      0.14948E-03
    166.69      0.12747E-03
    167.16      0.11407E-03
    167.63      0.11076E-03
    168.10      0.11818E-03
    168.56      0.13538E-03
    169.03      0.16043E-03
    169.50      0.19081E-03
    169.97      0.22250E-03
    170.44      0.25034E-03
    170.91      0.26945E-03
    171.37      0.27580E-03
    171.84      0.26695E-03
    172.31      0.24350E-03
    172.78      0.20875E-03
    173.25      0.16819E-03
    173.71      0.13001E-03
    174.18      0.10374E-03
    174.65      0.96999E-04
    175.12      0.11323E-03
    175.59      0.14981E-03
    176.06      0.19669E-03
    176.52      0.23863E-03
    176.99      0.26021E-03
    177.46      0.25090E-03
    177.93      0.21037E-03
    178.40      0.15187E-03
    178.87      0.98504E-04
    179.33      0.72931E-04
    179.80      0.85012E-04
    180.27      0.12324E-03
    180.74      0.15935E-03
    181.21      0.16913E-03
    181.67      0.15322E-03
    182.14      0.13525E-03
    182.61      0.13613E-03
    183.08      0.15170E-03
    183.55      0.16063E-03
    184.02      0.15195E-03
    184.48      0.13440E-03
    184.95      0.11898E-03
    185.42      0.10542E-03
    185.89      0.89195E-04
    186.36      0.70248E-04
    186.83      0.51014E-04
    187.29      0.33432E-04
    187.76      0.19945E-04
    188.23      0.13650E-04
    188.70      0.16427E-04
    189.17      0.27044E-04
    189.63      0.40907E-04
    190.10      0.52812E-04
    190.57      0.59849E-04
    191.04      0.61140E-04
    191.51      0.57141E-04
    191.98      0.50174E-04
    192.44      0.43432E-04
    192.91      0.39402E-04
    193.38      0.40152E-04
    193.85      0.47242E-04
    194.32      0.60772E-04
    194.79      0.79823E-04
    195.25      0.10268E-03
    195.72      0.12589E-03
    196.19      0.14525E-03
    196.66      0.15781E-03
    197.13      0.16253E-03
    197.59      0.16088E-03
    198.06      0.15719E-03
    198.53      0.15549E-03
    199.00      0.15675E-03
    199.47      0.15993E-03
    199.94      0.16367E-03
    200.40      0.16662E-03
    200.87      0.16838E-03
    201.34      0.16947E-03
    201.81      0.17004E-03
    202.28      0.17021E-03
    202.75      0.17076E-03
    203.21      0.17198E-03
    203.68      0.17358E-03
    204.15      0.17587E-03
    204.62      0.17900E-03
    205.09      0.18237E-03
    205.55      0.18569E-03
    206.02      0.18885E-03
    206.49      0.19108E-03
    206.96      0.19202E-03
    207.43      0.19206E-03
    207.90      0.19112E-03
    208.36      0.18921E-03
    208.83      0.18707E-03
    209.30      0.18496E-03
    209.77      0.18285E-03
    210.24      0.18152E-03
    210.71      0.18153E-03
    211.17      0.18258E-03
    211.64      0.18468E-03
    212.11      0.18784E-03
    212.58      0.19130E-03
    213.05      0.19468E-03
    213.51      0.19804E-03
    213.98      0.20062E-03
    214.45      0.20173E-03
    214.92      0.20160E-03
    215.39      0.20022E-03
    215.86      0.19758E-03
    216.32      0.19459E-03
    216.79      0.19184E-03
    217.26      0.18928E-03
    217.73      0.18750E-03
    218.20      0.18712E-03
    218.67      0.18785E-03
    219.13      0.18965E-03
    219.60      0.19273E-03
    220.07      0.19636E-03
    220.54      0.19988E-03
    221.01      0.20328E-03
    221.47      0.20596E-03
    221.94      0.20725E-03
    222.41      0.20743E-03
    222.88      0.20655E-03
    223.35      0.20425E-03
    223.82      0.20120E-03
    224.28      0.19818E-03
    224.75      0.19525E-03
    225.22      0.19298E-03
    225.69      0.19216E-03
    226.16      0.19252E-03
    226.63      0.19390E-03
    227.09      0.19666E-03
    227.56      0.20021E-03
    228.03      0.20376E-03
    228.50      0.20730E-03
    228.97      0.21033E-03
    229.43      0.21195E-03
    229.90      0.21230E-03
    230.37      0.21163E-03
    230.84      0.20959E-03
    231.31      0.20670E-03
    231.78      0.20380E-03
    232.24      0.20083E-03
    232.71      0.19819E-03
    233.18      0.19691E-03
    233.65      0.19697E-03
    234.12      0.19807E-03
    234.59      0.20053E-03
    235.05      0.20389E-03
    235.52      0.20722E-03
    235.99      0.21061E-03
    236.46      0.21382E-03
    236.93      0.21577E-03
    237.39      0.21638E-03
    237.86      0.21592E-03
    238.33      0.21404E-03
    238.80      0.21113E-03
    239.27      0.20822E-03
    239.74      0.20532E-03
    240.20      0.20253E-03
    240.67      0.20085E-03
    241.14      0.20050E-03
    241.61      0.20116E-03
    242.08      0.20325E-03
    242.55      0.20652E-03
    243.01      0.20982E-03
    243.48      0.21306E-03
    243.95      0.21626E-03
    244.42      0.21845E-03
    244.89      0.21933E-03
    245.35      0.21927E-03
    245.82      0.21784E-03
    246.29      0.21511E-03
    246.76      0.21225E-03
    247.23      0.20951E-03
    247.70      0.20684E-03
    248.16      0.20515E-03
    248.63      0.20474E-03
    249.10      0.20519E-03
    249.57      0.20694E-03
    250.04      0.21005E-03
    250.51      0.21343E-03
    250.97      0.21673E-03
    251.44      0.22001E-03
    251.91      0.22228E-03
    252.38      0.22319E-03
    252.85      0.22334E-03
    253.31      0.22226E-03
    253.78      0.21975E-03
    254.25      0.21695E-03
    254.72      0.21424E-03
    255.19      0.21136E-03
    255.66      0.20939E-03
    256.12      0.20899E-03
    256.59      0.20935E-03
    257.06      0.21065E-03
    257.53      0.21341E-03
    258.00      0.21666E-03
    258.47      0.21979E-03
    258.93      0.22305E-03
    259.40      0.22557E-03
    259.87      0.22658E-03
    260.34      0.22664E-03
    260.81      0.22569E-03
    261.27      0.22347E-03
    261.74      0.22093E-03
    262.21      0.21840E-03
    262.68      0.21547E-03
    263.15      0.21325E-03
    263.62      0.21274E-03
    264.08      0.21310E-03
    264.55      0.21428E-03
    265.02      0.21696E-03
    265.49      0.22013E-03
    265.96      0.22296E-03
    266.43      0.22601E-03
    266.89      0.22879E-03
    267.36      0.23013E-03
    267.83      0.23032E-03
    268.30      0.22949E-03
    268.77      0.22733E-03
    269.23      0.22487E-03
    269.70      0.22269E-03
    270.17      0.22004E-03
    270.64      0.21771E-03
    271.11      0.21709E-03
    271.58      0.21746E-03
    272.04      0.21842E-03
    272.51      0.22087E-03
    272.98      0.22419E-03
    273.45      0.22709E-03
    273.92      0.22991E-03
    274.39      0.23250E-03
    274.85      0.23390E-03
    275.32      0.23438E-03
    275.79      0.23392E-03
    276.26      0.23171E-03
    276.73      0.22889E-03
    277.19      0.22684E-03
    277.66      0.22464E-03
    278.13      0.22219E-03
    278.60      0.22113E-03
    279.07      0.22147E-03
    279.54      0.22245E-03
    280.00      0.22462E-03
    280.47      0.22756E-03
    280.94      0.23029E-03
    281.41      0.23324E-03
    281.88      0.23602E-03
    282.35      0.23704E-03
    282.81      0.23700E-03
    283.28      0.23696E-03
    283.75      0.23564E-03
    284.22      0.23282E-03
    284.69      0.23013E-03
    285.15      0.22785E-03
    285.62      0.22600E-03
    286.09      0.22550E-03
    286.56      0.22570E-03
    287.03      0.22602E-03
    287.50      0.22806E-03
    287.96      0.23173E-03
    288.43      0.23474E-03
    288.90      0.23707E-03
    289.37      0.23955E-03
    289.84      0.24107E-03
    290.31      0.24140E-03
    290.77      0.24122E-03
    291.24      0.23962E-03
    291.71      0.23685E-03
